sequence	training_session.thisRepN	training_session.thisTrialN	training_session.thisN	training_session.thisIndex	training_2n.thisRepN	training_2n.thisTrialN	training_2n.thisN	training_2n.thisIndex	training_3n.thisRepN	training_3n.thisTrialN	training_3n.thisN	training_3n.thisIndex	training_4n.thisRepN	training_4n.thisTrialN	training_4n.thisN	training_4n.thisIndex	allrep_2nback.thisRepN	allrep_2nback.thisTrialN	allrep_2nback.thisN	allrep_2nback.thisIndex	trials_2nback.thisRepN	trials_2nback.thisTrialN	trials_2nback.thisN	trials_2nback.thisIndex	allrep_3nback.thisRepN	allrep_3nback.thisTrialN	allrep_3nback.thisN	allrep_3nback.thisIndex	trials_3nback.thisRepN	trials_3nback.thisTrialN	trials_3nback.thisN	trials_3nback.thisIndex	allrep_4nback.thisRepN	allrep_4nback.thisTrialN	allrep_4nback.thisN	allrep_4nback.thisIndex	trials_4nback.thisRepN	trials_4nback.thisTrialN	trials_4nback.thisN	trials_4nback.thisIndex	buffer02_txt.started	test_griddot_resp2.started	test_griddot_resp2.keys	test_griddot_resp2.rt	buffer23_txt.started	test_griddot_resp3.started	test_griddot_resp3.keys	test_griddot_resp3.rt	buffer34_txt.started	test_griddot_resp4.started	test_griddot_resp4.keys	test_griddot_resp4.rt	confirm_resp.started	confirm_resp.keys	confirm_resp.rt	instr_text_2.started	buffer02_txt.stopped	griddot_resp2.started	griddot_resp2.keys	griddot_resp2.rt	buffer23_txt.stopped	griddot_resp3.started	griddot_resp3.keys	griddot_resp3.rt	buffer34_txt.stopped	griddot_resp4.started	griddot_resp4.keys	griddot_resp4.rt	participant	session	date	expName	psychopyVersion	frameRate	...76
[(2, 2), (1, 0), (1, 1), (2, 2), (1, 0), (2, 1), (0, 0), (2, 1), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	849.5831364999758	['right', 'right', 'right', 'left', 'right', 'left']	[6.7579548000358045, 9.391705600079149, 11.09088380006142, 12.874957000021823, 15.608201000024565, 17.654678100021556]	NA	NA	NA	NA	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(2, 0), (1, 0), (0, 2), (2, 0), (2, 0), (0, 1), (2, 0), (1, 1), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	868.5673023000127	['right', 'left', 'left', 'left', 'left', 'left']	[6.603199400007725, 9.206491600023583, 11.312403500080109, 14.058165400056168, 15.04624860000331, 17.576397000113502]	NA	NA	NA	NA	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(2, 2), (0, 2), (1, 2), (2, 0), (0, 2), (1, 2), (0, 2), (2, 1), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	887.5643549999222	['left', 'right', 'left', 'right', 'left', 'right']	[7.101319500012323, 9.254741200013086, 11.726275500026532, 13.388455700012855, 15.223815400036983, 17.524848700035363]	NA	NA	NA	NA	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(2, 1), (2, 1), (0, 0), (2, 2), (1, 2), (0, 0), (0, 1), (1, 2), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	906.5624212999828	['left', 'left', 'right', 'left', 'right', 'right']	[6.759711599908769, 8.833149799960665, 11.479383099940605, 14.36773539998103, 15.572686099912971, 17.03575339994859]	NA	NA	NA	NA	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(1, 2), (1, 1), (2, 0), (0, 0), (0, 0), (2, 0), (0, 0), (1, 2), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	925.5593008999712	['left', 'left', 'right', 'right', 'left', 'left']	[7.294584500021301, 10.146087100030854, 11.456656099995598, 13.339236999978311, 15.176347499946132, 17.033513800008222]	NA	NA	NA	NA	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(0, 2), (1, 2), (2, 0), (2, 2), (2, 1), (0, 2), (0, 1), (0, 2), (2, 1), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	NA	947.5030656999444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	950.5698837999952	951.5522257999984	['left', 'right', 'left', 'right', 'left', 'left']	[8.973987499950454, 11.305482700001448, 13.052993399905972, 16.05914969998412, 16.676471199956723, 19.516182099934667]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(0, 1), (2, 2), (2, 1), (1, 0), (0, 1), (2, 2), (1, 0), (2, 0), (0, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	972.5826450999592	['right', 'right', 'left', 'left', 'right', 'left']	[8.869314800016582, 11.163504399941303, 12.978641399997286, 15.123201599926688, 17.02560029993765, 19.293759600026533]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(0, 2), (2, 0), (1, 1), (2, 2), (0, 0), (2, 0), (1, 1), (0, 0), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	993.579916800023	['left', 'left', 'right', 'left', 'left', 'right']	[9.028083400102332, 11.164889700012282, 13.165271900012158, 15.398199900053442, 16.977550200070255, 18.869661700096913]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(2, 2), (0, 1), (1, 0), (0, 1), (0, 0), (1, 1), (1, 0), (2, 1), (2, 2), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1014.5640927000204	['left', 'left', 'right', 'right', 'left', 'left']	[8.711794500006363, 11.155392700107768, 13.792805200093426, 15.479414400062524, 17.244550300063565, 19.182672000024468]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(1, 2), (0, 2), (1, 0), (1, 2), (1, 2), (0, 2), (1, 2), (2, 2), (0, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1035.561182799982	['left', 'right', 'left', 'left', 'left', 'right']	[9.029656699975021, 10.941118699964136, 13.078299399930984, 15.894012299948372, 17.200030599953607, 18.958151099970564]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(2, 0), (1, 2), (0, 1), (1, 0), (1, 0), (1, 2), (1, 0), (1, 0), (1, 0), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1056.5710961000295	['left', 'right', 'left', 'right', 'right', 'left']	[8.807609400013462, 11.24797580006998, 13.373240199987777, 15.411086900043301, 17.239223700016737, 18.8508857000852]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(1, 1), (1, 0), (0, 0), (0, 2), (2, 1), (1, 1), (1, 0), (1, 2), (2, 1), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1083.5340033000102	['left', 'right', 'left', 'left', 'left', 'right']	[9.360311000025831, 10.688562000053935, 13.349249000078999, 15.704624500009231, 17.530750300036743, 19.760266600060277]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(1, 2), (1, 0), (1, 1), (2, 1), (0, 1), (0, 1), (0, 2), (2, 1), (0, 1), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1104.5354959999677	['left', 'left', 'left', 'right', 'left', 'right']	[8.76281859993469, 11.457442199927755, 13.026714199921116, 15.497927299933508, 17.669773799949326, 18.619703299948014]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(0, 1), (2, 1), (2, 0), (1, 0), (2, 2), (2, 1), (2, 0), (2, 1), (2, 1), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1125.5316640000092	['left', 'right', 'right', 'left', 'right', 'left']	[8.710011699935421, 11.222745399922132, 12.808123699971475, 14.741307799937204, 16.59945300000254, 19.175703599932604]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(0, 2), (1, 1), (2, 2), (0, 0), (2, 0), (1, 1), (0, 2), (0, 2), (2, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1146.5427845999366	['left', 'left', 'left', 'right', 'left', 'left']	[8.741298599983566, 11.495549199986272, 13.740998899913393, 15.83416969992686, 18.55389149999246, 19.437947399914265]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(2, 0), (2, 1), (2, 1), (1, 1), (2, 0), (2, 2), (2, 1), (2, 2), (0, 1), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1167.5221971999854	['right', 'left', 'right', 'right', 'left', 'left']	[8.719378200010397, 11.494159599998966, 12.935481599997729, 15.454937800066546, 16.991345799993724, 19.671532100066543]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
[(2, 1), (2, 2), (2, 2), (1, 2), (2, 1), (1, 1), (2, 0), (1, 2), (1, 1), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1188.5239582000067	['right', 'left', 'left', 'right', 'right', 'left']	[9.02162229991518, 11.011792999925092, 13.087323699961416, 14.733673599897884, 17.6001135999104, 18.937227599904872]	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	zaa	001	2026-02-10_11h54.56.414	SS	2023.1.0	60.017633175155154	NA
