clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#F1F8E9	#AED581	#7CB342	#33691E	#FFF3E0	#000000	#FB8C00	#E65100	l_green	orange	l_down	clr2	low	left	#FFB74D	#FFE0B2	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	11	11	7	NA	NA	NA	right	0	2.3867414998821914	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#006064	#00ACC1	#4DD0E1	#E0F7FA	#01579B	#039BE5	#000000	#E1F5FE	cyan	l_blue	l_up	clr3	high	right	#81D4FA	#4FC3F7	#039BE5	#4FC3F7	NA	NA	NA	NA	NA	0	12	12	72	NA	NA	NA	left	0	0.8681578999385238	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#BF360C	#F4511E	#FF8A65	#FBE9E7	#33691E	#7CB342	#000000	#F1F8E9	d_orange	l_green	l_up	clr3	high	right	#C5E1A5	#AED581	#7CB342	#AED581	NA	NA	NA	NA	NA	0	13	13	73	NA	NA	NA	left	0	0.9224759000353516	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	high	right	#E91E63	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	14	14	64	NA	NA	NA	left	0	2.5233291001059115	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#0D47A1	#E3F2FD	#1E88E5	#64B5F6	#4A148C	#000000	#8E24AA	#BA68C8	blue	purple	l_rand2	clr2	high	left	#F3E5F5	#E1BEE7	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	15	15	41	NA	NA	NA	right	0	2.1113372002728283	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FDD835	#F57F17	#FFFDE7	#FFF176	#FFB300	#FF6F00	#000000	#FFD54F	yellow	amber	l_rand1	clr3	high	left	#FFF8E1	#FFECB3	#FF6F00	#FFF8E1	NA	NA	NA	NA	NA	0	16	16	30	NA	NA	NA	right	0	2.5524177998304367	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#D81B60	#880E4F	#FCE4EC	#F06292	#FDD835	#F57F17	#000000	#FFF176	pink	yellow	l_rand1	clr3	high	right	#FFF9C4	#FFFDE7	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	17	17	31	NA	NA	NA	left	0	1.2754195001907649	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#E53935	#B71C1C	#FFEBEE	#E57373	#7CB342	#000000	#F1F8E9	#AED581	red	l_green	l_rand1	clr2	low	right	#689F38	#33691E	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	18	18	25	NA	NA	NA	left	0	1.0007445001974702	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#4A148C	#F3E5F5	#8E24AA	#BA68C8	#827717	#F9FBE7	#000000	#DCE775	purple	lime	l_rand2	clr3	low	left	#C0CA33	#D4E157	#F9FBE7	#C0CA33	NA	NA	NA	NA	NA	0	19	19	55	NA	NA	NA	right	0	2.3015509000979364	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FFFDE7	#FFF176	#FDD835	#F57F17	#E0F7FA	#4DD0E1	#000000	#006064	yellow	cyan	l_down	clr3	high	left	#00ACC1	#00BCD4	#4DD0E1	#00ACC1	NA	NA	NA	NA	NA	0	20	20	11	NA	NA	NA	right	0	1.9189381999894977	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#3949AB	#1A237E	#E8EAF6	#7986CB	#FB8C00	#000000	#FFF3E0	#FFB74D	indigo	orange	l_rand1	clr2	low	right	#F57C00	#E65100	#E65100	#FFF3E0	NA	NA	NA	NA	NA	0	21	21	26	NA	NA	NA	right	1	0.8598952000029385	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#6D4C41	#3E2723	#EFEBE9	#A1887F	#00ACC1	#000000	#E0F7FA	#4DD0E1	brown	cyan	l_rand1	clr2	low	right	#0097A7	#006064	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	22	22	29	NA	NA	NA	right	1	1.2332558003254237	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FFEBEE	#E57373	#E53935	#B71C1C	#E1F5FE	#000000	#039BE5	#01579B	red	l_blue	l_down	clr2	high	left	#4FC3F7	#81D4FA	#4FC3F7	#039BE5	NA	NA	NA	NA	NA	0	23	23	0	NA	NA	NA	right	0	1.7084844000637531	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#BF360C	#FBE9E7	#F4511E	#FF8A65	#B71C1C	#000000	#E53935	#E57373	d_orange	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	24	24	48	NA	NA	NA	left	0	0.996231300290674	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#E1F5FE	#4FC3F7	#039BE5	#01579B	#EDE7F6	#9575CD	#000000	#311B92	l_blue	d_purple	l_down	clr3	low	left	#5E35B1	#7E57C2	#9575CD	#5E35B1	NA	NA	NA	NA	NA	0	25	25	14	NA	NA	NA	right	0	2.0793748004361987	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#880E4F	#D81B60	#F06292	#FCE4EC	#B71C1C	#000000	#E57373	#FFEBEE	pink	red	l_up	clr2	low	right	#EF5350	#E53935	#E53935	#E57373	NA	NA	NA	NA	NA	0	26	26	68	NA	NA	NA	left	0	1.2529229000210762	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FFF3E0	#FFB74D	#FB8C00	#E65100	#FCE4EC	#F06292	#000000	#880E4F	orange	pink	l_down	clr3	low	left	#D81B60	#EC407A	#F06292	#D81B60	NA	NA	NA	NA	NA	0	27	27	15	NA	NA	NA	right	0	1.0289183002896607	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#B71C1C	#FFEBEE	#E53935	#E57373	#E65100	#000000	#FB8C00	#FFB74D	red	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	28	28	49	NA	NA	NA	left	0	0.6808464997448027	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#880E4F	#000000	#D81B60	#F06292	amber	pink	l_rand2	clr2	high	left	#FCE4EC	#F8BBD0	#FCE4EC	#D81B60	NA	NA	NA	NA	NA	0	29	29	43	NA	NA	NA	right	0	0.7364815999753773	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#E0F2F1	#4DB6AC	#00897B	#004D40	#FFFDE7	#000000	#FDD835	#F57F17	teal	yellow	l_down	clr2	high	left	#FFF176	#FFF59D	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	30	30	1	NA	NA	NA	left	1	0.7650294001214206	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#1B5E20	#E8F5E9	#43A047	#81C784	#006064	#000000	#00ACC1	#4DD0E1	green	cyan	l_rand2	clr2	high	left	#E0F7FA	#B2EBF2	#E0F7FA	#00ACC1	NA	NA	NA	NA	NA	0	31	31	42	NA	NA	NA	left	1	0.8171640001237392	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#311B92	#5E35B1	#9575CD	#EDE7F6	#1B5E20	#000000	#81C784	#E8F5E9	d_purple	green	l_up	clr2	high	right	#4CAF50	#43A047	#43A047	#81C784	NA	NA	NA	NA	NA	0	32	32	62	NA	NA	NA	left	0	1.022528000175953	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#B71C1C	#E53935	#E57373	#FFEBEE	#004D40	#000000	#4DB6AC	#E0F2F1	red	lime	l_up	clr2	low	left	#00897B	#00695C	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	33	33	66	NA	NA	NA	left	1	2.068882300052792	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#F57F17	#FFFDE7	#FDD835	#FFF176	#BF360C	#FBE9E7	#000000	#FF8A65	yellow	d_orange	l_rand2	clr3	high	right	#FF5722	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	34	34	53	NA	NA	NA	left	0	1.6853652000427246	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#004D40	#E0F2F1	#00897B	#4DB6AC	#3E2723	#EFEBE9	#000000	#A1887F	teal	brown	l_rand2	clr3	high	right	#5D4037	#6D4C41	#EFEBE9	#6D4C41	NA	NA	NA	NA	NA	0	35	35	52	NA	NA	NA	right	1	2.8833408998325467	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#43A047	#1B5E20	#E8F5E9	#81C784	#00897B	#004D40	#000000	#4DB6AC	green	teal	l_rand1	clr3	high	right	#B2DFDB	#E0F2F1	#004D40	#E0F2F1	NA	NA	NA	NA	NA	0	36	36	33	NA	NA	NA	left	0	1.2763720001094043	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#311B92	#EDE7F6	#5E35B1	#9575CD	#B71C1C	#000000	#E53935	#E57373	d_purple	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	37	37	45	NA	NA	NA	right	1	0.6522611998952925	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#1A237E	#E8EAF6	#3949AB	#7986CB	#01579B	#E1F5FE	#000000	#4FC3F7	indigo	l_blue	l_rand2	clr3	high	right	#03A9F4	#039BE5	#E1F5FE	#039BE5	NA	NA	NA	NA	NA	0	38	38	51	NA	NA	NA	right	1	1.9291672999970615	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#E8EAF6	#7986CB	#000000	#1A237E	amber	indigo	l_down	clr3	high	right	#3F51B5	#3949AB	#7986CB	#3949AB	NA	NA	NA	NA	NA	0	39	39	13	NA	NA	NA	right	1	2.898906500544399	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#0D47A1	#1E88E5	#64B5F6	#E3F2FD	#FF6F00	#FFB300	#000000	#FFF8E1	blue	amber	l_up	clr3	low	right	#FFC107	#FFD54F	#FFB300	#FFD54F	NA	NA	NA	NA	NA	0	40	40	77	NA	NA	NA	right	1	1.3961896002292633	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#3E2723	#EFEBE9	#6D4C41	#A1887F	#0D47A1	#E3F2FD	#000000	#64B5F6	brown	blue	l_rand2	clr3	high	right	#2196F3	#1E88E5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	41	41	54	NA	NA	NA	right	1	0.7819814998656511	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#4A148C	#8E24AA	#BA68C8	#F3E5F5	#0D47A1	#000000	#64B5F6	#E3F2FD	purple	blue	l_up	clr2	high	left	#1E88E5	#2196F3	#1E88E5	#64B5F6	NA	NA	NA	NA	NA	0	42	42	60	NA	NA	NA	left	1	2.6698579001240432	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#4A148C	#000000	#8E24AA	#BA68C8	amber	purple	l_rand2	clr2	high	right	#E1BEE7	#F3E5F5	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	43	43	44	NA	NA	NA	right	1	1.7129421001300216	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#006064	#E0F7FA	#00ACC1	#4DD0E1	#311B92	#000000	#5E35B1	#9575CD	cyan	d_purple	l_rand2	clr2	low	right	#B39DDB	#EDE7F6	#EDE7F6	#5E35B1	NA	NA	NA	NA	NA	0	44	44	46	NA	NA	NA	right	1	1.4066602000966668	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#E8EAF6	#7986CB	#3949AB	#1A237E	#FFF3E0	#FFB74D	#000000	#E65100	indigo	orange	l_down	clr3	high	left	#FB8C00	#FF9800	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	45	45	10	NA	NA	NA	right	0	2.086318999994546	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FFEBEE	#E57373	#E53935	#B71C1C	#FFFDE7	#000000	#FDD835	#F57F17	red	yellow	l_down	clr2	high	left	#FFF176	#FFEE58	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	46	46	3	NA	NA	NA	left	1	1.490526800043881	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#F4511E	#BF360C	#FBE9E7	#FF8A65	#43A047	#1B5E20	#000000	#81C784	d_orange	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	47	47	38	NA	NA	NA	left	1	1.31971239997074	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#F57F17	#FDD835	#FFF176	#FFFDE7	#33691E	#7CB342	#000000	#F1F8E9	yellow	l_green	l_up	clr3	low	left	#AED581	#DCEDC8	#7CB342	#AED581	NA	NA	NA	NA	NA	0	48	48	75	NA	NA	NA	left	1	0.8708065003156662	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#EFEBE9	#A1887F	#000000	#3E2723	amber	brown	l_down	clr3	low	left	#6D4C41	#8D6E63	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	49	49	17	NA	NA	NA	left	1	1.9284807001240551	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#3E2723	#6D4C41	#A1887F	#EFEBE9	#006064	#00ACC1	#000000	#E0F7FA	brown	cyan	l_up	clr3	low	left	#4DD0E1	#B2EBF2	#00ACC1	#4DD0E1	NA	NA	NA	NA	NA	0	50	50	76	NA	NA	NA	left	1	1.0444074999541044	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#E65100	#FB8C00	#FFB74D	#FFF3E0	#0D47A1	#1E88E5	#000000	#E3F2FD	orange	blue	l_up	clr3	high	left	#64B5F6	#42A5F5	#1E88E5	#64B5F6	NA	NA	NA	NA	NA	0	51	51	71	NA	NA	NA	left	1	1.606755300424993	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#EDE7F6	#9575CD	#5E35B1	#311B92	#FFF8E1	#000000	#FFB300	#FF6F00	d_purple	amber	l_down	clr2	low	right	#FFC107	#FFD54F	#FFD54F	#FFB300	NA	NA	NA	NA	NA	0	52	52	8	NA	NA	NA	right	1	3.1822949000634253	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FCE4EC	#F06292	#D81B60	#880E4F	#FBE9E7	#000000	#F4511E	#BF360C	pink	d_orange	l_down	clr2	high	right	#FFAB91	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	53	53	4	NA	NA	NA	left	0	1.3788514002226293	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#00ACC1	#006064	#E0F7FA	#4DD0E1	#43A047	#1B5E20	#000000	#81C784	cyan	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	54	54	36	NA	NA	NA	left	1	1.194492400158197	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FB8C00	#E65100	#FFF3E0	#FFB74D	#FDD835	#000000	#FFFDE7	#FFF176	orange	yellow	l_rand1	clr2	high	left	#F57F17	#F9A825	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	55	55	23	NA	NA	NA	left	1	0.9204548997804524	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#880E4F	#FCE4EC	#D81B60	#F06292	#33691E	#000000	#7CB342	#AED581	pink	l_green	l_rand2	clr2	high	left	#F1F8E9	#DCEDC8	#F1F8E9	#7CB342	NA	NA	NA	NA	NA	0	56	56	40	NA	NA	NA	left	1	1.8459091004915535	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#01579B	#E1F5FE	#039BE5	#4FC3F7	#FF6F00	#FFF8E1	#000000	#FFD54F	l_blue	amber	l_rand2	clr3	low	left	#FFB300	#FF8F00	#FFF8E1	#FFB300	NA	NA	NA	NA	NA	0	57	57	56	NA	NA	NA	right	0	1.0203929003328085	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#8E24AA	#4A148C	#F3E5F5	#BA68C8	#5E35B1	#000000	#EDE7F6	#9575CD	purple	d_purple	l_rand1	clr2	high	left	#311B92	#4527A0	#311B92	#EDE7F6	NA	NA	NA	NA	NA	0	58	58	20	NA	NA	NA	left	1	2.1189673002809286	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#00897B	#004D40	#E0F2F1	#4DB6AC	#3949AB	#1A237E	#000000	#7986CB	lime	indigo	l_rand1	clr3	low	left	#E8EAF6	#9FA8DA	#1A237E	#E8EAF6	NA	NA	NA	NA	NA	0	59	59	37	NA	NA	NA	left	1	2.426130700390786	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FFB300	#FF6F00	#FFF8E1	#FFD54F	#039BE5	#01579B	#000000	#4FC3F7	amber	l_blue	l_rand1	clr3	high	right	#B3E5FC	#E1F5FE	#01579B	#E1F5FE	NA	NA	NA	NA	NA	0	60	60	34	NA	NA	NA	right	1	1.0220806999132035	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#F3E5F5	#BA68C8	#8E24AA	#4A148C	#E0F2F1	#000000	#00897B	#004D40	purple	lime	l_down	clr2	low	left	#4DB6AC	#B2DFDB	#4DB6AC	#00897B	NA	NA	NA	NA	NA	0	61	61	6	NA	NA	NA	left	1	1.542628699913621	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#E65100	#FB8C00	#FFB74D	#FFF3E0	#1A237E	#3949AB	#000000	#E8EAF6	orange	indigo	l_up	clr3	low	right	#3F51B5	#7986CB	#3949AB	#7986CB	NA	NA	NA	NA	NA	0	62	62	79	NA	NA	NA	right	1	1.1667454997077584	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#E0F2F1	#4DB6AC	#00897B	#004D40	#FBE9E7	#000000	#F4511E	#BF360C	lime	d_orange	l_down	clr2	low	right	#FF5722	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	63	63	9	NA	NA	NA	right	1	1.142134400550276	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#1B5E20	#43A047	#81C784	#E8F5E9	#4A148C	#000000	#BA68C8	#F3E5F5	green	purple	l_up	clr2	low	right	#6A1B9A	#8E24AA	#8E24AA	#BA68C8	NA	NA	NA	NA	NA	0	64	64	69	NA	NA	NA	right	1	1.536506800446659	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#1A237E	#3949AB	#7986CB	#E8EAF6	#311B92	#5E35B1	#000000	#EDE7F6	indigo	d_purple	l_up	clr3	low	left	#9575CD	#673AB7	#5E35B1	#9575CD	NA	NA	NA	NA	NA	0	65	65	74	NA	NA	NA	left	1	1.1144111999310553	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#FDD835	#F57F17	#FFFDE7	#FFF176	#F4511E	#000000	#FBE9E7	#FF8A65	yellow	d_orange	l_rand1	clr2	low	right	#E64A19	#BF360C	#BF360C	#FBE9E7	NA	NA	NA	NA	NA	0	66	66	28	NA	NA	NA	right	1	1.173116400372237	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#1B5E20	#43A047	#81C784	#E8F5E9	#004D40	#000000	#4DB6AC	#E0F2F1	green	lime	l_up	clr2	high	right	#00796B	#00897B	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	67	67	65	NA	NA	NA	left	0	1.8386621000245216	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#E3F2FD	#64B5F6	#1E88E5	#0D47A1	#E0F2F1	#4DB6AC	#000000	#004D40	blue	teal	l_down	clr3	high	right	#00796B	#00897B	#4DB6AC	#00897B	NA	NA	NA	NA	NA	0	68	68	12	NA	NA	NA	right	1	3.094653199892491	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
#E8F5E9	#81C784	#43A047	#1B5E20	#FFEBEE	#000000	#E53935	#B71C1C	green	red	l_down	clr2	high	right	#EF9A9A	#E57373	#E57373	#E53935	NA	NA	NA	NA	NA	0	69	69	5	NA	NA	NA	left	0	1.4604123001918197	eaj	1	2026-03-03_17h24.25.461	MCT	2023.1.0	60.043543433941366
