imagefile	stimfile	corrAns	MRdir	angle	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	mentalrot_trials.thisRepN	mentalrot_trials.thisTrialN	mentalrot_trials.thisN	mentalrot_trials.thisIndex	blank.started	mr_answ_2.started	mr_answ_2.keys	mr_answ_2.corr	mr_answ_2.rt	blank.stopped	mr_answ.started	mr_answ.keys	mr_answ.corr	mr_answ.rt	byebye_text.started	byebye_text.stopped	participant	session	date	expName	psychopyVersion	frameRate	...32
mr_images/1_a.png	mr_images/1_b_z_135.png	right	cw	135	0	0	0	8	NA	NA	NA	NA	119.08846770017408	119.57258370006456	left	0	3.820556599879638	NA	NA	NA	NA	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/7_b.png	mr_images/7_a_z_135.png	right	cw	135	0	1	1	188	NA	NA	NA	NA	123.42157060001044	124.01745160017164	None	0	NA	124.01745160017164	NA	NA	NA	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/7_b.png	mr_images/7_b_z_45.png	left	cw	45	0	2	2	181	NA	NA	NA	NA	128.93338269996457	129.50169790000655	None	0	NA	NA	NA	NA	NA	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/4_b.png	mr_images/4_b_z_225.png	left	ccw	135	0	3	3	119	NA	NA	NA	NA	134.43271140009165	135.03294920013286	right	0	4.269366199849173	NA	NA	NA	NA	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/11_b.png	mr_images/11_b_z_45.png	left	cw	45	0	4	4	37	NA	NA	NA	NA	139.33182800002396	139.91940210014582	right	0	4.319719299906865	139.91940210014582	NA	NA	NA	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/11_a.png	mr_images/11_b_z_135.png	right	cw	135	NA	NA	NA	NA	0	0	0	32	195.3945900001563	NA	NA	NA	NA	NA	195.8959931000136	None	0	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/11_b.png	mr_images/11_a_z_270.png	right	ccw	90	NA	NA	NA	NA	0	1	1	42	200.7941757000517	NA	NA	NA	NA	NA	201.35665019997396	left	0	4.040760099887848	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/12_a.png	mr_images/12_a_z_135.png	left	cw	135	NA	NA	NA	NA	0	2	2	57	205.4227414000779	NA	NA	NA	NA	206.02275260002352	206.02275260002352	left	1	3.396004799986258	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/3_b.png	mr_images/3_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	3	3	89	209.43882210017185	NA	NA	NA	NA	210.0225294001866	210.0225294001866	left	1	4.6423678998835385	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/4_b.png	mr_images/4_a_z_45.png	right	cw	45	NA	NA	NA	NA	0	4	4	108	214.68815070018172	NA	NA	NA	NA	215.25479200016707	215.25479200016707	right	1	3.3934433998074383	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/12_b.png	mr_images/12_b_z_315.png	left	ccw	45	NA	NA	NA	NA	0	5	5	63	218.6716649001464	NA	NA	NA	NA	219.2602761001326	219.2602761001326	None	0	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/6_b.png	mr_images/6_a_z_315.png	right	ccw	45	NA	NA	NA	NA	0	6	6	158	224.18692110013217	NA	NA	NA	NA	NA	224.78679960011505	left	0	4.847016399959102	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/7_a.png	mr_images/7_a_z_45.png	left	cw	45	NA	NA	NA	NA	0	7	7	169	229.6526989999693	NA	NA	NA	NA	230.23610109998845	230.23610109998845	None	0	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/3_b.png	mr_images/3_a_z_90.png	right	cw	90	NA	NA	NA	NA	0	8	8	88	235.1686860001646	NA	NA	NA	NA	NA	235.7352483000141	None	0	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/9_a.png	mr_images/9_b_z_315.png	right	ccw	45	NA	NA	NA	NA	0	9	9	194	240.66755320015363	NA	NA	NA	NA	NA	241.2346789999865	left	0	4.380667599849403	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/6_a.png	mr_images/6_a_z_315.png	left	ccw	45	NA	NA	NA	NA	0	10	10	147	245.63384949998	NA	NA	NA	NA	246.20103390002623	246.20103390002623	None	0	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/12_a.png	mr_images/12_a_z_315.png	left	ccw	45	NA	NA	NA	NA	0	11	11	51	251.1497816001065	NA	NA	NA	NA	NA	251.72005840018392	left	1	3.877252899808809	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/4_b.png	mr_images/4_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	12	12	113	255.6200400001835	NA	NA	NA	NA	256.19915890018456	256.19915890018456	left	1	4.353059199871495	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/11_b.png	mr_images/11_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	13	13	41	260.5817958000116	NA	NA	NA	NA	261.1492662001401	261.1492662001401	right	0	4.846298199845478	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/5_b.png	mr_images/5_a_z_225.png	right	ccw	135	NA	NA	NA	NA	0	14	14	142	266.01415659999475	NA	NA	NA	NA	266.61425890005194	266.61425890005194	right	1	4.633322299923748	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/9_b.png	mr_images/9_b_z_315.png	left	ccw	45	NA	NA	NA	NA	0	15	15	207	271.2637055001687	NA	NA	NA	NA	271.83018800010905	271.83018800010905	right	0	4.7059726000297815	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
mr_images/7_b.png	mr_images/7_b_z_45.png	left	cw	45	NA	NA	NA	NA	0	16	16	181	276.56300389999524	NA	NA	NA	NA	277.1023574999999	277.1023574999999	None	0	NA	NA	NA	taa	001	2026-02-19_20h06.23.762	MR	2023.1.0	60.02516251611566	NA
