clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#EDE7F6	#9575CD	#5E35B1	#311B92	#FFF8E1	#000000	#FFB300	#FF6F00	d_purple	amber	l_down	clr2	low	right	#FFC107	#FFD54F	#FFD54F	#FFB300	NA	NA	NA	NA	NA	0	67	67	8	NA	NA	NA	left	0	2.04314798369421	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FFB300	#FF6F00	#FFF8E1	#FFD54F	#039BE5	#01579B	#000000	#4FC3F7	amber	l_blue	l_rand1	clr3	none	right	#E8EAF6	#E1F5FE	#01579B	#E1F5FE	NA	NA	NA	NA	NA	0	68	68	99	NA	NA	NA	right	1	1.88857149595512	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#33691E	#F1F8E9	#7CB342	#AED581	#0D47A1	#E3F2FD	#000000	#64B5F6	l_green	blue	l_rand2	clr3	low	left	#1E88E5	#42A5F5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	69	69	57	NA	NA	NA	right	0	2.72714878180646	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#7CB342	#33691E	#F1F8E9	#AED581	#8E24AA	#000000	#F3E5F5	#BA68C8	l_green	purple	l_rand1	clr2	none	left	#4A148C	#B71C1C	#4A148C	#F3E5F5	NA	NA	NA	NA	NA	0	70	70	92	NA	NA	NA	left	1	1.21941830676398	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#7CB342	#33691E	#F1F8E9	#AED581	#8E24AA	#000000	#F3E5F5	#BA68C8	l_green	purple	l_rand1	clr2	high	left	#4A148C	#6A1B9A	#4A148C	#F3E5F5	NA	NA	NA	NA	NA	0	71	71	22	NA	NA	NA	left	1	1.75624816155411	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FFF3E0	#FFB74D	#FB8C00	#E65100	#FCE4EC	#F06292	#000000	#880E4F	orange	pink	l_down	clr3	low	left	#D81B60	#EC407A	#F06292	#D81B60	NA	NA	NA	NA	NA	0	72	72	15	NA	NA	NA	right	0	1.26406772943097	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#4A148C	#8E24AA	#BA68C8	#F3E5F5	#0D47A1	#000000	#64B5F6	#E3F2FD	purple	blue	l_up	clr2	high	left	#1E88E5	#2196F3	#1E88E5	#64B5F6	NA	NA	NA	NA	NA	0	73	73	60	NA	NA	NA	right	0	1.67308745419024	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	none	right	#F4511E	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	74	74	114	NA	NA	NA	right	1	1.23458536743536	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#F57F17	#FFFDE7	#FDD835	#FFF176	#BF360C	#FBE9E7	#000000	#FF8A65	yellow	d_orange	l_rand2	clr3	high	right	#FF5722	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	75	75	53	NA	NA	NA	right	1	1.25151129732956	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#D81B60	#880E4F	#FCE4EC	#F06292	#FDD835	#F57F17	#000000	#FFF176	pink	yellow	l_rand1	clr3	none	right	#FFF3E0	#FFFDE7	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	76	76	96	NA	NA	NA	right	1	1.93557664865745	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#E65100	#FB8C00	#FFB74D	#FFF3E0	#1A237E	#3949AB	#000000	#E8EAF6	orange	indigo	l_up	clr3	low	right	#3F51B5	#7986CB	#3949AB	#7986CB	NA	NA	NA	NA	NA	0	77	77	79	NA	NA	NA	right	1	0.903774443535367	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#880E4F	#000000	#D81B60	#F06292	amber	pink	l_rand2	clr2	high	left	#FCE4EC	#F8BBD0	#FCE4EC	#D81B60	NA	NA	NA	NA	NA	0	78	78	43	NA	NA	NA	right	0	0.896064223892754	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FCE4EC	#F06292	#D81B60	#880E4F	#FBE9E7	#000000	#F4511E	#BF360C	pink	d_orange	l_down	clr2	none	right	#FFD54F	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	79	79	84	NA	NA	NA	right	1	1.48086789734079	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#E65100	#FB8C00	#FFB74D	#FFF3E0	#0D47A1	#1E88E5	#000000	#E3F2FD	orange	blue	l_up	clr3	none	left	#64B5F6	#4DD0E1	#1E88E5	#64B5F6	NA	NA	NA	NA	NA	0	80	80	117	NA	NA	NA	right	1	1.24489555012318	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#E0F2F1	#4DB6AC	#00897B	#004D40	#FFFDE7	#000000	#FDD835	#F57F17	teal	yellow	l_down	clr2	none	left	#FFF176	#FFB74D	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	81	81	81	NA	NA	NA	left	1	1.23739974250202	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#EFEBE9	#A1887F	#6D4C41	#3E2723	#E8F5E9	#000000	#43A047	#1B5E20	brown	green	l_down	clr2	none	left	#81C784	#4DD0E1	#81C784	#43A047	NA	NA	NA	NA	NA	0	82	82	82	NA	NA	NA	left	1	1.33607018179842	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FFEBEE	#E57373	#E53935	#B71C1C	#FFFDE7	#000000	#FDD835	#F57F17	red	yellow	l_down	clr2	none	left	#FFF176	#AED581	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	83	83	83	NA	NA	NA	right	0	1.73302905624383	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	high	right	#E91E63	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	84	84	64	NA	NA	NA	left	0	2.17719579598284	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#B71C1C	#FFEBEE	#E53935	#E57373	#E65100	#000000	#FB8C00	#FFB74D	red	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	85	85	49	NA	NA	NA	right	1	1.37040380035643	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#4A148C	#000000	#8E24AA	#BA68C8	amber	purple	l_rand2	clr2	none	right	#E8EAF6	#F3E5F5	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	86	86	104	NA	NA	NA	left	0	1.18834192035836	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#1E88E5	#0D47A1	#E3F2FD	#64B5F6	#C0CA33	#827717	#000000	#DCE775	blue	lime	l_rand1	clr3	high	right	#F0F4C3	#F9FBE7	#827717	#F9FBE7	NA	NA	NA	NA	NA	0	87	87	32	NA	NA	NA	right	1	1.66699671558454	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#311B92	#EDE7F6	#5E35B1	#9575CD	#B71C1C	#000000	#E53935	#E57373	d_purple	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	88	88	45	NA	NA	NA	right	1	1.12737584592192	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#3E2723	#EFEBE9	#6D4C41	#A1887F	#0D47A1	#E3F2FD	#000000	#64B5F6	brown	blue	l_rand2	clr3	none	right	#5E35B1	#1E88E5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	89	89	109	NA	NA	NA	left	0	1.9423777382879	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#D81B60	#880E4F	#FCE4EC	#F06292	#FDD835	#F57F17	#000000	#FFF176	pink	yellow	l_rand1	clr3	high	right	#FFF9C4	#FFFDE7	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	90	90	31	NA	NA	NA	right	1	1.82774778905208	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#4A148C	#000000	#8E24AA	#BA68C8	amber	purple	l_rand2	clr2	high	right	#E1BEE7	#F3E5F5	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	91	91	44	NA	NA	NA	right	1	0.701349567858269	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FFFDE7	#FFF176	#FDD835	#F57F17	#E0F7FA	#4DD0E1	#000000	#006064	yellow	cyan	l_down	clr3	high	left	#00ACC1	#00BCD4	#4DD0E1	#00ACC1	NA	NA	NA	NA	NA	0	92	92	11	NA	NA	NA	right	0	2.0775042573025	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#8E24AA	#4A148C	#F3E5F5	#BA68C8	#5E35B1	#000000	#EDE7F6	#9575CD	purple	d_purple	l_rand1	clr2	high	left	#311B92	#4527A0	#311B92	#EDE7F6	NA	NA	NA	NA	NA	0	93	93	20	NA	NA	NA	left	1	2.03709122370579	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#827717	#C0CA33	#DCE775	#F9FBE7	#004D40	#000000	#4DB6AC	#E0F2F1	lime	teal	l_up	clr2	none	right	#039BE5	#00897B	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	94	94	113	NA	NA	NA	right	1	1.88251619244577	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#E8EAF6	#7986CB	#000000	#1A237E	amber	indigo	l_down	clr3	high	right	#3F51B5	#3949AB	#7986CB	#3949AB	NA	NA	NA	NA	NA	0	95	95	13	NA	NA	NA	right	1	2.85556487978553	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#5E35B1	#311B92	#EDE7F6	#9575CD	#6D4C41	#3E2723	#000000	#A1887F	d_purple	brown	l_rand1	clr3	low	left	#EFEBE9	#BCAAA4	#3E2723	#EFEBE9	NA	NA	NA	NA	NA	0	96	96	35	NA	NA	NA	left	1	1.81192322188173	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#B71C1C	#FFEBEE	#E53935	#E57373	#1A237E	#E8EAF6	#000000	#7986CB	red	indigo	l_rand2	clr3	high	right	#303F9F	#3949AB	#E8EAF6	#3949AB	NA	NA	NA	NA	NA	0	97	97	50	NA	NA	NA	right	1	1.73787214104669	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#E8EAF6	#7986CB	#3949AB	#1A237E	#FFF3E0	#FFB74D	#000000	#E65100	indigo	orange	l_down	clr3	high	left	#FB8C00	#FF9800	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	98	98	10	NA	NA	NA	right	1	1.49041579702054	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#006064	#E0F7FA	#00ACC1	#4DD0E1	#311B92	#000000	#5E35B1	#9575CD	cyan	d_purple	l_rand2	clr2	low	right	#B39DDB	#EDE7F6	#EDE7F6	#5E35B1	NA	NA	NA	NA	NA	0	99	99	46	NA	NA	NA	right	1	1.78718556171633	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#F1F8E9	#AED581	#7CB342	#33691E	#FFF3E0	#000000	#FB8C00	#E65100	l_green	orange	l_down	clr2	low	left	#FFB74D	#FFE0B2	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	100	100	7	NA	NA	NA	left	1	2.30470427681343	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FFEBEE	#E57373	#E53935	#B71C1C	#E1F5FE	#000000	#039BE5	#01579B	red	l_blue	l_down	clr2	none	left	#4FC3F7	#7986CB	#4FC3F7	#039BE5	NA	NA	NA	NA	NA	0	101	101	80	NA	NA	NA	right	1	2.07080939354492	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#E1F5FE	#4FC3F7	#039BE5	#01579B	#EDE7F6	#9575CD	#000000	#311B92	l_blue	d_purple	l_down	clr3	low	left	#5E35B1	#7E57C2	#9575CD	#5E35B1	NA	NA	NA	NA	NA	0	102	102	14	NA	NA	NA	left	1	1.20100783936331	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#F57F17	#FFFDE7	#FDD835	#FFF176	#BF360C	#FBE9E7	#000000	#FF8A65	yellow	d_orange	l_rand2	clr3	none	right	#D81B60	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	103	103	108	NA	NA	NA	right	1	1.30632143497816	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FFEBEE	#E57373	#E53935	#B71C1C	#FFFDE7	#000000	#FDD835	#F57F17	red	yellow	l_down	clr2	high	left	#FFF176	#FFEE58	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	104	104	3	NA	NA	NA	left	0	1.08460847757175	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#EFEBE9	#A1887F	#000000	#3E2723	amber	brown	l_down	clr3	low	left	#6D4C41	#8D6E63	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	105	105	17	NA	NA	NA	left	1	1.65785496121855	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#01579B	#039BE5	#4FC3F7	#E1F5FE	#F57F17	#FDD835	#000000	#FFFDE7	l_blue	yellow	l_up	clr3	high	left	#FFF176	#FFEE58	#FDD835	#FFF176	NA	NA	NA	NA	NA	0	106	106	70	NA	NA	NA	left	1	1.70934790056781	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#E53935	#B71C1C	#FFEBEE	#E57373	#7CB342	#000000	#F1F8E9	#AED581	red	l_green	l_rand1	clr2	low	right	#689F38	#33691E	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	107	107	25	NA	NA	NA	left	1	1.78084113089717	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FFEBEE	#E57373	#E53935	#B71C1C	#E1F5FE	#000000	#039BE5	#01579B	red	l_blue	l_down	clr2	high	left	#4FC3F7	#81D4FA	#4FC3F7	#039BE5	NA	NA	NA	NA	NA	0	108	108	0	NA	NA	NA	right	0	1.61439704554738	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#BF360C	#F4511E	#FF8A65	#FBE9E7	#33691E	#7CB342	#000000	#F1F8E9	d_orange	l_green	l_up	clr3	high	right	#C5E1A5	#AED581	#7CB342	#AED581	NA	NA	NA	NA	NA	0	109	109	73	NA	NA	NA	right	1	0.684933716800297	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#BF360C	#FBE9E7	#F4511E	#FF8A65	#B71C1C	#000000	#E53935	#E57373	d_orange	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	110	110	48	NA	NA	NA	right	0	2.04463771624374	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#6D4C41	#3E2723	#EFEBE9	#A1887F	#00ACC1	#000000	#E0F7FA	#4DD0E1	brown	cyan	l_rand1	clr2	low	right	#0097A7	#006064	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	111	111	29	NA	NA	NA	right	1	1.96832072576857	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FBE9E7	#FF8A65	#F4511E	#BF360C	#F3E5F5	#BA68C8	#000000	#4A148C	d_orange	purple	l_down	clr3	low	right	#6A1B9A	#8E24AA	#BA68C8	#8E24AA	NA	NA	NA	NA	NA	0	112	112	19	NA	NA	NA	right	1	1.88687858248478	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#1E88E5	#0D47A1	#E3F2FD	#64B5F6	#C0CA33	#827717	#000000	#DCE775	blue	lime	l_rand1	clr3	none	right	#E8F5E9	#F9FBE7	#827717	#F9FBE7	NA	NA	NA	NA	NA	0	113	113	97	NA	NA	NA	right	1	1.50256882729591	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#FB8C00	#E65100	#FFF3E0	#FFB74D	#FDD835	#000000	#FFFDE7	#FFF176	orange	yellow	l_rand1	clr2	high	left	#F57F17	#F9A825	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	114	114	23	NA	NA	NA	right	0	1.41289180403226	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#E65100	#FFF3E0	#FB8C00	#FFB74D	#004D40	#E0F2F1	#000000	#4DB6AC	orange	teal	l_rand2	clr3	low	left	#00897B	#00695C	#E0F2F1	#00897B	NA	NA	NA	NA	NA	0	115	115	58	NA	NA	NA	right	0	1.21398355580983	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#006064	#00ACC1	#4DD0E1	#E0F7FA	#01579B	#039BE5	#000000	#E1F5FE	cyan	l_blue	l_up	clr3	none	right	#4DB6AC	#4FC3F7	#039BE5	#4FC3F7	NA	NA	NA	NA	NA	0	116	116	118	NA	NA	NA	right	1	1.57704414823907	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#8E24AA	#4A148C	#F3E5F5	#BA68C8	#5E35B1	#000000	#EDE7F6	#9575CD	purple	d_purple	l_rand1	clr2	none	left	#311B92	#880E4F	#311B92	#EDE7F6	NA	NA	NA	NA	NA	0	117	117	90	NA	NA	NA	left	1	1.70737063523266	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#1B5E20	#43A047	#81C784	#E8F5E9	#004D40	#000000	#4DB6AC	#E0F2F1	green	lime	l_up	clr2	high	right	#00796B	#00897B	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	118	118	65	NA	NA	NA	left	0	1.32427125855931	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
#F4511E	#BF360C	#FBE9E7	#FF8A65	#43A047	#1B5E20	#000000	#81C784	d_orange	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	119	119	38	NA	NA	NA	left	1	0.866465538487536	aaf	1	2026-06-01_14h43.31.200	MCT	2023.1.0	60.02374473942527
