clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#3949AB	#1A237E	#E8EAF6	#7986CB	#7CB342	#000000	#F1F8E9	#AED581	indigo	l_green	l_rand1	clr2	none	left	#33691E	#004D40	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	24	24	94	NA	NA	NA	left	1	1.4416354656266	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#EDE7F6	#9575CD	#5E35B1	#311B92	#FFF8E1	#000000	#FFB300	#FF6F00	d_purple	amber	l_down	clr2	low	right	#FFC107	#FFD54F	#FFD54F	#FFB300	NA	NA	NA	NA	NA	0	25	25	8	NA	NA	NA	left	0	3.30864991737064	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#FBE9E7	#FF8A65	#F4511E	#BF360C	#F3E5F5	#BA68C8	#000000	#4A148C	d_orange	purple	l_down	clr3	low	right	#6A1B9A	#8E24AA	#BA68C8	#8E24AA	NA	NA	NA	NA	NA	0	26	26	19	NA	NA	NA	left	0	2.36086912965868	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#33691E	#7CB342	#AED581	#F1F8E9	#880E4F	#000000	#F06292	#FCE4EC	l_green	pink	l_up	clr2	high	left	#D81B60	#E91E63	#D81B60	#F06292	NA	NA	NA	NA	NA	0	27	27	61	NA	NA	NA	right	0	4.53941851589363	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#880E4F	#D81B60	#F06292	#FCE4EC	#B71C1C	#000000	#E57373	#FFEBEE	pink	red	l_up	clr2	low	right	#EF5350	#E53935	#E53935	#E57373	NA	NA	NA	NA	NA	0	28	28	68	NA	NA	NA	left	1	0.740263552139513	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#E0F2F1	#4DB6AC	#00897B	#004D40	#FBE9E7	#000000	#F4511E	#BF360C	lime	d_orange	l_down	clr2	low	right	#FF5722	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	29	29	9	NA	NA	NA	right	1	2.74151211728808	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#880E4F	#FCE4EC	#D81B60	#F06292	#33691E	#000000	#7CB342	#AED581	pink	l_green	l_rand2	clr2	none	left	#F1F8E9	#FFFDE7	#F1F8E9	#7CB342	NA	NA	NA	NA	NA	0	30	30	100	NA	NA	NA	right	0	4.35923316367436	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#D81B60	#880E4F	#FCE4EC	#F06292	#FDD835	#F57F17	#000000	#FFF176	pink	yellow	l_rand1	clr3	none	right	#FFF3E0	#FFFDE7	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	31	31	96	NA	NA	NA	left	0	3.67687309992034	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#EFEBE9	#A1887F	#6D4C41	#3E2723	#E8F5E9	#000000	#43A047	#1B5E20	brown	green	l_down	clr2	high	left	#81C784	#A5D6A7	#81C784	#43A047	NA	NA	NA	NA	NA	0	32	32	2	NA	NA	NA	left	1	2.83977459645364	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#1B5E20	#E8F5E9	#43A047	#81C784	#006064	#000000	#00ACC1	#4DD0E1	green	cyan	l_rand2	clr2	high	left	#E0F7FA	#B2EBF2	#E0F7FA	#00ACC1	NA	NA	NA	NA	NA	0	33	33	42	NA	NA	NA	left	1	1.5234984695958	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#827717	#C0CA33	#DCE775	#F9FBE7	#004D40	#000000	#4DB6AC	#E0F2F1	lime	teal	l_up	clr2	high	right	#009688	#00897B	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	34	34	63	NA	NA	NA	right	1	3.15370154669974	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#43A047	#1B5E20	#E8F5E9	#81C784	#00ACC1	#006064	#000000	#4DD0E1	green	cyan	l_rand1	clr3	low	left	#E0F7FA	#80DEEA	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	35	35	39	NA	NA	NA	right	0	0.809341767732985	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#FB8C00	#E65100	#FFF3E0	#FFB74D	#FDD835	#000000	#FFFDE7	#FFF176	orange	yellow	l_rand1	clr2	none	left	#F57F17	#33691E	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	36	36	93	NA	NA	NA	left	1	1.57998385312501	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#880E4F	#FCE4EC	#D81B60	#F06292	#33691E	#000000	#7CB342	#AED581	pink	l_green	l_rand2	clr2	high	left	#F1F8E9	#DCEDC8	#F1F8E9	#7CB342	NA	NA	NA	NA	NA	0	37	37	40	NA	NA	NA	right	0	0.995757459583692	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#33691E	#7CB342	#AED581	#F1F8E9	#880E4F	#000000	#F06292	#FCE4EC	l_green	pink	l_up	clr2	none	left	#D81B60	#5E35B1	#D81B60	#F06292	NA	NA	NA	NA	NA	0	38	38	111	NA	NA	NA	left	1	1.23395848005544	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#00897B	#004D40	#E0F2F1	#4DB6AC	#3949AB	#1A237E	#000000	#7986CB	lime	indigo	l_rand1	clr3	low	left	#E8EAF6	#9FA8DA	#1A237E	#E8EAF6	NA	NA	NA	NA	NA	0	39	39	37	NA	NA	NA	left	1	0.681646205228753	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#311B92	#EDE7F6	#5E35B1	#9575CD	#B71C1C	#000000	#E53935	#E57373	d_purple	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	40	40	45	NA	NA	NA	right	1	0.762889814949594	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#F57F17	#FDD835	#FFF176	#FFFDE7	#33691E	#7CB342	#000000	#F1F8E9	yellow	l_green	l_up	clr3	low	left	#AED581	#DCEDC8	#7CB342	#AED581	NA	NA	NA	NA	NA	0	41	41	75	NA	NA	NA	left	1	1.43922661219258	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#FFF3E0	#FFB74D	#FB8C00	#E65100	#FCE4EC	#F06292	#000000	#880E4F	orange	pink	l_down	clr3	low	left	#D81B60	#EC407A	#F06292	#D81B60	NA	NA	NA	NA	NA	0	42	42	15	NA	NA	NA	right	0	1.58998007217888	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#FFEBEE	#E57373	#E53935	#B71C1C	#E1F5FE	#000000	#039BE5	#01579B	red	l_blue	l_down	clr2	high	left	#4FC3F7	#81D4FA	#4FC3F7	#039BE5	NA	NA	NA	NA	NA	0	43	43	0	NA	NA	NA	left	1	1.51015008817893	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#E0F2F1	#4DB6AC	#00897B	#004D40	#FFFDE7	#000000	#FDD835	#F57F17	teal	yellow	l_down	clr2	none	left	#FFF176	#FFB74D	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	44	44	81	NA	NA	NA	left	1	2.92643151578028	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#3E2723	#6D4C41	#A1887F	#EFEBE9	#006064	#00ACC1	#000000	#E0F7FA	brown	cyan	l_up	clr3	low	left	#4DD0E1	#B2EBF2	#00ACC1	#4DD0E1	NA	NA	NA	NA	NA	0	45	45	76	NA	NA	NA	left	1	0.982806401192211	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#E8EAF6	#7986CB	#000000	#1A237E	amber	indigo	l_down	clr3	high	right	#3F51B5	#3949AB	#7986CB	#3949AB	NA	NA	NA	NA	NA	0	46	46	13	NA	NA	NA	right	1	1.42438742747996	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#004D40	#E0F2F1	#00897B	#4DB6AC	#E65100	#000000	#FB8C00	#FFB74D	lime	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	47	47	47	NA	NA	NA	right	1	0.737541372529231	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#B71C1C	#FFEBEE	#E53935	#E57373	#1A237E	#E8EAF6	#000000	#7986CB	red	indigo	l_rand2	clr3	high	right	#303F9F	#3949AB	#E8EAF6	#3949AB	NA	NA	NA	NA	NA	0	48	48	50	NA	NA	NA	right	1	1.40239498371724	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#B71C1C	#E53935	#E57373	#FFEBEE	#004D40	#000000	#4DB6AC	#E0F2F1	red	lime	l_up	clr2	low	left	#00897B	#00695C	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	49	49	66	NA	NA	NA	right	0	1.21752655758988	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#1A237E	#E8EAF6	#3949AB	#7986CB	#01579B	#E1F5FE	#000000	#4FC3F7	indigo	l_blue	l_rand2	clr3	none	right	#00897B	#039BE5	#E1F5FE	#039BE5	NA	NA	NA	NA	NA	0	50	50	106	NA	NA	NA	right	1	1.36145025054459	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	none	right	#F4511E	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	51	51	114	NA	NA	NA	right	1	0.872788877454586	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#1E88E5	#0D47A1	#E3F2FD	#64B5F6	#C0CA33	#827717	#000000	#DCE775	blue	lime	l_rand1	clr3	none	right	#E8F5E9	#F9FBE7	#827717	#F9FBE7	NA	NA	NA	NA	NA	0	52	52	97	NA	NA	NA	left	0	1.84393789940048	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#311B92	#5E35B1	#9575CD	#EDE7F6	#1B5E20	#000000	#81C784	#E8F5E9	d_purple	green	l_up	clr2	none	right	#C0CA33	#43A047	#43A047	#81C784	NA	NA	NA	NA	NA	0	53	53	112	NA	NA	NA	left	0	1.13017149373423	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#FFFDE7	#FFF176	#FDD835	#F57F17	#E0F7FA	#4DD0E1	#000000	#006064	yellow	cyan	l_down	clr3	high	left	#00ACC1	#00BCD4	#4DD0E1	#00ACC1	NA	NA	NA	NA	NA	0	54	54	11	NA	NA	NA	left	1	2.19224280943628	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#E8F5E9	#81C784	#43A047	#1B5E20	#FFEBEE	#000000	#E53935	#B71C1C	green	red	l_down	clr2	high	right	#EF9A9A	#E57373	#E57373	#E53935	NA	NA	NA	NA	NA	0	55	55	5	NA	NA	NA	right	1	1.09506763957907	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#7CB342	#33691E	#F1F8E9	#AED581	#8E24AA	#000000	#F3E5F5	#BA68C8	l_green	purple	l_rand1	clr2	none	left	#4A148C	#B71C1C	#4A148C	#F3E5F5	NA	NA	NA	NA	NA	0	56	56	92	NA	NA	NA	left	1	1.62692404528614	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#039BE5	#01579B	#E1F5FE	#4FC3F7	#D81B60	#000000	#FCE4EC	#F06292	l_blue	pink	l_rand1	clr2	none	left	#880E4F	#BF360C	#880E4F	#FCE4EC	NA	NA	NA	NA	NA	0	57	57	91	NA	NA	NA	left	1	0.871964072738774	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#E0F7FA	#4DD0E1	#00ACC1	#006064	#EFEBE9	#A1887F	#000000	#3E2723	cyan	brown	l_down	clr3	low	right	#8D6E63	#6D4C41	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	58	58	18	NA	NA	NA	right	1	1.37898979172576	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#6D4C41	#3E2723	#EFEBE9	#A1887F	#00ACC1	#000000	#E0F7FA	#4DD0E1	brown	cyan	l_rand1	clr2	low	right	#0097A7	#006064	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	59	59	29	NA	NA	NA	left	0	1.57749267487321	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#E8F5E9	#81C784	#43A047	#1B5E20	#FFEBEE	#000000	#E53935	#B71C1C	green	red	l_down	clr2	none	right	#FFB74D	#E57373	#E57373	#E53935	NA	NA	NA	NA	NA	0	60	60	85	NA	NA	NA	right	1	1.20841351267416	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#F3E5F5	#BA68C8	#8E24AA	#4A148C	#FBE9E7	#FFB74D	#000000	#BF360C	purple	d_orange	l_down	clr3	low	left	#F4511E	#D84315	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	61	61	16	NA	NA	NA	right	1	4.08055661838967	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#FCE4EC	#F06292	#D81B60	#880E4F	#FBE9E7	#000000	#F4511E	#BF360C	pink	d_orange	l_down	clr2	none	right	#FFD54F	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	62	62	84	NA	NA	NA	right	1	0.816224805847742	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#B71C1C	#FFEBEE	#E53935	#E57373	#E65100	#000000	#FB8C00	#FFB74D	red	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	63	63	49	NA	NA	NA	left	0	1.24360890605021	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#E65100	#FFF3E0	#FB8C00	#FFB74D	#004D40	#E0F2F1	#000000	#4DB6AC	orange	teal	l_rand2	clr3	low	left	#00897B	#00695C	#E0F2F1	#00897B	NA	NA	NA	NA	NA	0	64	64	58	NA	NA	NA	right	0	0.847367804325186	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#F3E5F5	#BA68C8	#8E24AA	#4A148C	#E0F2F1	#000000	#00897B	#004D40	purple	lime	l_down	clr2	low	left	#4DB6AC	#B2DFDB	#4DB6AC	#00897B	NA	NA	NA	NA	NA	0	65	65	6	NA	NA	NA	left	1	0.714204636891373	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#EFEBE9	#A1887F	#000000	#3E2723	amber	brown	l_down	clr3	low	left	#6D4C41	#8D6E63	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	66	66	17	NA	NA	NA	left	1	2.10104450728279	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#004D40	#E0F2F1	#00897B	#4DB6AC	#3E2723	#EFEBE9	#000000	#A1887F	teal	brown	l_rand2	clr3	high	right	#5D4037	#6D4C41	#EFEBE9	#6D4C41	NA	NA	NA	NA	NA	0	67	67	52	NA	NA	NA	right	1	2.0077792846458	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#E8EAF6	#7986CB	#3949AB	#1A237E	#FFF3E0	#FFB74D	#000000	#E65100	indigo	orange	l_down	clr3	high	left	#FB8C00	#FF9800	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	68	68	10	NA	NA	NA	right	0	1.02304573664907	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	high	right	#E91E63	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	69	69	64	NA	NA	NA	left	0	3.48855649802368	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
#43A047	#1B5E20	#E8F5E9	#81C784	#00897B	#004D40	#000000	#4DB6AC	green	teal	l_rand1	clr3	none	right	#E1F5FE	#E0F2F1	#004D40	#E0F2F1	NA	NA	NA	NA	NA	0	70	70	98	NA	NA	NA	left	0	1.90406884649303	ped	1	2026-03-20_13h38.14.500	MCT	2023.1.0	60.11049526798321
