clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#E0F2F1	#4DB6AC	#00897B	#004D40	#FFFDE7	#000000	#FDD835	#F57F17	teal	yellow	l_down	clr2	high	left	#FFF176	#FFF59D	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	25	25	1	NA	NA	NA	left	1	2.278475100058131	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#EDE7F6	#9575CD	#5E35B1	#311B92	#FFF8E1	#000000	#FFB300	#FF6F00	d_purple	amber	l_down	clr2	low	right	#FFC107	#FFD54F	#FFD54F	#FFB300	NA	NA	NA	NA	NA	0	26	26	8	NA	NA	NA	right	1	1.3484966000542045	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#1E88E5	#0D47A1	#E3F2FD	#64B5F6	#C0CA33	#827717	#000000	#DCE775	blue	lime	l_rand1	clr3	high	right	#F0F4C3	#F9FBE7	#827717	#F9FBE7	NA	NA	NA	NA	NA	0	27	27	32	NA	NA	NA	right	1	1.4616101999999955	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#4A148C	#F3E5F5	#8E24AA	#BA68C8	#827717	#F9FBE7	#000000	#DCE775	purple	lime	l_rand2	clr3	low	left	#C0CA33	#D4E157	#F9FBE7	#C0CA33	NA	NA	NA	NA	NA	0	28	28	55	NA	NA	NA	left	1	1.251238700002432	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#E8EAF6	#7986CB	#3949AB	#1A237E	#FFF3E0	#FFB74D	#000000	#E65100	indigo	orange	l_down	clr3	high	left	#FB8C00	#FF9800	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	29	29	10	NA	NA	NA	right	0	1.9724281000671908	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#EFEBE9	#A1887F	#6D4C41	#3E2723	#E8F5E9	#000000	#43A047	#1B5E20	brown	green	l_down	clr2	high	left	#81C784	#A5D6A7	#81C784	#43A047	NA	NA	NA	NA	NA	0	30	30	2	NA	NA	NA	left	1	0.934554300038144	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#880E4F	#FCE4EC	#D81B60	#F06292	#33691E	#000000	#7CB342	#AED581	pink	l_green	l_rand2	clr2	high	left	#F1F8E9	#DCEDC8	#F1F8E9	#7CB342	NA	NA	NA	NA	NA	0	31	31	40	NA	NA	NA	left	1	1.8866214998997748	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#E53935	#B71C1C	#FFEBEE	#E57373	#7CB342	#000000	#F1F8E9	#AED581	red	l_green	l_rand1	clr2	low	right	#689F38	#33691E	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	32	32	25	NA	NA	NA	right	1	1.0420933000277728	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#01579B	#E1F5FE	#039BE5	#4FC3F7	#FF6F00	#FFF8E1	#000000	#FFD54F	l_blue	amber	l_rand2	clr3	low	left	#FFB300	#FF8F00	#FFF8E1	#FFB300	NA	NA	NA	NA	NA	0	33	33	56	NA	NA	NA	left	1	1.050182900042273	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#FF6F00	#FFB300	#FFD54F	#FFF8E1	#1A237E	#3949AB	#000000	#E8EAF6	amber	indigo	l_up	clr3	low	right	#C5CAE9	#7986CB	#3949AB	#7986CB	NA	NA	NA	NA	NA	0	34	34	78	NA	NA	NA	left	0	1.2926753000356257	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#FDD835	#F57F17	#FFFDE7	#FFF176	#FFB300	#FF6F00	#000000	#FFD54F	yellow	amber	l_rand1	clr3	high	left	#FFF8E1	#FFECB3	#FF6F00	#FFF8E1	NA	NA	NA	NA	NA	0	35	35	30	NA	NA	NA	left	1	1.084395100013353	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#EFEBE9	#A1887F	#000000	#3E2723	amber	brown	l_down	clr3	low	left	#6D4C41	#8D6E63	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	36	36	17	NA	NA	NA	left	1	1.921368099981919	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#039BE5	#01579B	#E1F5FE	#4FC3F7	#D81B60	#000000	#FCE4EC	#F06292	l_blue	pink	l_rand1	clr2	high	left	#880E4F	#AD1457	#880E4F	#FCE4EC	NA	NA	NA	NA	NA	0	37	37	21	NA	NA	NA	right	0	1.855508100008592	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#004D40	#E0F2F1	#00897B	#4DB6AC	#3E2723	#EFEBE9	#000000	#A1887F	teal	brown	l_rand2	clr3	high	right	#5D4037	#6D4C41	#EFEBE9	#6D4C41	NA	NA	NA	NA	NA	0	38	38	52	NA	NA	NA	left	0	2.165634599979967	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#FFEBEE	#E57373	#E53935	#B71C1C	#FFFDE7	#000000	#FDD835	#F57F17	red	yellow	l_down	clr2	high	left	#FFF176	#FFEE58	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	39	39	3	NA	NA	NA	left	1	0.9067395000020042	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#43A047	#1B5E20	#E8F5E9	#81C784	#00ACC1	#006064	#000000	#4DD0E1	green	cyan	l_rand1	clr3	low	left	#E0F7FA	#80DEEA	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	40	40	39	NA	NA	NA	left	1	0.9333003999199718	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#F4511E	#BF360C	#FBE9E7	#FF8A65	#43A047	#1B5E20	#000000	#81C784	d_orange	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	41	41	38	NA	NA	NA	left	1	0.731107100029476	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#3E2723	#6D4C41	#A1887F	#EFEBE9	#006064	#00ACC1	#000000	#E0F7FA	brown	cyan	l_up	clr3	low	left	#4DD0E1	#B2EBF2	#00ACC1	#4DD0E1	NA	NA	NA	NA	NA	0	42	42	76	NA	NA	NA	right	0	1.1912604999961331	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#43A047	#1B5E20	#E8F5E9	#81C784	#00897B	#004D40	#000000	#4DB6AC	green	teal	l_rand1	clr3	high	right	#B2DFDB	#E0F2F1	#004D40	#E0F2F1	NA	NA	NA	NA	NA	0	43	43	33	NA	NA	NA	right	1	1.209165700012818	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#1A237E	#E8EAF6	#3949AB	#7986CB	#01579B	#E1F5FE	#000000	#4FC3F7	indigo	l_blue	l_rand2	clr3	high	right	#03A9F4	#039BE5	#E1F5FE	#039BE5	NA	NA	NA	NA	NA	0	44	44	51	NA	NA	NA	left	0	1.734957700013183	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#1B5E20	#E8F5E9	#43A047	#81C784	#006064	#000000	#00ACC1	#4DD0E1	green	cyan	l_rand2	clr2	high	left	#E0F7FA	#B2EBF2	#E0F7FA	#00ACC1	NA	NA	NA	NA	NA	0	45	45	42	NA	NA	NA	left	1	0.9505545999854804	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#880E4F	#000000	#D81B60	#F06292	amber	pink	l_rand2	clr2	high	left	#FCE4EC	#F8BBD0	#FCE4EC	#D81B60	NA	NA	NA	NA	NA	0	46	46	43	NA	NA	NA	right	0	1.3797816999722272	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#D81B60	#880E4F	#FCE4EC	#F06292	#FDD835	#F57F17	#000000	#FFF176	pink	yellow	l_rand1	clr3	high	right	#FFF9C4	#FFFDE7	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	47	47	31	NA	NA	NA	right	1	1.3992938000010329	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#01579B	#039BE5	#4FC3F7	#E1F5FE	#F57F17	#FDD835	#000000	#FFFDE7	l_blue	yellow	l_up	clr3	high	left	#FFF176	#FFEE58	#FDD835	#FFF176	NA	NA	NA	NA	NA	0	48	48	70	NA	NA	NA	left	1	2.0498216000851244	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#E8EAF6	#7986CB	#000000	#1A237E	amber	indigo	l_down	clr3	high	right	#3F51B5	#3949AB	#7986CB	#3949AB	NA	NA	NA	NA	NA	0	49	49	13	NA	NA	NA	left	0	1.2373406999977306	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#00ACC1	#006064	#E0F7FA	#4DD0E1	#43A047	#1B5E20	#000000	#81C784	cyan	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	50	50	36	NA	NA	NA	left	1	1.7829766999930143	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#004D40	#00897B	#4DB6AC	#E0F2F1	#3E2723	#000000	#A1887F	#EFEBE9	teal	brown	l_up	clr2	low	left	#6D4C41	#4E342E	#6D4C41	#A1887F	NA	NA	NA	NA	NA	0	51	51	67	NA	NA	NA	left	1	1.7508850999874994	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#827717	#C0CA33	#DCE775	#F9FBE7	#004D40	#000000	#4DB6AC	#E0F2F1	lime	teal	l_up	clr2	high	right	#009688	#00897B	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	52	52	63	NA	NA	NA	right	1	1.967224600026384	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#6D4C41	#3E2723	#EFEBE9	#A1887F	#00ACC1	#000000	#E0F7FA	#4DD0E1	brown	cyan	l_rand1	clr2	low	right	#0097A7	#006064	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	53	53	29	NA	NA	NA	left	0	1.363328899955377	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#BF360C	#F4511E	#FF8A65	#FBE9E7	#33691E	#7CB342	#000000	#F1F8E9	d_orange	l_green	l_up	clr3	high	right	#C5E1A5	#AED581	#7CB342	#AED581	NA	NA	NA	NA	NA	0	54	54	73	NA	NA	NA	left	0	1.2023649000329897	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#4A148C	#000000	#8E24AA	#BA68C8	amber	purple	l_rand2	clr2	high	right	#E1BEE7	#F3E5F5	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	55	55	44	NA	NA	NA	right	1	1.36886000004597	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#F57F17	#FDD835	#FFF176	#FFFDE7	#33691E	#7CB342	#000000	#F1F8E9	yellow	l_green	l_up	clr3	low	left	#AED581	#DCEDC8	#7CB342	#AED581	NA	NA	NA	NA	NA	0	56	56	75	NA	NA	NA	left	1	1.9486779000144452	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#33691E	#F1F8E9	#7CB342	#AED581	#0D47A1	#E3F2FD	#000000	#64B5F6	l_green	blue	l_rand2	clr3	low	left	#1E88E5	#42A5F5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	57	57	57	NA	NA	NA	right	0	1.1829650999279693	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#0D47A1	#E3F2FD	#1E88E5	#64B5F6	#4A148C	#000000	#8E24AA	#BA68C8	blue	purple	l_rand2	clr2	high	left	#F3E5F5	#E1BEE7	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	58	58	41	NA	NA	NA	left	1	1.7348774999845773	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#FFFDE7	#FFF176	#FDD835	#F57F17	#E0F7FA	#4DD0E1	#000000	#006064	yellow	cyan	l_down	clr3	high	left	#00ACC1	#00BCD4	#4DD0E1	#00ACC1	NA	NA	NA	NA	NA	0	59	59	11	NA	NA	NA	left	1	1.7355109000345692	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#F57F17	#FFFDE7	#FDD835	#FFF176	#BF360C	#FBE9E7	#000000	#FF8A65	yellow	d_orange	l_rand2	clr3	high	right	#FF5722	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	60	60	53	NA	NA	NA	left	0	1.4309528999729082	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#B71C1C	#E53935	#E57373	#FFEBEE	#004D40	#000000	#4DB6AC	#E0F2F1	red	lime	l_up	clr2	low	left	#00897B	#00695C	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	61	61	66	NA	NA	NA	left	1	1.2172847999027	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#FCE4EC	#F06292	#D81B60	#880E4F	#FBE9E7	#000000	#F4511E	#BF360C	pink	d_orange	l_down	clr2	high	right	#FFAB91	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	62	62	4	NA	NA	NA	right	1	1.6959804000798613	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#004D40	#E0F2F1	#00897B	#4DB6AC	#BF360C	#FBE9E7	#000000	#FF8A65	teal	d_orange	l_rand2	clr3	low	right	#D84315	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	63	63	59	NA	NA	NA	right	1	2.038413399946876	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#3949AB	#1A237E	#E8EAF6	#7986CB	#7CB342	#000000	#F1F8E9	#AED581	indigo	l_green	l_rand1	clr2	high	left	#33691E	#558B2F	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	64	64	24	NA	NA	NA	left	1	1.6813552000094203	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#1A237E	#3949AB	#7986CB	#E8EAF6	#311B92	#5E35B1	#000000	#EDE7F6	indigo	d_purple	l_up	clr3	low	left	#9575CD	#673AB7	#5E35B1	#9575CD	NA	NA	NA	NA	NA	0	65	65	74	NA	NA	NA	left	1	1.778558799996972	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#1B5E20	#43A047	#81C784	#E8F5E9	#4A148C	#000000	#BA68C8	#F3E5F5	green	purple	l_up	clr2	low	right	#6A1B9A	#8E24AA	#8E24AA	#BA68C8	NA	NA	NA	NA	NA	0	66	66	69	NA	NA	NA	right	1	1.3003124999813735	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#E8F5E9	#81C784	#43A047	#1B5E20	#FFEBEE	#000000	#E53935	#B71C1C	green	red	l_down	clr2	high	right	#EF9A9A	#E57373	#E57373	#E53935	NA	NA	NA	NA	NA	0	67	67	5	NA	NA	NA	left	0	1.8299525999464097	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#F3E5F5	#BA68C8	#8E24AA	#4A148C	#FBE9E7	#FFB74D	#000000	#BF360C	purple	d_orange	l_down	clr3	low	left	#F4511E	#D84315	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	68	68	16	NA	NA	NA	left	1	1.160083799972199	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
#F3E5F5	#BA68C8	#8E24AA	#4A148C	#E0F2F1	#000000	#00897B	#004D40	purple	lime	l_down	clr2	low	left	#4DB6AC	#B2DFDB	#4DB6AC	#00897B	NA	NA	NA	NA	NA	0	69	69	6	NA	NA	NA	right	0	3.758802399970591	cio	1	2026-02-13_13h13.53.160	MCT	2023.1.0	60.00232805217413
