clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#E65100	#FFF3E0	#FB8C00	#FFB74D	#004D40	#E0F2F1	#000000	#4DB6AC	orange	teal	l_rand2	clr3	low	left	#00897B	#00695C	#E0F2F1	#00897B	NA	NA	NA	NA	NA	0	6	6	58	NA	NA	NA	left	1	0.595944670808967	aad	1	2026-06-01_15h42.29.283	MCT	2023.1.0	60.13062779045863
#1E88E5	#0D47A1	#E3F2FD	#64B5F6	#C0CA33	#827717	#000000	#DCE775	blue	lime	l_rand1	clr3	high	right	#F0F4C3	#F9FBE7	#827717	#F9FBE7	NA	NA	NA	NA	NA	0	7	7	32	NA	NA	NA	left	0	0.590374791494105	aad	1	2026-06-01_15h42.29.284	MCT	2023.1.0	60.13062779045863
#004D40	#00897B	#4DB6AC	#E0F2F1	#3E2723	#000000	#A1887F	#EFEBE9	teal	brown	l_up	clr2	low	left	#6D4C41	#4E342E	#6D4C41	#A1887F	NA	NA	NA	NA	NA	0	8	8	67	NA	NA	NA	left	1	1.17232193237869	aad	1	2026-06-01_15h42.29.285	MCT	2023.1.0	60.13062779045863
#3E2723	#6D4C41	#A1887F	#EFEBE9	#006064	#00ACC1	#000000	#E0F7FA	brown	cyan	l_up	clr3	low	left	#4DD0E1	#B2EBF2	#00ACC1	#4DD0E1	NA	NA	NA	NA	NA	0	9	9	76	NA	NA	NA	left	1	0.396862451278139	aad	1	2026-06-01_15h42.29.286	MCT	2023.1.0	60.13062779045863
#FCE4EC	#F06292	#D81B60	#880E4F	#FBE9E7	#000000	#F4511E	#BF360C	pink	d_orange	l_down	clr2	none	right	#FFD54F	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	10	10	84	NA	NA	NA	right	1	0.174956111924257	aad	1	2026-06-01_15h42.29.287	MCT	2023.1.0	60.13062779045863
#7CB342	#33691E	#F1F8E9	#AED581	#8E24AA	#000000	#F3E5F5	#BA68C8	l_green	purple	l_rand1	clr2	none	left	#4A148C	#B71C1C	#4A148C	#F3E5F5	NA	NA	NA	NA	NA	0	11	11	92	NA	NA	NA	left	1	0.957720211113337	aad	1	2026-06-01_15h42.29.288	MCT	2023.1.0	60.13062779045863
#880E4F	#FCE4EC	#D81B60	#F06292	#33691E	#000000	#7CB342	#AED581	pink	l_green	l_rand2	clr2	none	left	#F1F8E9	#FFFDE7	#F1F8E9	#7CB342	NA	NA	NA	NA	NA	0	12	12	100	NA	NA	NA	right	0	0.142545024806168	aad	1	2026-06-01_15h42.29.289	MCT	2023.1.0	60.13062779045863
#33691E	#7CB342	#AED581	#F1F8E9	#880E4F	#000000	#F06292	#FCE4EC	l_green	pink	l_up	clr2	high	left	#D81B60	#E91E63	#D81B60	#F06292	NA	NA	NA	NA	NA	0	13	13	61	NA	NA	NA	left	1	0.704421876056586	aad	1	2026-06-01_15h42.29.290	MCT	2023.1.0	60.13062779045863
#F4511E	#BF360C	#FBE9E7	#FF8A65	#43A047	#1B5E20	#000000	#81C784	d_orange	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	14	14	38	NA	NA	NA	left	1	0.50525014459854	aad	1	2026-06-01_15h42.29.291	MCT	2023.1.0	60.13062779045863
#FFB300	#FF6F00	#FFF8E1	#FFD54F	#039BE5	#01579B	#000000	#4FC3F7	amber	l_blue	l_rand1	clr3	none	right	#E8EAF6	#E1F5FE	#01579B	#E1F5FE	NA	NA	NA	NA	NA	0	15	15	99	NA	NA	NA	right	1	1.77578724353807	aad	1	2026-06-01_15h42.29.292	MCT	2023.1.0	60.13062779045863
#F57F17	#FFFDE7	#FDD835	#FFF176	#BF360C	#FBE9E7	#000000	#FF8A65	yellow	d_orange	l_rand2	clr3	none	right	#D81B60	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	16	16	108	NA	NA	NA	right	1	0.194588996551465	aad	1	2026-06-01_15h42.29.293	MCT	2023.1.0	60.13062779045863
#880E4F	#D81B60	#F06292	#FCE4EC	#B71C1C	#000000	#E57373	#FFEBEE	pink	red	l_up	clr2	low	right	#EF5350	#E53935	#E53935	#E57373	NA	NA	NA	NA	NA	0	17	17	68	NA	NA	NA	right	1	0.59935924889287	aad	1	2026-06-01_15h42.29.294	MCT	2023.1.0	60.13062779045863
#006064	#00ACC1	#4DD0E1	#E0F7FA	#01579B	#039BE5	#000000	#E1F5FE	cyan	l_blue	l_up	clr3	high	right	#81D4FA	#4FC3F7	#039BE5	#4FC3F7	NA	NA	NA	NA	NA	0	18	18	72	NA	NA	NA	left	0	0.890208229573909	aad	1	2026-06-01_15h42.29.295	MCT	2023.1.0	60.13062779045863
#E8F5E9	#81C784	#43A047	#1B5E20	#FFEBEE	#000000	#E53935	#B71C1C	green	red	l_down	clr2	none	right	#FFB74D	#E57373	#E57373	#E53935	NA	NA	NA	NA	NA	0	19	19	85	NA	NA	NA	right	1	0.491639336163644	aad	1	2026-06-01_15h42.29.296	MCT	2023.1.0	60.13062779045863
#E1F5FE	#4FC3F7	#039BE5	#01579B	#EDE7F6	#9575CD	#000000	#311B92	l_blue	d_purple	l_down	clr3	low	left	#5E35B1	#7E57C2	#9575CD	#5E35B1	NA	NA	NA	NA	NA	0	20	20	14	NA	NA	NA	right	0	1.41216916531557	aad	1	2026-06-01_15h42.29.297	MCT	2023.1.0	60.13062779045863
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#E8EAF6	#7986CB	#000000	#1A237E	amber	indigo	l_down	clr3	none	right	#039BE5	#3949AB	#7986CB	#3949AB	NA	NA	NA	NA	NA	0	21	21	89	NA	NA	NA	right	1	0.784539478190709	aad	1	2026-06-01_15h42.29.298	MCT	2023.1.0	60.13062779045863
#00897B	#004D40	#E0F2F1	#4DB6AC	#FFB300	#000000	#FFF8E1	#FFD54F	teal	amber	l_rand1	clr2	low	right	#FFA000	#FF6F00	#FF6F00	#FFF8E1	NA	NA	NA	NA	NA	0	22	22	27	NA	NA	NA	left	0	0.32905108347768	aad	1	2026-06-01_15h42.29.299	MCT	2023.1.0	60.13062779045863
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	none	right	#F4511E	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	23	23	114	NA	NA	NA	right	1	0.369113723409828	aad	1	2026-06-01_15h42.29.300	MCT	2023.1.0	60.13062779045863
#01579B	#039BE5	#4FC3F7	#E1F5FE	#F57F17	#FDD835	#000000	#FFFDE7	l_blue	yellow	l_up	clr3	high	left	#FFF176	#FFEE58	#FDD835	#FFF176	NA	NA	NA	NA	NA	0	24	24	70	NA	NA	NA	left	1	0.611925274378155	aad	1	2026-06-01_15h42.29.301	MCT	2023.1.0	60.13062779045863
#B71C1C	#FFEBEE	#E53935	#E57373	#E65100	#000000	#FB8C00	#FFB74D	red	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	25	25	49	NA	NA	NA	left	0	1.2903616768308	aad	1	2026-06-01_15h42.29.302	MCT	2023.1.0	60.13062779045863
#BF360C	#F4511E	#FF8A65	#FBE9E7	#33691E	#7CB342	#000000	#F1F8E9	d_orange	l_green	l_up	clr3	high	right	#C5E1A5	#AED581	#7CB342	#AED581	NA	NA	NA	NA	NA	0	26	26	73	NA	NA	NA	right	1	0.348263167391997	aad	1	2026-06-01_15h42.29.303	MCT	2023.1.0	60.13062779045863
#E65100	#FB8C00	#FFB74D	#FFF3E0	#0D47A1	#1E88E5	#000000	#E3F2FD	orange	blue	l_up	clr3	high	left	#64B5F6	#42A5F5	#1E88E5	#64B5F6	NA	NA	NA	NA	NA	0	27	27	71	NA	NA	NA	left	1	1.10347758623539	aad	1	2026-06-01_15h42.29.304	MCT	2023.1.0	60.13062779045863
#006064	#00ACC1	#4DD0E1	#E0F7FA	#01579B	#039BE5	#000000	#E1F5FE	cyan	l_blue	l_up	clr3	none	right	#4DB6AC	#4FC3F7	#039BE5	#4FC3F7	NA	NA	NA	NA	NA	0	28	28	118	NA	NA	NA	right	1	0.721455695654731	aad	1	2026-06-01_15h42.29.305	MCT	2023.1.0	60.13062779045863
#B71C1C	#FFEBEE	#E53935	#E57373	#1A237E	#E8EAF6	#000000	#7986CB	red	indigo	l_rand2	clr3	none	right	#8E24AA	#3949AB	#E8EAF6	#3949AB	NA	NA	NA	NA	NA	0	29	29	105	NA	NA	NA	right	1	0.556761515175458	aad	1	2026-06-01_15h42.29.306	MCT	2023.1.0	60.13062779045863
#FB8C00	#E65100	#FFF3E0	#FFB74D	#FDD835	#000000	#FFFDE7	#FFF176	orange	yellow	l_rand1	clr2	high	left	#F57F17	#F9A825	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	30	30	23	NA	NA	NA	right	0	0.836611904052552	aad	1	2026-06-01_15h42.29.307	MCT	2023.1.0	60.13062779045863
#1B5E20	#43A047	#81C784	#E8F5E9	#004D40	#000000	#4DB6AC	#E0F2F1	green	lime	l_up	clr2	high	right	#00796B	#00897B	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	31	31	65	NA	NA	NA	left	0	1.67410762173822	aad	1	2026-06-01_15h42.29.308	MCT	2023.1.0	60.13062779045863
#6D4C41	#3E2723	#EFEBE9	#A1887F	#00ACC1	#000000	#E0F7FA	#4DD0E1	brown	cyan	l_rand1	clr2	low	right	#0097A7	#006064	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	32	32	29	NA	NA	NA	right	1	0.936291305872146	aad	1	2026-06-01_15h42.29.309	MCT	2023.1.0	60.13062779045863
#8E24AA	#4A148C	#F3E5F5	#BA68C8	#5E35B1	#000000	#EDE7F6	#9575CD	purple	d_purple	l_rand1	clr2	high	left	#311B92	#4527A0	#311B92	#EDE7F6	NA	NA	NA	NA	NA	0	33	33	20	NA	NA	NA	right	0	0.885951037716586	aad	1	2026-06-01_15h42.29.310	MCT	2023.1.0	60.13062779045863
#D81B60	#880E4F	#FCE4EC	#F06292	#FDD835	#F57F17	#000000	#FFF176	pink	yellow	l_rand1	clr3	none	right	#FFF3E0	#FFFDE7	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	34	34	96	NA	NA	NA	left	0	1.18012111481512	aad	1	2026-06-01_15h42.29.311	MCT	2023.1.0	60.13062779045863
#FF6F00	#FFB300	#FFD54F	#FFF8E1	#1A237E	#3949AB	#000000	#E8EAF6	amber	indigo	l_up	clr3	low	right	#C5CAE9	#7986CB	#3949AB	#7986CB	NA	NA	NA	NA	NA	0	35	35	78	NA	NA	NA	right	1	0.889254682755564	aad	1	2026-06-01_15h42.29.312	MCT	2023.1.0	60.13062779045863
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#4A148C	#000000	#8E24AA	#BA68C8	amber	purple	l_rand2	clr2	none	right	#E8EAF6	#F3E5F5	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	36	36	104	NA	NA	NA	right	1	0.241505079937633	aad	1	2026-06-01_15h42.29.313	MCT	2023.1.0	60.13062779045863
#BF360C	#FBE9E7	#F4511E	#FF8A65	#B71C1C	#000000	#E53935	#E57373	d_orange	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	37	37	48	NA	NA	NA	left	0	0.753970835811924	aad	1	2026-06-01_15h42.29.314	MCT	2023.1.0	60.13062779045863
#004D40	#E0F2F1	#00897B	#4DB6AC	#E65100	#000000	#FB8C00	#FFB74D	lime	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	38	38	47	NA	NA	NA	right	1	0.576065055828076	aad	1	2026-06-01_15h42.29.315	MCT	2023.1.0	60.13062779045863
#E3F2FD	#64B5F6	#1E88E5	#0D47A1	#E0F2F1	#4DB6AC	#000000	#004D40	blue	teal	l_down	clr3	high	right	#00796B	#00897B	#4DB6AC	#00897B	NA	NA	NA	NA	NA	0	39	39	12	NA	NA	NA	left	1	0.9432578197564	aad	1	2026-06-01_15h42.29.316	MCT	2023.1.0	60.13062779045863
#3E2723	#EFEBE9	#6D4C41	#A1887F	#0D47A1	#E3F2FD	#000000	#64B5F6	brown	blue	l_rand2	clr3	high	right	#2196F3	#1E88E5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	40	40	54	NA	NA	NA	right	1	0.743526594887953	aad	1	2026-06-01_15h42.29.317	MCT	2023.1.0	60.13062779045863
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#E8EAF6	#7986CB	#000000	#1A237E	amber	indigo	l_down	clr3	high	right	#3F51B5	#3949AB	#7986CB	#3949AB	NA	NA	NA	NA	NA	0	41	41	13	NA	NA	NA	right	1	2.16289845878491	aad	1	2026-06-01_15h42.29.318	MCT	2023.1.0	60.13062779045863
#311B92	#5E35B1	#9575CD	#EDE7F6	#1B5E20	#000000	#81C784	#E8F5E9	d_purple	green	l_up	clr2	high	right	#4CAF50	#43A047	#43A047	#81C784	NA	NA	NA	NA	NA	0	42	42	62	NA	NA	NA	right	1	1.02444296478061	aad	1	2026-06-01_15h42.29.319	MCT	2023.1.0	60.13062779045863
#00897B	#004D40	#E0F2F1	#4DB6AC	#3949AB	#1A237E	#000000	#7986CB	lime	indigo	l_rand1	clr3	low	left	#E8EAF6	#9FA8DA	#1A237E	#E8EAF6	NA	NA	NA	NA	NA	0	43	43	37	NA	NA	NA	left	1	0.441609959199559	aad	1	2026-06-01_15h42.29.320	MCT	2023.1.0	60.13062779045863
#311B92	#EDE7F6	#5E35B1	#9575CD	#B71C1C	#000000	#E53935	#E57373	d_purple	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	44	44	45	NA	NA	NA	right	1	0.645605038420763	aad	1	2026-06-01_15h42.29.321	MCT	2023.1.0	60.13062779045863
#3949AB	#1A237E	#E8EAF6	#7986CB	#7CB342	#000000	#F1F8E9	#AED581	indigo	l_green	l_rand1	clr2	high	left	#33691E	#558B2F	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	45	45	24	NA	NA	NA	left	1	0.813722405943554	aad	1	2026-06-01_15h42.29.322	MCT	2023.1.0	60.13062779045863
#E0F2F1	#4DB6AC	#00897B	#004D40	#FFFDE7	#000000	#FDD835	#F57F17	teal	yellow	l_down	clr2	high	left	#FFF176	#FFF59D	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	46	46	1	NA	NA	NA	left	1	0.851602989982348	aad	1	2026-06-01_15h42.29.323	MCT	2023.1.0	60.13062779045863
#004D40	#E0F2F1	#00897B	#4DB6AC	#3E2723	#EFEBE9	#000000	#A1887F	teal	brown	l_rand2	clr3	none	right	#FB8C00	#6D4C41	#EFEBE9	#6D4C41	NA	NA	NA	NA	NA	0	47	47	107	NA	NA	NA	right	1	0.718533376639243	aad	1	2026-06-01_15h42.29.324	MCT	2023.1.0	60.13062779045863
#E8F5E9	#81C784	#43A047	#1B5E20	#FFEBEE	#000000	#E53935	#B71C1C	green	red	l_down	clr2	high	right	#EF9A9A	#E57373	#E57373	#E53935	NA	NA	NA	NA	NA	0	48	48	5	NA	NA	NA	right	1	0.661883875459898	aad	1	2026-06-01_15h42.29.325	MCT	2023.1.0	60.13062779045863
#FFF3E0	#FFB74D	#FB8C00	#E65100	#FCE4EC	#F06292	#000000	#880E4F	orange	pink	l_down	clr3	low	left	#D81B60	#EC407A	#F06292	#D81B60	NA	NA	NA	NA	NA	0	49	49	15	NA	NA	NA	left	1	0.347065186139662	aad	1	2026-06-01_15h42.29.326	MCT	2023.1.0	60.13062779045863
#E0F2F1	#4DB6AC	#00897B	#004D40	#FFFDE7	#000000	#FDD835	#F57F17	teal	yellow	l_down	clr2	none	left	#FFF176	#FFB74D	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	50	50	81	NA	NA	NA	right	0	1.05545468589989	aad	1	2026-06-01_15h42.29.327	MCT	2023.1.0	60.13062779045863
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#4A148C	#000000	#8E24AA	#BA68C8	amber	purple	l_rand2	clr2	high	right	#E1BEE7	#F3E5F5	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	51	51	44	NA	NA	NA	left	0	0.502800246619154	aad	1	2026-06-01_15h42.29.328	MCT	2023.1.0	60.13062779045863
#E0F2F1	#4DB6AC	#00897B	#004D40	#FBE9E7	#000000	#F4511E	#BF360C	lime	d_orange	l_down	clr2	low	right	#FF5722	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	52	52	9	NA	NA	NA	left	0	0.64937879309291	aad	1	2026-06-01_15h42.29.329	MCT	2023.1.0	60.13062779045863
#5E35B1	#311B92	#EDE7F6	#9575CD	#6D4C41	#3E2723	#000000	#A1887F	d_purple	brown	l_rand1	clr3	low	left	#EFEBE9	#BCAAA4	#3E2723	#EFEBE9	NA	NA	NA	NA	NA	0	53	53	35	NA	NA	NA	right	0	1.54176541870693	aad	1	2026-06-01_15h42.29.330	MCT	2023.1.0	60.13062779045863
#F57F17	#FDD835	#FFF176	#FFFDE7	#33691E	#7CB342	#000000	#F1F8E9	yellow	l_green	l_up	clr3	low	left	#AED581	#DCEDC8	#7CB342	#AED581	NA	NA	NA	NA	NA	0	54	54	75	NA	NA	NA	left	1	1.34269669371424	aad	1	2026-06-01_15h42.29.331	MCT	2023.1.0	60.13062779045863
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#880E4F	#000000	#D81B60	#F06292	amber	pink	l_rand2	clr2	high	left	#FCE4EC	#F8BBD0	#FCE4EC	#D81B60	NA	NA	NA	NA	NA	0	55	55	43	NA	NA	NA	right	0	0.801851934811566	aad	1	2026-06-01_15h42.29.332	MCT	2023.1.0	60.13062779045863
#4A148C	#8E24AA	#BA68C8	#F3E5F5	#0D47A1	#000000	#64B5F6	#E3F2FD	purple	blue	l_up	clr2	none	left	#1E88E5	#00ACC1	#1E88E5	#64B5F6	NA	NA	NA	NA	NA	0	56	56	110	NA	NA	NA	left	1	1.89981814125786	aad	1	2026-06-01_15h42.29.333	MCT	2023.1.0	60.13062779045863
#E0F7FA	#4DD0E1	#00ACC1	#006064	#EFEBE9	#A1887F	#000000	#3E2723	cyan	brown	l_down	clr3	low	right	#8D6E63	#6D4C41	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	57	57	18	NA	NA	NA	right	1	1.04801823318703	aad	1	2026-06-01_15h42.29.334	MCT	2023.1.0	60.13062779045863
#01579B	#E1F5FE	#039BE5	#4FC3F7	#FF6F00	#FFF8E1	#000000	#FFD54F	l_blue	amber	l_rand2	clr3	low	left	#FFB300	#FF8F00	#FFF8E1	#FFB300	NA	NA	NA	NA	NA	0	58	58	56	NA	NA	NA	left	1	1.00111947898986	aad	1	2026-06-01_15h42.29.335	MCT	2023.1.0	60.13062779045863
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	high	right	#E91E63	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	59	59	64	NA	NA	NA	left	0	0.633600589388516	aad	1	2026-06-01_15h42.29.336	MCT	2023.1.0	60.13062779045863
#33691E	#7CB342	#AED581	#F1F8E9	#880E4F	#000000	#F06292	#FCE4EC	l_green	pink	l_up	clr2	none	left	#D81B60	#5E35B1	#D81B60	#F06292	NA	NA	NA	NA	NA	0	60	60	111	NA	NA	NA	left	1	0.876169240556192	aad	1	2026-06-01_15h42.29.337	MCT	2023.1.0	60.13062779045863
#3949AB	#1A237E	#E8EAF6	#7986CB	#7CB342	#000000	#F1F8E9	#AED581	indigo	l_green	l_rand1	clr2	none	left	#33691E	#004D40	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	61	61	94	NA	NA	NA	left	0	0.844978558679577	aad	1	2026-06-01_15h42.29.338	MCT	2023.1.0	60.13062779045863
#039BE5	#01579B	#E1F5FE	#4FC3F7	#D81B60	#000000	#FCE4EC	#F06292	l_blue	pink	l_rand1	clr2	high	left	#880E4F	#AD1457	#880E4F	#FCE4EC	NA	NA	NA	NA	NA	0	62	62	21	NA	NA	NA	left	0	1.28332051591715	aad	1	2026-06-01_15h42.29.339	MCT	2023.1.0	60.13062779045863
#F1F8E9	#AED581	#7CB342	#33691E	#FFF3E0	#000000	#FB8C00	#E65100	l_green	orange	l_down	clr2	low	left	#FFB74D	#FFE0B2	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	63	63	7	NA	NA	NA	left	0	0.801121062983293	aad	1	2026-06-01_15h42.29.340	MCT	2023.1.0	60.13062779045863
#33691E	#F1F8E9	#7CB342	#AED581	#0D47A1	#E3F2FD	#000000	#64B5F6	l_green	blue	l_rand2	clr3	low	left	#1E88E5	#42A5F5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	64	64	57	NA	NA	NA	left	0	0.900935096398462	aad	1	2026-06-01_15h42.29.341	MCT	2023.1.0	60.13062779045863
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#EFEBE9	#A1887F	#000000	#3E2723	amber	brown	l_down	clr3	low	left	#6D4C41	#8D6E63	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	65	65	17	NA	NA	NA	left	1	0.474388005782384	aad	1	2026-06-01_15h42.29.342	MCT	2023.1.0	60.13062779045863
#FFEBEE	#E57373	#E53935	#B71C1C	#E1F5FE	#000000	#039BE5	#01579B	red	l_blue	l_down	clr2	high	left	#4FC3F7	#81D4FA	#4FC3F7	#039BE5	NA	NA	NA	NA	NA	0	66	66	0	NA	NA	NA	left	1	1.06758694829186	aad	1	2026-06-01_15h42.29.343	MCT	2023.1.0	60.13062779045863
#7CB342	#33691E	#F1F8E9	#AED581	#8E24AA	#000000	#F3E5F5	#BA68C8	l_green	purple	l_rand1	clr2	high	left	#4A148C	#6A1B9A	#4A148C	#F3E5F5	NA	NA	NA	NA	NA	0	67	67	22	NA	NA	NA	right	1	0.620487090048846	aad	1	2026-06-01_15h42.29.344	MCT	2023.1.0	60.13062779045863
#FFEBEE	#E57373	#E53935	#B71C1C	#FFFDE7	#000000	#FDD835	#F57F17	red	yellow	l_down	clr2	none	left	#FFF176	#AED581	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	68	68	83	NA	NA	NA	left	0	0.927863233361859	aad	1	2026-06-01_15h42.29.345	MCT	2023.1.0	60.13062779045863
#FFEBEE	#E57373	#E53935	#B71C1C	#E1F5FE	#000000	#039BE5	#01579B	red	l_blue	l_down	clr2	none	left	#4FC3F7	#7986CB	#4FC3F7	#039BE5	NA	NA	NA	NA	NA	0	69	69	80	NA	NA	NA	right	0	0.656045205343981	aad	1	2026-06-01_15h42.29.346	MCT	2023.1.0	60.13062779045863
#FFEBEE	#E57373	#E53935	#B71C1C	#FFFDE7	#000000	#FDD835	#F57F17	red	yellow	l_down	clr2	high	left	#FFF176	#FFEE58	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	70	70	3	NA	NA	NA	left	1	0.951517014962156	aad	1	2026-06-01_15h42.29.347	MCT	2023.1.0	60.13062779045863
