training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	arsal_train.thisRepN	arsal_train.thisTrialN	arsal_train.thisN	arsal_train.thisIndex	arsal_s2.thisRepN	arsal_s2.thisTrialN	arsal_s2.thisN	arsal_s2.thisIndex	arsal_s3.thisRepN	arsal_s3.thisTrialN	arsal_s3.thisN	arsal_s3.thisIndex	arsal_s4.thisRepN	arsal_s4.thisTrialN	arsal_s4.thisN	arsal_s4.thisIndex	blank.started	blank.stopped	matrix_resp.started	sequence	repeat_idx	matrix_resp.keys	matrix_resp.rt	trainconf.keys	trainconf.rt	matrix_resp_2.started	matrix_resp_2.keys	matrix_resp_2.rt	matrix_resp_3.started	matrix_resp_3.keys	matrix_resp_3.rt	byebye_text.started	participant	session	date	expName	psychopyVersion	frameRate	...43
0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.9362403000705	114.48662930028512	114.48662930028512	[[(1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (-1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, 1, -1)], [(1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, 1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, 1)], [(-1, -1, 1), (1, 1, -1), (-1, -1, 1), (1, 1, -1), (-1, 1, -1), (1, 1, -1), (-1, 1, -1), (1, 1, -1), (1, -1, -1)], [(1, -1, -1), (1, -1, -1), (1, -0.2, -1), (-1, -1, 1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, -1), (1, -1, -1)], [(-1, -1, 1), (-1, -1, 1), (1, -0.2, -1), (-1, -1, 1), (-1, -1, 1), (1, -0.2, -1), (-1, 1, -1), (1, -1, -1), (1, -1, -1)], [(1, 1, -1), (1, 1, -1), (1, -0.2, -1), (-1, -1, 1), (1, 1, -1), (1, 1, -1), (-1, 1, -1), (1, 1, -1), (-1, 1, -1)], [(-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, -1), (-1, -1, 1), (1, -1, -1), (1, -1, -1), (-1, -1, 1), (1, -0.2, -1)], [(1, -1, -1), (1, -1, -1), (1, -0.2, -1), (-1, -1, 1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, -1), (1, -1, -1)]]	3	['left', 'left', 'left']	[5.027272599749267, 11.214197999797761, 18.946870499756187]	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	138.4660578002222	NA	NA	NA	NA	NA	NA	['y']	[2.887454899959266]	NA	NA	NA	NA	NA	NA	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	156.39713870035484	156.93024699995294	156.93024699995294	[[(1, -1, -1), (1, -1, -1), (1, -0.2, -1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1)], [(1, 1, -1), (1, -1, 1), (1, -1, 1), (1, 1, -1), (1, -1, 1), (1, 1, -1), (1, 1, -1), (1, -1, 1), (1, 1, -1)], [(1, 1, -1), (-1, -1, 1), (1, 1, -1), (1, 1, -1), (1, 1, -1), (-1, -1, 1), (1, 1, -1), (1, -1, -1), (1, 1, -1)], [(1, -1, 1), (1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -0.2, -1), (-1, -1, 1), (1, -0.2, -1), (1, -1, 1), (-1, 1, -1)], [(1, -1, 1), (-1, -1, 1), (-1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, -1, -1), (1, -1, 1), (-1, -1, 1), (1, -1, -1)], [(1, -1, -1), (-1, 1, -1), (-1, 1, -1), (-1, -1, 1), (-1, 1, -1), (-1, -1, 1), (1, -1, -1), (1, -0.2, -1), (1, -1, -1)], [(1, -1, 1), (1, -1, 1), (-1, 1, -1), (-1, -1, 1), (1, -1, 1), (1, -1, -1), (1, -1, 1), (1, -1, 1), (1, -1, -1)], [(1, -1, 1), (-1, -1, 1), (-1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, -1, -1), (1, -1, 1), (-1, -1, 1), (1, -1, -1)]]	4	['left', 'left', 'left', 'left', 'left', 'left']	[4.212815399747342, 7.72221350017935, 10.187733400147408, 14.24201160017401, 20.393399300053716, 22.219547899905592]	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	180.9102341001853	NA	181.44355020020157	[[(-1, 1, -1), (-1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, 1, -1), (-1, 1, -1), (1, 1, -1), (1, 1, -1), (1, 1, -1)], [(1, -0.2, -1), (-1, 1, -1), (1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1)], [(1, -1, 1), (-1, 1, -1), (1, -1, 1), (-1, 1, -1), (-1, -1, 1), (-1, 1, -1), (1, -1, -1), (1, -1, 1), (1, -1, -1)], [(1, -0.2, -1), (1, -0.2, -1), (1, -1, 1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, 1), (1, -1, 1), (-1, 1, -1), (1, -1, 1)], [(1, 1, -1), (1, 1, -1), (-1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1)], [(-1, 1, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (1, -1, -1), (1, -1, 1), (1, -1, -1), (1, -1, -1), (1, -1, -1)], [(1, -1, 1), (1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, 1, -1), (-1, 1, -1), (1, -0.2, -1), (1, -1, 1)], [(1, -1, 1), (-1, 1, -1), (1, -1, 1), (-1, 1, -1), (-1, -1, 1), (-1, 1, -1), (1, -1, -1), (1, -1, 1), (1, -1, -1)]]	2	['left', 'left', 'left', 'left', 'left']	[5.265118099749088, 9.113429499790072, 13.45927429990843, 18.322693099733442, 19.742744400165975]	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	205.4069165000692	NA	205.94001210015267	[[(1, -1, -1), (-1, -1, 1), (1, -1, -1), (1, -1, 1), (1, -1, -1), (1, -1, -1), (-1, -1, 1), (1, -1, -1), (1, -1, -1)], [(-1, -1, 1), (1, -1, -1), (1, -0.2, -1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, -1), (1, -0.2, -1), (-1, 1, -1)], [(1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (-1, -1, 1), (1, -1, -1), (-1, -1, 1), (1, -1, -1), (1, -0.2, -1), (1, -0.2, -1)], [(-1, -1, 1), (-1, -1, 1), (-1, -1, 1), (1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (-1, -1, 1), (-1, 1, -1)], [(-1, 1, -1), (1, -0.2, -1), (-1, -1, 1), (-1, 1, -1), (1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (1, -0.2, -1)], [(1, -1, 1), (-1, 1, -1), (1, -0.2, -1), (-1, 1, -1), (1, -1, 1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1)], [(1, -1, 1), (1, -1, 1), (-1, -1, 1), (-1, 1, -1), (1, -1, -1), (1, -1, 1), (1, -1, 1), (1, -1, -1), (1, -1, 1)], [(-1, -1, 1), (1, -1, -1), (1, -0.2, -1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, -1), (1, -0.2, -1), (-1, 1, -1)]]	1	['left', 'left', 'right', 'left', 'right']	[4.287830799818039, 10.955883599817753, 17.209752299822867, 19.85433159954846, 23.57187999971211]	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	229.9034204003401	NA	NA	[[(1, 0.5, -1), (1, -1, -1), (1, -1, 1), (-1, 1, -1), (1, -1, -1), (1, -1, 1), (1, -1, 1), (1, 0.5, -1), (1, -1, 1)], [(-1, -1, 1), (-1, 1, -1), (1, 1, -1), (1, 0.5, -1), (1, 1, -1), (1, 1, -1), (1, -1, 1), (-1, 1, -1), (1, -1, 1)], [(-1, 1, -1), (1, -1, -1), (1, -1, -1), (-1, 1, -1), (-1, -1, 1), (1, -1, -1), (1, 0.5, -1), (1, -1, -1), (1, 0.5, -1)], [(1, -1, 1), (1, 0.5, -1), (-1, 1, -1), (-1, 1, -1), (1, 0.5, -1), (1, 1, -1), (1, -1, 1), (1, 0.5, -1), (-1, -1, 1)], [(1, 1, -1), (-1, 1, -1), (1, 1, -1), (-1, 1, -1), (1, 1, -1), (1, 1, -1), (1, 1, -1), (-1, 1, -1), (1, -1, -1)], [(1, 1, -1), (1, 1, -1), (-1, -1, 1), (1, -1, -1), (-1, 1, -1), (-1, -1, 1), (1, 1, -1), (1, -1, -1), (1, 1, -1)], [(1, 1, -1), (1, -1, -1), (1, -1, -1), (1, -1, -1), (-1, 1, -1), (1, 1, -1), (-1, 1, -1), (-1, -1, 1), (1, 1, -1)], [(-1, -1, 1), (-1, 1, -1), (1, 1, -1), (1, 0.5, -1), (1, 1, -1), (1, 1, -1), (1, -1, 1), (-1, 1, -1), (1, -1, 1)]]	1	NA	NA	NA	NA	230.436813400127	['left', 'left', 'left', 'left', 'right', 'left']	[4.498211199883372, 7.754490299616009, 10.467809999827296, 13.004227599594742, 16.535644999705255, 23.116039999760687]	NA	NA	NA	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	254.41664800001308	NA	NA	[[(1, 1, -1), (-1, -1, 1), (-1, 1, -1), (1, 1, -1), (1, 0.5, -1), (1, -1, 1), (1, -1, 1), (-1, 1, -1), (-1, 1, -1)], [(1, 1, -1), (1, 1, -1), (-1, 1, -1), (1, -1, 1), (-1, -1, 1), (-1, 1, -1), (1, 0.5, -1), (1, -1, 1), (-1, -1, 1)], [(1, -1, 1), (1, -1, 1), (1, 0.5, -1), (1, -1, 1), (1, -1, 1), (1, -1, -1), (-1, 1, -1), (-1, -1, 1), (1, -1, -1)], [(-1, 1, -1), (1, -1, -1), (1, 1, -1), (1, -1, -1), (-1, 1, -1), (-1, -1, 1), (-1, 1, -1), (-1, -1, 1), (1, 1, -1)], [(1, -1, 1), (-1, -1, 1), (-1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, 1, -1), (1, -1, 1), (-1, -1, 1), (1, -1, 1)], [(-1, 1, -1), (1, 1, -1), (1, -1, 1), (-1, -1, 1), (1, 1, -1), (-1, 1, -1), (-1, 1, -1), (1, 1, -1), (1, 1, -1)], [(1, -1, -1), (-1, 1, -1), (-1, -1, 1), (1, 0.5, -1), (1, -1, -1), (1, 0.5, -1), (1, 0.5, -1), (-1, 1, -1), (1, 0.5, -1)], [(1, -1, 1), (-1, -1, 1), (-1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, 1, -1), (1, -1, 1), (-1, -1, 1), (1, -1, 1)]]	4	NA	NA	NA	NA	254.93334909994155	['left', 'left', 'left', 'left', 'left']	[4.653400499839336, 10.029857399873435, 17.45438429992646, 19.970698399934918, 22.280116599984467]	NA	NA	NA	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	0	NA	NA	NA	NA	278.92986060027033	NA	NA	[[(1, 1, -1), (1, 1, -1), (1, 0.5, -1), (1, 0.5, -1), (1, -1, -1), (1, 1, -1), (1, 1, -1), (1, 0.5, -1), (1, -1, -1)], [(-1, 1, -1), (1, -1, -1), (1, 0.5, -1), (1, 0.5, -1), (-1, -1, 1), (1, -1, 1), (1, -1, -1), (-1, 1, -1), (1, 0.5, -1)], [(1, -1, 1), (1, -1, 1), (1, 0.5, -1), (1, -1, -1), (-1, -1, 1), (1, -1, -1), (1, -1, -1), (1, -1, -1), (-1, -1, 1)], [(1, 0.5, -1), (1, 0.5, -1), (1, -1, -1), (1, 1, -1), (-1, -1, 1), (-1, -1, 1), (-1, -1, 1), (1, -1, -1), (1, 1, -1)], [(1, 1, -1), (1, 1, -1), (1, 1, -1), (1, -1, -1), (1, -1, 1), (1, -1, -1), (1, 1, -1), (1, -1, 1), (1, -1, 1)], [(-1, 1, -1), (1, -1, -1), (1, -1, -1), (-1, -1, 1), (1, 1, -1), (1, 1, -1), (1, -1, 1), (1, 1, -1), (1, -1, -1)], [(1, -1, 1), (-1, 1, -1), (1, 0.5, -1), (1, -1, 1), (1, -1, 1), (1, 1, -1), (1, 1, -1), (1, -1, 1), (1, -1, 1)], [(-1, 1, -1), (1, -1, -1), (1, 0.5, -1), (1, 0.5, -1), (-1, -1, 1), (1, -1, 1), (1, -1, -1), (-1, 1, -1), (1, 0.5, -1)]]	1	NA	NA	NA	NA	279.44656950002536	['left', 'right', 'right', 'left', 'right', 'left', 'right']	[4.87886490020901, 8.353902000002563, 11.925816200207919, 13.259444899857044, 17.49484599987045, 20.52069169981405, 23.727320400066674]	NA	NA	NA	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	303.4098823000677	NA	NA	[[(-1, 1, -1), (1, -1, 1), (1, -1, -1), (1, -1, -1), (1, -1, -1), (1, 0.5, -1), (-1, 1, -1), (1, -1, 1), (-1, -1, 1)], [(1, -1, 1), (1, -1, -1), (1, 1, -1), (1, 1, -1), (1, -1, -1), (1, 1, -1), (1, -1, -1), (1, -1, 1), (1, 1, -1)], [(1, 1, -1), (1, -1, -1), (1, -1, -1), (-1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, 1, -1), (1, -1, -1), (1, 0.5, -1)], [(-1, 1, -1), (-1, 1, -1), (1, -1, -1), (1, 0.5, -1), (1, 0.5, -1), (-1, -1, 1), (1, 0.5, -1), (-1, -1, 1), (1, -1, -1)], [(-1, -1, 1), (1, -1, -1), (1, 1, -1), (1, -1, -1), (1, 0.5, -1), (1, -1, 1), (1, 1, -1), (-1, 1, -1), (1, -1, -1)], [(1, -1, 1), (-1, -1, 1), (-1, 1, -1), (1, 1, -1), (1, -1, -1), (1, 0.5, -1), (1, 0.5, -1), (-1, -1, 1), (1, -1, -1)], [(1, -1, 1), (-1, 1, -1), (1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, -1, 1), (1, 0.5, -1)], [(1, 1, -1), (1, -1, -1), (1, -1, -1), (-1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, 1, -1), (1, -1, -1), (1, 0.5, -1)]]	2	NA	NA	NA	NA	NA	NA	NA	303.9432055000216	['left', 'right', 'left', 'right', 'left', 'left', 'left']	[5.934769299812615, 8.307938299607486, 10.335407899692655, 13.752842499874532, 17.153140099719167, 19.588128599803895, 23.33822299959138]	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	327.90651870006695	NA	NA	[[(1, -1, 1), (-1, 1, -1), (1, 0.5, -1), (-1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, -1, 1), (-1, -1, 1), (1, -1, -1)], [(1, 1, -1), (1, 1, -1), (1, 1, -1), (-1, 1, -1), (-1, -1, 1), (1, 0.5, -1), (-1, 1, -1), (1, -1, -1), (1, 1, -1)], [(1, -1, 1), (-1, -1, 1), (1, -1, -1), (1, 1, -1), (1, 0.5, -1), (1, -1, 1), (-1, 1, -1), (1, 0.5, -1), (1, 0.5, -1)], [(-1, 1, -1), (-1, 1, -1), (1, -1, -1), (1, 1, -1), (1, -1, -1), (1, -1, 1), (-1, -1, 1), (1, -1, -1), (1, -1, 1)], [(1, -1, 1), (1, -1, -1), (-1, -1, 1), (1, 1, -1), (1, 1, -1), (-1, -1, 1), (1, 1, -1), (-1, 1, -1), (1, 1, -1)], [(1, -1, 1), (1, 1, -1), (-1, -1, 1), (-1, -1, 1), (1, 1, -1), (1, 0.5, -1), (-1, 1, -1), (1, -1, -1), (1, -1, 1)], [(1, 0.5, -1), (-1, 1, -1), (-1, 1, -1), (-1, -1, 1), (1, 0.5, -1), (-1, -1, 1), (1, 1, -1), (1, 1, -1), (-1, 1, -1)], [(-1, 1, -1), (-1, 1, -1), (1, -1, -1), (1, 1, -1), (1, -1, -1), (1, -1, 1), (-1, -1, 1), (1, -1, -1), (1, -1, 1)]]	3	NA	NA	NA	NA	NA	NA	NA	328.43988390034065	['left', 'left', 'right', 'left', 'left', 'left']	[5.007177299819887, 10.29138100007549, 14.637737200129777, 17.403390099760145, 20.441044900100678, 23.084208799991757]	NA	ABF	001	2026-03-12_13h37.28.831	CMT	2023.1.0	60.00902537025145	NA
