clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#F1F8E9	#AED581	#7CB342	#33691E	#FFF3E0	#000000	#FB8C00	#E65100	l_green	orange	l_down	clr2	low	left	#FFB74D	#FFE0B2	#FFB74D	#FB8C00	#FFB74D	0	0	0	7	NA	NA	NA	NA	left	1	3.2771139997057617	NA	NA	NA	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
#004D40	#E0F2F1	#00897B	#4DB6AC	#E65100	#000000	#FB8C00	#FFB74D	lime	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	#FFF3E0	0	1	1	47	NA	NA	NA	NA	left	0	1.018772100098431	NA	NA	NA	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
#01579B	#039BE5	#4FC3F7	#E1F5FE	#F57F17	#FDD835	#000000	#FFFDE7	l_blue	yellow	l_up	clr3	high	left	#FFF176	#FFEE58	#FDD835	#FFF176	#FFF176	0	2	2	70	NA	NA	NA	NA	left	1	1.227167600300163	NA	NA	NA	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
#1E88E5	#0D47A1	#E3F2FD	#64B5F6	#C0CA33	#827717	#000000	#DCE775	blue	lime	l_rand1	clr3	high	right	#F0F4C3	#F9FBE7	#827717	#F9FBE7	#F9FBE7	0	3	3	32	NA	NA	NA	NA	left	0	1.6102224998176098	NA	NA	NA	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
#EFEBE9	#A1887F	#6D4C41	#3E2723	#E8F5E9	#000000	#43A047	#1B5E20	brown	green	l_down	clr2	high	left	#81C784	#A5D6A7	#81C784	#43A047	NA	NA	NA	NA	NA	0	0	0	2	NA	NA	NA	left	1	0.7501686997711658	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
#006064	#00ACC1	#4DD0E1	#E0F7FA	#01579B	#039BE5	#000000	#E1F5FE	cyan	l_blue	l_up	clr3	high	right	#81D4FA	#4FC3F7	#039BE5	#4FC3F7	NA	NA	NA	NA	NA	0	1	1	72	NA	NA	NA	left	0	0.9510655999183656	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
#00ACC1	#006064	#E0F7FA	#4DD0E1	#43A047	#1B5E20	#000000	#81C784	cyan	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	2	2	36	NA	NA	NA	right	0	1.1833444000221789	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
#1E88E5	#0D47A1	#E3F2FD	#64B5F6	#C0CA33	#827717	#000000	#DCE775	blue	lime	l_rand1	clr3	high	right	#F0F4C3	#F9FBE7	#827717	#F9FBE7	NA	NA	NA	NA	NA	0	3	3	32	NA	NA	NA	left	0	0.9067675997503102	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
#BF360C	#F4511E	#FF8A65	#FBE9E7	#33691E	#7CB342	#000000	#F1F8E9	d_orange	l_green	l_up	clr3	high	right	#C5E1A5	#AED581	#7CB342	#AED581	NA	NA	NA	NA	NA	0	4	4	73	NA	NA	NA	right	1	0.6455965000204742	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
#F1F8E9	#AED581	#7CB342	#33691E	#FFF3E0	#000000	#FB8C00	#E65100	l_green	orange	l_down	clr2	low	left	#FFB74D	#FFE0B2	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	5	5	7	NA	NA	NA	left	1	0.5985709000378847	atn	1	2026-03-10_17h49.00.116	MCT	2023.1.0	59.96483663128112
