imagefile	stimfile	corrAns	MRdir	angle	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	mentalrot_trials.thisRepN	mentalrot_trials.thisTrialN	mentalrot_trials.thisN	mentalrot_trials.thisIndex	blank.started	mr_answ_2.started	mr_answ_2.keys	mr_answ_2.corr	mr_answ_2.rt	blank.stopped	mr_answ.started	mr_answ.keys	mr_answ.corr	mr_answ.rt	byebye_text.started	participant	session	date	expName	psychopyVersion	frameRate	...31
mr_images/5_a.png	mr_images/5_a_z_45.png	left	cw	45	0	0	0	121	NA	NA	NA	NA	94.34768579993396	94.89792020013556	None	0	NA	NA	NA	NA	NA	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/9_a.png	mr_images/9_b_z_225.png	right	ccw	135	0	1	1	202	NA	NA	NA	NA	99.78054289985448	100.36365959979594	left	0	4.51693610008806	NA	NA	NA	NA	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/4_a.png	mr_images/4_b_z_315.png	right	ccw	45	0	2	2	98	NA	NA	NA	NA	104.91319119976832	105.48445100011304	right	1	2.528340599965304	105.48445100011304	NA	NA	NA	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/7_b.png	mr_images/7_b_z_90.png	left	cw	90	0	3	3	185	NA	NA	NA	NA	108.03355359984562	108.6126774000004	None	0	NA	108.6126774000004	NA	NA	NA	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/5_a.png	mr_images/5_b_z_225.png	right	ccw	135	0	4	4	130	NA	NA	NA	NA	113.54535660007969	114.09655290003866	None	0	NA	NA	NA	NA	NA	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/5_b.png	mr_images/5_b_z_225.png	left	ccw	135	NA	NA	NA	NA	0	0	0	143	153.63946580002084	NA	NA	NA	NA	NA	154.1228839000687	right	0	4.560419499874115	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/4_a.png	mr_images/4_a_z_135.png	left	cw	135	NA	NA	NA	NA	0	1	1	105	158.70558049995452	NA	NA	NA	NA	159.27231890009716	159.27231890009716	right	0	2.644870499614626	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/12_a.png	mr_images/12_a_z_225.png	left	ccw	135	NA	NA	NA	NA	0	2	2	59	161.93845750018954	NA	NA	NA	NA	162.5217426000163	162.5217426000163	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/1_a.png	mr_images/1_b_z_135.png	right	cw	135	NA	NA	NA	NA	0	3	3	8	167.45456069987267	NA	NA	NA	NA	NA	168.0065151997842	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/12_b.png	mr_images/12_a_z_270.png	right	ccw	90	NA	NA	NA	NA	0	4	4	66	172.94116709986702	NA	NA	NA	NA	NA	173.50898229982704	left	0	0.17598640033975244	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/12_b.png	mr_images/12_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	5	5	65	173.70792690012604	NA	NA	NA	NA	174.2574379001744	174.2574379001744	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/11_a.png	mr_images/11_a_z_270.png	left	ccw	90	NA	NA	NA	NA	0	6	6	31	179.22370269987732	NA	NA	NA	NA	NA	179.76916139991954	right	0	4.867118499707431	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/4_a.png	mr_images/4_a_z_270.png	left	ccw	90	NA	NA	NA	NA	0	7	7	103	184.66885139979425	NA	NA	NA	NA	185.23533939989284	185.23533939989284	right	0	4.678197899833322	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/3_a.png	mr_images/3_a_z_90.png	left	cw	90	NA	NA	NA	NA	0	8	8	77	189.9388040001504	NA	NA	NA	NA	190.48551570018753	190.48551570018753	right	0	3.4803574001416564	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/12_a.png	mr_images/12_a_z_270.png	left	ccw	90	NA	NA	NA	NA	0	9	9	55	193.9839508999139	NA	NA	NA	NA	194.52354480000213	194.52354480000213	right	0	3.841920300386846	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/7_b.png	mr_images/7_b_z_45.png	left	cw	45	NA	NA	NA	NA	0	10	10	181	198.3876541000791	NA	NA	NA	NA	198.9372413000092	198.9372413000092	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/7_b.png	mr_images/7_b_z_135.png	left	cw	135	NA	NA	NA	NA	0	11	11	189	203.90365470014513	NA	NA	NA	NA	NA	204.4659579000436	right	0	3.785405800212174	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/1_a.png	mr_images/1_b_z_45.png	right	cw	45	NA	NA	NA	NA	0	12	12	0	208.2821118999273	NA	NA	NA	NA	208.84879369987175	208.84879369987175	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/4_b.png	mr_images/4_a_z_135.png	right	cw	135	NA	NA	NA	NA	0	13	13	116	213.79795219982043	NA	NA	NA	NA	NA	214.36461579985917	left	0	4.091648600064218	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/7_b.png	mr_images/7_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	14	14	185	218.48070470010865	NA	NA	NA	NA	219.01380650000647	219.01380650000647	right	0	4.4434122000820935	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/4_b.png	mr_images/4_b_z_315.png	left	ccw	45	NA	NA	NA	NA	0	15	15	111	223.480159800034	NA	NA	NA	NA	224.01325289998204	224.01325289998204	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/6_a.png	mr_images/6_b_z_315.png	right	ccw	45	NA	NA	NA	NA	0	16	16	146	228.9960350999609	NA	NA	NA	NA	NA	229.56239979993552	left	0	2.587462400086224	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/1_b.png	mr_images/1_b_z_270.png	left	ccw	90	NA	NA	NA	NA	0	17	17	19	232.17866099998355	NA	NA	NA	NA	232.7296890001744	232.7296890001744	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/3_a.png	mr_images/3_a_z_270.png	left	ccw	90	NA	NA	NA	NA	0	18	18	79	237.6946923001669	NA	NA	NA	NA	NA	238.24561390001327	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/1_a.png	mr_images/1_a_z_45.png	left	cw	45	NA	NA	NA	NA	0	19	19	1	243.19384199986231	NA	NA	NA	NA	NA	243.7605848000385	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/5_b.png	mr_images/5_a_z_135.png	right	cw	135	NA	NA	NA	NA	0	20	20	140	248.6931956000626	NA	NA	NA	NA	NA	249.2455609999597	left	0	4.089271999895573	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/12_b.png	mr_images/12_a_z_225.png	right	ccw	135	NA	NA	NA	NA	0	21	21	70	253.36341230012476	NA	NA	NA	NA	253.89383149985224	253.89383149985224	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/4_b.png	mr_images/4_b_z_270.png	left	ccw	90	NA	NA	NA	NA	0	22	22	115	258.8750853999518	NA	NA	NA	NA	NA	259.4288837998174	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/4_b.png	mr_images/4_a_z_90.png	right	cw	90	NA	NA	NA	NA	0	23	23	112	264.3784936000593	NA	NA	NA	NA	NA	264.94102510018274	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/11_b.png	mr_images/11_a_z_45.png	right	cw	45	NA	NA	NA	NA	0	24	24	36	269.8735941997729	NA	NA	NA	NA	NA	270.45762979984283	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/6_a.png	mr_images/6_b_z_135.png	right	cw	135	NA	NA	NA	NA	0	25	25	152	275.372848900035	NA	NA	NA	NA	NA	275.92299509979784	right	1	0.2764824000187218	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/11_b.png	mr_images/11_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	26	26	41	276.22260720003396	NA	NA	NA	NA	276.78934379993007	276.78934379993007	right	0	4.242835800163448	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/7_b.png	mr_images/7_a_z_270.png	right	ccw	90	NA	NA	NA	NA	0	27	27	186	281.0553449001163	NA	NA	NA	NA	281.61085079982877	281.61085079982877	left	0	2.6905378997325897	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/9_a.png	mr_images/9_a_z_135.png	left	cw	135	NA	NA	NA	NA	0	28	28	201	284.3257532999851	NA	NA	NA	NA	284.88812319980934	284.88812319980934	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/5_b.png	mr_images/5_a_z_315.png	right	ccw	45	NA	NA	NA	NA	0	29	29	134	289.83736790018156	NA	NA	NA	NA	NA	290.3873084001243	left	0	3.039071900304407	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/4_a.png	mr_images/4_a_z_315.png	left	ccw	45	NA	NA	NA	NA	0	30	30	99	293.4568766998127	NA	NA	NA	NA	NA	294.00918389996514	right	0	2.472394499927759	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/3_b.png	mr_images/3_b_z_135.png	left	cw	135	NA	NA	NA	NA	0	31	31	93	296.5074996999465	NA	NA	NA	NA	297.06956849992275	297.06956849992275	None	0	NA	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/6_b.png	mr_images/6_a_z_90.png	right	cw	90	NA	NA	NA	NA	0	32	32	160	302.01916480017826	NA	NA	NA	NA	NA	302.58564359974116	left	0	4.12292220024392	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/7_a.png	mr_images/7_a_z_135.png	left	cw	135	NA	NA	NA	NA	0	33	33	177	306.73523980006576	NA	NA	NA	NA	307.3182462998666	307.3182462998666	right	0	3.658411900047213	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/6_b.png	mr_images/6_b_z_315.png	left	ccw	45	NA	NA	NA	NA	0	34	34	159	311.0011905999854	NA	NA	NA	NA	311.5344039001502	311.5344039001502	right	0	4.144029199611396	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
mr_images/4_a.png	mr_images/4_a_z_45.png	left	cw	45	NA	NA	NA	NA	0	35	35	97	315.7004460999742	NA	NA	NA	NA	316.2671050997451	316.2671050997451	right	0	4.201739300042391	NA	atn	001	2026-03-10_18h07.12.327	MR	2023.1.0	60.00171604817558	NA
