sequence	training_session.thisRepN	training_session.thisTrialN	training_session.thisN	training_session.thisIndex	training_2n.thisRepN	training_2n.thisTrialN	training_2n.thisN	training_2n.thisIndex	training_3n.thisRepN	training_3n.thisTrialN	training_3n.thisN	training_3n.thisIndex	training_4n.thisRepN	training_4n.thisTrialN	training_4n.thisN	training_4n.thisIndex	allrep_2nback.thisRepN	allrep_2nback.thisTrialN	allrep_2nback.thisN	allrep_2nback.thisIndex	trials_2nback.thisRepN	trials_2nback.thisTrialN	trials_2nback.thisN	trials_2nback.thisIndex	allrep_3nback.thisRepN	allrep_3nback.thisTrialN	allrep_3nback.thisN	allrep_3nback.thisIndex	trials_3nback.thisRepN	trials_3nback.thisTrialN	trials_3nback.thisN	trials_3nback.thisIndex	allrep_4nback.thisRepN	allrep_4nback.thisTrialN	allrep_4nback.thisN	allrep_4nback.thisIndex	trials_4nback.thisRepN	trials_4nback.thisTrialN	trials_4nback.thisN	trials_4nback.thisIndex	buffer02_txt.started	test_griddot_resp2.started	test_griddot_resp2.keys	test_griddot_resp2.rt	buffer23_txt.started	test_griddot_resp3.started	test_griddot_resp3.keys	test_griddot_resp3.rt	buffer34_txt.started	test_griddot_resp4.started	test_griddot_resp4.keys	test_griddot_resp4.rt	confirm_resp.started	confirm_resp.keys	confirm_resp.rt	instr_text_2.started	buffer02_txt.stopped	griddot_resp2.started	griddot_resp2.keys	griddot_resp2.rt	buffer23_txt.stopped	griddot_resp3.started	griddot_resp3.keys	griddot_resp3.rt	buffer34_txt.stopped	griddot_resp4.started	griddot_resp4.keys	griddot_resp4.rt	participant	session	date	expName	psychopyVersion	frameRate	...76
[(2, 2), (2, 1), (0, 0), (2, 0), (1, 2), (0, 0), (0, 2), (0, 0), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2353.7623231997713	['left', 'right', 'right', 'left', 'right', 'left']	[6.809315000195056, 8.713367700111121, 10.968675300013274, 12.769814200233668, 14.639693500008434, 17.096350700128824]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 2), (2, 0), (0, 0), (2, 1), (2, 0), (0, 0), (1, 2), (2, 0), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2372.7764391000383	['left', 'right', 'right', 'left', 'right', 'left']	[6.690849300008267, 9.447287400253117, 11.062668099999428, 13.815338599961251, 15.23540320014581, 16.812744500115514]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 1), (2, 2), (1, 0), (1, 2), (1, 1), (1, 0), (2, 1), (2, 1), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2391.790260199923	['left', 'left', 'right', 'left', 'left']	[6.808925300370902, 8.749560500029474, 10.682112500071526, 13.868167000357062, 14.806903400458395]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 1), (1, 2), (2, 1), (0, 2), (0, 2), (1, 2), (1, 1), (0, 2), (0, 2), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	672	NA	NA	NA	NA	NA	NA	NA	NA	2411.341949599795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2414.423689699732	2415.420439899899	['right', 'right', 'left', 'right', 'left', 'left']	[9.320990400388837, 11.062070600688457, 12.783168600406498, 15.055582400411367, 16.626758200582117, 18.476215600501746]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(1, 2), (1, 1), (1, 2), (2, 0), (0, 0), (0, 2), (2, 2), (0, 2), (0, 0), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2436.4175526998006	['left', 'left', 'left', 'right', 'right', 'left']	[8.931432200130075, 11.249904800206423, 14.089400500059128, 14.789828000124544, 17.618443000130355, 19.272523700259626]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(1, 1), (2, 2), (1, 1), (2, 2), (0, 0), (0, 0), (1, 1), (2, 2), (1, 1), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2457.4145518997684	['left', 'left', 'right', 'right', 'left', 'left']	[9.343931300099939, 10.767242300324142, 13.503694800194353, 14.979691400192678, 16.644840800203383, 18.852904400322586]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 2), (2, 2), (1, 1), (1, 0), (2, 2), (1, 1), (0, 0), (1, 0), (2, 1), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2478.4116382999346	['right', 'right', 'left', 'right', 'left', 'left']	[9.089390200097114, 10.87949200021103, 12.778879800345749, 15.832556900102645, 18.27116580028087, 18.741042600013316]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 1), (1, 2), (2, 2), (1, 1), (0, 1), (1, 0), (2, 2), (1, 1), (0, 0), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2499.412648399826	['left', 'left', 'right', 'right', 'left', 'right']	[8.888426900375634, 11.478766800370067, 13.176875500474125, 15.05176810035482, 17.08058430068195, 19.384701900649816]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(1, 0), (1, 1), (0, 2), (0, 0), (2, 2), (1, 1), (0, 2), (0, 1), (1, 2), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2520.405799499713	['left', 'right', 'right', 'left', 'left', 'left']	[8.951042200438678, 10.873187800403684, 12.724982600659132, 14.927372700534761, 16.803692700341344, 19.219886000733823]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 2), (0, 0), (1, 1), (1, 0), (2, 2), (0, 0), (2, 1), (1, 0), (0, 2), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2543.0362287000753	['right', 'left', 'left', 'right', 'left', 'left']	[8.316628600470722, 11.200984400697052, 13.4801254007034, 14.975250500719994, 16.781884900759906, 18.62737200036645]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 0), (2, 1), (1, 2), (0, 1), (2, 1), (2, 2), (1, 2), (0, 1), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2564.037012499757	['right', 'left', 'right', 'right', 'right', 'left']	[8.716758000198752, 10.47412020014599, 12.878643700387329, 15.15290700038895, 16.858899800106883, 18.662281300406903]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(1, 0), (1, 1), (2, 1), (1, 0), (1, 0), (2, 2), (1, 1), (1, 1), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2585.0467858999036	['right', 'left', 'left', 'right', 'left', 'right']	[8.898642800282687, 10.79686120012775, 13.235040600411594, 14.819552600383759, 17.567918400280178, 19.129075800068676]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 0), (2, 2), (2, 2), (2, 0), (2, 0), (2, 0), (0, 0), (2, 0), (0, 1), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2606.0438522999175	['left', 'left', 'left', 'right', 'left', 'left']	[9.274810900446028, 10.976183300372213, 12.88256570044905, 14.82869950029999, 17.2100796001032, 19.46123190037906]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 1), (1, 2), (2, 0), (2, 2), (0, 1), (0, 0), (0, 2), (2, 1), (1, 1), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2627.040973799769	['right', 'right', 'left', 'left', 'right', 'right', 'right']	[4.308163800276816, 8.97256930032745, 10.754874400328845, 12.959826600272208, 14.69319390039891, 17.003860600292683, 19.551888700574636]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 0), (0, 1), (0, 1), (0, 0), (0, 0), (1, 2), (1, 2), (0, 0), (2, 1), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2648.0381883000955	['right', 'left', 'left', 'right', 'left', 'left']	[8.675563900265843, 10.762278500013053, 13.17874090000987, 15.537052100058645, 17.4221604000777, 19.182322800159454]	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
