sequence	training_session.thisRepN	training_session.thisTrialN	training_session.thisN	training_session.thisIndex	training_2n.thisRepN	training_2n.thisTrialN	training_2n.thisN	training_2n.thisIndex	training_3n.thisRepN	training_3n.thisTrialN	training_3n.thisN	training_3n.thisIndex	training_4n.thisRepN	training_4n.thisTrialN	training_4n.thisN	training_4n.thisIndex	allrep_2nback.thisRepN	allrep_2nback.thisTrialN	allrep_2nback.thisN	allrep_2nback.thisIndex	trials_2nback.thisRepN	trials_2nback.thisTrialN	trials_2nback.thisN	trials_2nback.thisIndex	allrep_3nback.thisRepN	allrep_3nback.thisTrialN	allrep_3nback.thisN	allrep_3nback.thisIndex	trials_3nback.thisRepN	trials_3nback.thisTrialN	trials_3nback.thisN	trials_3nback.thisIndex	allrep_4nback.thisRepN	allrep_4nback.thisTrialN	allrep_4nback.thisN	allrep_4nback.thisIndex	trials_4nback.thisRepN	trials_4nback.thisTrialN	trials_4nback.thisN	trials_4nback.thisIndex	buffer02_txt.started	test_griddot_resp2.started	test_griddot_resp2.keys	test_griddot_resp2.rt	buffer23_txt.started	test_griddot_resp3.started	test_griddot_resp3.keys	test_griddot_resp3.rt	buffer34_txt.started	test_griddot_resp4.started	test_griddot_resp4.keys	test_griddot_resp4.rt	confirm_resp.started	confirm_resp.keys	confirm_resp.rt	instr_text_2.started	buffer02_txt.stopped	griddot_resp2.started	griddot_resp2.keys	griddot_resp2.rt	buffer23_txt.stopped	griddot_resp3.started	griddot_resp3.keys	griddot_resp3.rt	buffer34_txt.stopped	griddot_resp4.started	griddot_resp4.keys	griddot_resp4.rt	participant	session	date	expName	psychopyVersion	frameRate	...76
[(0, 2), (2, 0), (0, 2), (0, 1), (0, 1), (2, 2), (0, 1), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1966.7538688997736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1846.5870978999883	1969.832200099714	1970.8173672999255	['right', 'left', 'left', 'left', 'right', 'left']	[5.20544630009681, 7.774733200203627, 8.520807700231671, 11.98956560017541, 12.687534800264984, 15.26289050001651]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(1, 2), (0, 1), (1, 1), (2, 0), (0, 0), (1, 2), (0, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1987.8297051000409	['left', 'left', 'left', 'right', 'left', 'right']	[5.149993700440973, 6.989362200722098, 9.30061160074547, 10.901969200465828, 13.213429600466043, 15.38616600073874]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 2), (1, 2), (2, 2), (2, 0), (1, 1), (2, 0), (0, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2004.8117835000155	['right', 'left', 'right', 'right', 'left', 'left']	[4.614926100708544, 6.819119800347835, 9.064572100527585, 11.203467500396073, 13.516162500716746, 15.34380380064249]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 0), (0, 0), (0, 2), (2, 0), (0, 2), (2, 0), (1, 1), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2021.8129794998097	['right', 'right', 'right', 'right', 'left', 'left']	[4.864402500446886, 6.773562500718981, 9.20584910036996, 11.345176400616765, 12.656295200344175, 14.726916700601578]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 1), (2, 1), (2, 1), (2, 2), (1, 0), (2, 0), (1, 0), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2038.8228249000383	['right', 'left', 'left', 'left', 'right', 'right']	[4.817803900223225, 7.103645500261337, 8.959762000013143, 11.3419897002168, 12.743052900303155, 15.50211300002411]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 1), (1, 2), (0, 1), (1, 2), (0, 1), (0, 2), (2, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2055.8202927997336	['left', 'right', 'right', 'left', 'left', 'left']	[4.811486200429499, 6.523642200510949, 9.407646200619638, 11.386520100291818, 13.042780500371009, 15.107358500361443]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 0), (1, 2), (1, 1), (2, 1), (1, 1), (0, 2), (1, 1), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2074.76770769991	['left', 'left', 'right', 'left', 'right', 'left']	[5.057206300087273, 6.816236500162631, 8.7503996999003, 10.959923500195146, 13.084828400053084, 14.965261700097471]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 0), (1, 0), (0, 1), (0, 1), (0, 0), (0, 1), (0, 0), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2091.751966699958	['right', 'left', 'right', 'right', 'right', 'left']	[5.173970500472933, 7.274030600208789, 9.411090300418437, 11.380749100353569, 13.300254300236702, 15.384424000512809]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(1, 1), (0, 1), (2, 0), (1, 0), (1, 0), (1, 0), (1, 1), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2108.762865500059	['left', 'left', 'left', 'right', 'left', 'right']	[5.295489100273699, 7.657005300279707, 9.680601200088859, 10.608811300247908, 13.59305900009349, 14.827197200153023]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 2), (1, 1), (2, 2), (1, 1), (0, 2), (0, 1), (1, 0), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2125.7606426998973	['left', 'right', 'left', 'left', 'left', 'right']	[4.9959581000730395, 6.821111100260168, 9.484784600324929, 11.167950300034136, 12.961096700280905, 14.742470200173557]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(1, 2), (1, 2), (1, 0), (1, 2), (2, 0), (0, 2), (2, 0), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2142.7583046997897	['left', 'right', 'left', 'left', 'right', 'right']	[5.195246700197458, 6.594189500436187, 8.69072790024802, 11.410832300316542, 12.801928100176156, 15.472099200356752]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 1), (0, 0), (0, 1), (0, 1), (2, 2), (2, 0), (1, 0), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2159.7559169000015	['right', 'right', 'left', 'left', 'left', 'right']	[5.28854660037905, 6.534647500608116, 9.435996300540864, 11.319466600660235, 13.202643900644034, 15.055777500383556]	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 2), (1, 2), (0, 1), (2, 2), (1, 2), (0, 2), (0, 0), (1, 2), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2177.153581999708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2180.2364079998806	2181.2362854997627	['left', 'right', 'left', 'left', 'right', 'right']	[6.585070900153369, 9.917114000301808, 11.382663700263947, 13.046039600390941, 14.741057200357318, 17.564499500207603]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 2), (2, 2), (2, 0), (1, 1), (2, 1), (1, 1), (1, 1), (2, 1), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2200.2335926997475	['left', 'left', 'left', 'right', 'right', 'left']	[7.24082240043208, 9.164509400259703, 11.656799900345504, 12.796828200574964, 15.306181400548667, 17.12814550055191]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(1, 1), (0, 2), (2, 1), (1, 1), (0, 0), (1, 0), (2, 2), (0, 0), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2219.230884999968	['left', 'left', 'left', 'left', 'right', 'right']	[6.94987970078364, 9.06761100050062, 10.761183600407094, 13.750088200438768, 15.475371000356972, 16.872881600633264]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(0, 0), (2, 0), (0, 2), (0, 0), (0, 0), (0, 0), (0, 2), (2, 1), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2238.228295499925	['right', 'left', 'left', 'right', 'left', 'right']	[7.653443600051105, 9.103964100126177, 10.952741300221533, 13.860097399912775, 15.473070099949837, 17.278124399948865]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 2), (2, 1), (0, 0), (2, 0), (1, 2), (0, 0), (0, 2), (0, 0), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2257.2126875999384	['left', 'left', 'right', 'left', 'left', 'right']	[6.790284600574523, 9.110298100393265, 11.60146430041641, 12.821047400590032, 15.157956100534648, 16.799128000158817]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 0), (0, 2), (2, 0), (2, 0), (1, 2), (1, 0), (2, 2), (1, 2), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2276.2113506998867	['left', 'right', 'left', 'left', 'right', 'left']	[7.333004500251263, 9.477444800082594, 11.077147300355136, 12.877168300095946, 14.799012300092727, 16.93235639994964]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(1, 1), (1, 2), (0, 0), (0, 1), (1, 2), (0, 0), (2, 0), (0, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2296.7868694998324	['left', 'right', 'right', 'left', 'left', 'right']	[6.882961499970406, 8.88916110014543, 11.271983600221574, 13.398550200276077, 15.530116900335997, 16.721345500089228]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 0), (0, 0), (2, 2), (2, 0), (1, 1), (2, 2), (1, 0), (2, 1), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2315.771604700014	['right', 'left', 'right', 'left', 'right']	[6.58315460011363, 8.640232500154525, 11.136614100076258, 13.079526500310749, 14.93485980015248]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
[(2, 1), (0, 2), (1, 2), (1, 2), (0, 2), (2, 2), (0, 1), (0, 2), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2334.781558299903	['left', 'right', 'left', 'right', 'left', 'left']	[7.199477800168097, 8.846590500324965, 10.70923459995538, 12.991256300359964, 14.966403600294143, 17.102555599994957]	NA	NA	NA	NA	sev	001	2026-03-06_10h50.04.390	SS	2023.1.0	60.02242432487709	NA
