imagefile	stimfile	corrAns	MRdir	angle	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	mentalrot_trials.thisRepN	mentalrot_trials.thisTrialN	mentalrot_trials.thisN	mentalrot_trials.thisIndex	blank.started	mr_answ_2.started	mr_answ_2.keys	mr_answ_2.corr	mr_answ_2.rt	blank.stopped	mr_answ.started	mr_answ.keys	mr_answ.corr	mr_answ.rt	byebye_text.started	byebye_text.stopped	participant	session	date	expName	psychopyVersion	frameRate	...32
mr_images/1_a.png	mr_images/1_a_z_270.png	left	ccw	90	0	0	0	7	NA	NA	NA	NA	82.05425120005384	82.60371970012784	None	0	NA	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
mr_images/3_b.png	mr_images/3_a_z_135.png	right	cw	135	0	1	1	92	NA	NA	NA	NA	87.50533290021122	88.06965450011194	right	1	2.0945387999527156	NA	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
mr_images/6_b.png	mr_images/6_a_z_90.png	right	cw	90	0	2	2	160	NA	NA	NA	NA	90.1859897999093	90.76928569981828	right	1	2.8107845997437835	90.76928569981828	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
mr_images/3_a.png	mr_images/3_b_z_225.png	right	ccw	135	0	3	3	82	NA	NA	NA	NA	93.60229460010304	94.18600470013916	left	0	2.3167232000268996	94.18600470013916	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
mr_images/7_b.png	mr_images/7_b_z_225.png	left	ccw	135	0	4	4	191	NA	NA	NA	NA	96.53519249986856	97.11849260004236	left	1	2.071525199804455	97.11849260004236	NA	NA	NA	NA	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
mr_images/4_a.png	mr_images/4_a_z_225.png	left	ccw	135	NA	NA	NA	NA	0	0	0	107	101.70101319998504	NA	NA	NA	NA	NA	102.21776100015268	left	1	1.7194102997891605	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
mr_images/12_a.png	mr_images/12_b_z_225.png	right	ccw	135	NA	NA	NA	NA	0	1	1	58	103.9676378997974	NA	NA	NA	NA	104.55077880015595	104.55077880015595	left	0	2.6912887999787927	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
mr_images/11_a.png	mr_images/11_a_z_225.png	left	ccw	135	NA	NA	NA	NA	0	2	2	35	107.26704820012674	NA	NA	NA	NA	107.85026009986176	107.85026009986176	left	1	2.673492199741304	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
mr_images/5_b.png	mr_images/5_a_z_270.png	right	ccw	90	NA	NA	NA	NA	0	3	3	138	110.54981279978529	NA	NA	NA	NA	111.13314539985733	111.13314539985733	left	0	1.7679733000695703	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
mr_images/11_a.png	mr_images/11_a_z_315.png	left	ccw	45	NA	NA	NA	NA	0	4	4	27	112.93299470003694	NA	NA	NA	NA	113.49969229986893	113.49969229986893	left	1	2.6322875996120274	NA	NA	sev	001	2026-03-06_11h41.30.613	MR	2023.1.0	59.99876408589627	NA
