clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#E8F5E9	#81C784	#43A047	#1B5E20	#FFEBEE	#000000	#E53935	#B71C1C	green	red	l_down	clr2	high	right	#EF9A9A	#E57373	#E57373	#E53935	NA	NA	NA	NA	NA	0	9	9	5	NA	NA	NA	right	1	0.9379255999810994	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FBE9E7	#FF8A65	#F4511E	#BF360C	#F3E5F5	#BA68C8	#000000	#4A148C	d_orange	purple	l_down	clr3	low	right	#6A1B9A	#8E24AA	#BA68C8	#8E24AA	NA	NA	NA	NA	NA	0	10	10	19	NA	NA	NA	right	1	0.8507123999297619	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#E0F2F1	#4DB6AC	#00897B	#004D40	#FBE9E7	#000000	#F4511E	#BF360C	lime	d_orange	l_down	clr2	low	right	#FF5722	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	11	11	9	NA	NA	NA	right	1	1.0468997999560088	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#01579B	#039BE5	#4FC3F7	#E1F5FE	#F57F17	#FDD835	#000000	#FFFDE7	l_blue	yellow	l_up	clr3	high	left	#FFF176	#FFEE58	#FDD835	#FFF176	NA	NA	NA	NA	NA	0	12	12	70	NA	NA	NA	left	1	0.730488299857825	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#1A237E	#3949AB	#7986CB	#E8EAF6	#311B92	#5E35B1	#000000	#EDE7F6	indigo	d_purple	l_up	clr3	low	left	#9575CD	#673AB7	#5E35B1	#9575CD	NA	NA	NA	NA	NA	0	13	13	74	NA	NA	NA	left	1	0.703480799915269	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#004D40	#E0F2F1	#00897B	#4DB6AC	#3E2723	#EFEBE9	#000000	#A1887F	teal	brown	l_rand2	clr3	high	right	#5D4037	#6D4C41	#EFEBE9	#6D4C41	NA	NA	NA	NA	NA	0	14	14	52	NA	NA	NA	right	1	0.8791821000631899	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FFEBEE	#E57373	#E53935	#B71C1C	#E1F5FE	#000000	#039BE5	#01579B	red	l_blue	l_down	clr2	high	left	#4FC3F7	#81D4FA	#4FC3F7	#039BE5	NA	NA	NA	NA	NA	0	15	15	0	NA	NA	NA	left	1	0.783769799862057	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#006064	#E0F7FA	#00ACC1	#4DD0E1	#311B92	#000000	#5E35B1	#9575CD	cyan	d_purple	l_rand2	clr2	low	right	#B39DDB	#EDE7F6	#EDE7F6	#5E35B1	NA	NA	NA	NA	NA	0	16	16	46	NA	NA	NA	left	0	1.3725020999554545	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#EFEBE9	#A1887F	#6D4C41	#3E2723	#E8F5E9	#000000	#43A047	#1B5E20	brown	green	l_down	clr2	high	left	#81C784	#A5D6A7	#81C784	#43A047	NA	NA	NA	NA	NA	0	17	17	2	NA	NA	NA	right	0	1.1217708999756724	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#43A047	#1B5E20	#E8F5E9	#81C784	#00ACC1	#006064	#000000	#4DD0E1	green	cyan	l_rand1	clr3	low	left	#E0F7FA	#80DEEA	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	18	18	39	NA	NA	NA	left	1	0.8756000997964293	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#E0F2F1	#4DB6AC	#00897B	#004D40	#FFFDE7	#000000	#FDD835	#F57F17	teal	yellow	l_down	clr2	high	left	#FFF176	#FFF59D	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	19	19	1	NA	NA	NA	right	0	0.6489218999631703	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#BF360C	#F4511E	#FF8A65	#FBE9E7	#33691E	#7CB342	#000000	#F1F8E9	d_orange	l_green	l_up	clr3	high	right	#C5E1A5	#AED581	#7CB342	#AED581	NA	NA	NA	NA	NA	0	20	20	73	NA	NA	NA	left	0	0.8077718999702483	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#0D47A1	#E3F2FD	#1E88E5	#64B5F6	#4A148C	#000000	#8E24AA	#BA68C8	blue	purple	l_rand2	clr2	high	left	#F3E5F5	#E1BEE7	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	21	21	41	NA	NA	NA	left	1	0.837650999892503	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#00897B	#004D40	#E0F2F1	#4DB6AC	#FFB300	#000000	#FFF8E1	#FFD54F	teal	amber	l_rand1	clr2	low	right	#FFA000	#FF6F00	#FF6F00	#FFF8E1	NA	NA	NA	NA	NA	0	22	22	27	NA	NA	NA	right	1	0.7040802999399602	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FDD835	#F57F17	#FFFDE7	#FFF176	#F4511E	#000000	#FBE9E7	#FF8A65	yellow	d_orange	l_rand1	clr2	low	right	#E64A19	#BF360C	#BF360C	#FBE9E7	NA	NA	NA	NA	NA	0	23	23	28	NA	NA	NA	right	1	1.1627287997398523	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FFFDE7	#FFF176	#FDD835	#F57F17	#E0F7FA	#4DD0E1	#000000	#006064	yellow	cyan	l_down	clr3	high	left	#00ACC1	#00BCD4	#4DD0E1	#00ACC1	NA	NA	NA	NA	NA	0	24	24	11	NA	NA	NA	left	1	1.057569999946281	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#3949AB	#1A237E	#E8EAF6	#7986CB	#7CB342	#000000	#F1F8E9	#AED581	indigo	l_green	l_rand1	clr2	high	left	#33691E	#558B2F	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	25	25	24	NA	NA	NA	left	1	0.7870376997161657	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#4A148C	#8E24AA	#BA68C8	#F3E5F5	#0D47A1	#000000	#64B5F6	#E3F2FD	purple	blue	l_up	clr2	high	left	#1E88E5	#2196F3	#1E88E5	#64B5F6	NA	NA	NA	NA	NA	0	26	26	60	NA	NA	NA	right	0	1.5142475997563452	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#E1F5FE	#4FC3F7	#039BE5	#01579B	#EDE7F6	#9575CD	#000000	#311B92	l_blue	d_purple	l_down	clr3	low	left	#5E35B1	#7E57C2	#9575CD	#5E35B1	NA	NA	NA	NA	NA	0	27	27	14	NA	NA	NA	right	0	0.898603199981153	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#D81B60	#880E4F	#FCE4EC	#F06292	#FDD835	#F57F17	#000000	#FFF176	pink	yellow	l_rand1	clr3	high	right	#FFF9C4	#FFFDE7	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	28	28	31	NA	NA	NA	left	0	0.8592439999338239	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#004D40	#E0F2F1	#00897B	#4DB6AC	#BF360C	#FBE9E7	#000000	#FF8A65	teal	d_orange	l_rand2	clr3	low	right	#D84315	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	29	29	59	NA	NA	NA	right	1	0.903858199948445	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#F4511E	#BF360C	#FBE9E7	#FF8A65	#43A047	#1B5E20	#000000	#81C784	d_orange	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	30	30	38	NA	NA	NA	right	0	0.5871905998792499	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#F3E5F5	#BA68C8	#8E24AA	#4A148C	#FBE9E7	#FFB74D	#000000	#BF360C	purple	d_orange	l_down	clr3	low	left	#F4511E	#D84315	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	31	31	16	NA	NA	NA	right	0	0.8406215999275446	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#880E4F	#D81B60	#F06292	#FCE4EC	#B71C1C	#000000	#E57373	#FFEBEE	pink	red	l_up	clr2	low	right	#EF5350	#E53935	#E53935	#E57373	NA	NA	NA	NA	NA	0	32	32	68	NA	NA	NA	right	1	0.778670399915427	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#F3E5F5	#BA68C8	#8E24AA	#4A148C	#E0F2F1	#000000	#00897B	#004D40	purple	lime	l_down	clr2	low	left	#4DB6AC	#B2DFDB	#4DB6AC	#00897B	NA	NA	NA	NA	NA	0	33	33	6	NA	NA	NA	left	1	0.7278541999403387	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#1E88E5	#0D47A1	#E3F2FD	#64B5F6	#C0CA33	#827717	#000000	#DCE775	blue	lime	l_rand1	clr3	high	right	#F0F4C3	#F9FBE7	#827717	#F9FBE7	NA	NA	NA	NA	NA	0	34	34	32	NA	NA	NA	right	1	0.7706651997286826	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#E3F2FD	#64B5F6	#1E88E5	#0D47A1	#E0F2F1	#4DB6AC	#000000	#004D40	blue	teal	l_down	clr3	high	right	#00796B	#00897B	#4DB6AC	#00897B	NA	NA	NA	NA	NA	0	35	35	12	NA	NA	NA	right	1	0.5889166998676956	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#F57F17	#FFFDE7	#FDD835	#FFF176	#BF360C	#FBE9E7	#000000	#FF8A65	yellow	d_orange	l_rand2	clr3	high	right	#FF5722	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	36	36	53	NA	NA	NA	right	1	0.7313683999236673	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FF6F00	#FFB300	#FFD54F	#FFF8E1	#1A237E	#3949AB	#000000	#E8EAF6	amber	indigo	l_up	clr3	low	right	#C5CAE9	#7986CB	#3949AB	#7986CB	NA	NA	NA	NA	NA	0	37	37	78	NA	NA	NA	right	1	0.6973540999460965	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#E8EAF6	#7986CB	#3949AB	#1A237E	#FFF3E0	#FFB74D	#000000	#E65100	indigo	orange	l_down	clr3	high	left	#FB8C00	#FF9800	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	38	38	10	NA	NA	NA	right	0	0.8955518999136984	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#1B5E20	#E8F5E9	#43A047	#81C784	#006064	#000000	#00ACC1	#4DD0E1	green	cyan	l_rand2	clr2	high	left	#E0F7FA	#B2EBF2	#E0F7FA	#00ACC1	NA	NA	NA	NA	NA	0	39	39	42	NA	NA	NA	left	1	0.9556736999657004	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#1B5E20	#43A047	#81C784	#E8F5E9	#4A148C	#000000	#BA68C8	#F3E5F5	green	purple	l_up	clr2	low	right	#6A1B9A	#8E24AA	#8E24AA	#BA68C8	NA	NA	NA	NA	NA	0	40	40	69	NA	NA	NA	left	0	1.3860391997732222	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FCE4EC	#F06292	#D81B60	#880E4F	#FBE9E7	#000000	#F4511E	#BF360C	pink	d_orange	l_down	clr2	high	right	#FFAB91	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	41	41	4	NA	NA	NA	right	1	0.959584399824962	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#3E2723	#EFEBE9	#6D4C41	#A1887F	#0D47A1	#E3F2FD	#000000	#64B5F6	brown	blue	l_rand2	clr3	high	right	#2196F3	#1E88E5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	42	42	54	NA	NA	NA	left	0	0.9574541996698828	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#004D40	#00897B	#4DB6AC	#E0F2F1	#3E2723	#000000	#A1887F	#EFEBE9	teal	brown	l_up	clr2	low	left	#6D4C41	#4E342E	#6D4C41	#A1887F	NA	NA	NA	NA	NA	0	43	43	67	NA	NA	NA	right	0	1.3321063998155296	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#F57F17	#FDD835	#FFF176	#FFFDE7	#33691E	#7CB342	#000000	#F1F8E9	yellow	l_green	l_up	clr3	low	left	#AED581	#DCEDC8	#7CB342	#AED581	NA	NA	NA	NA	NA	0	44	44	75	NA	NA	NA	left	1	0.7153202998451889	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#0D47A1	#1E88E5	#64B5F6	#E3F2FD	#FF6F00	#FFB300	#000000	#FFF8E1	blue	amber	l_up	clr3	low	right	#FFC107	#FFD54F	#FFB300	#FFD54F	NA	NA	NA	NA	NA	0	45	45	77	NA	NA	NA	left	0	1.243809700012207	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#4A148C	#000000	#8E24AA	#BA68C8	amber	purple	l_rand2	clr2	high	right	#E1BEE7	#F3E5F5	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	46	46	44	NA	NA	NA	right	1	1.0265625999309125	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#311B92	#5E35B1	#9575CD	#EDE7F6	#1B5E20	#000000	#81C784	#E8F5E9	d_purple	green	l_up	clr2	high	right	#4CAF50	#43A047	#43A047	#81C784	NA	NA	NA	NA	NA	0	47	47	62	NA	NA	NA	left	0	0.850239799823612	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#5E35B1	#311B92	#EDE7F6	#9575CD	#6D4C41	#3E2723	#000000	#A1887F	d_purple	brown	l_rand1	clr3	low	left	#EFEBE9	#BCAAA4	#3E2723	#EFEBE9	NA	NA	NA	NA	NA	0	48	48	35	NA	NA	NA	right	0	0.6781276997644454	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#880E4F	#FCE4EC	#D81B60	#F06292	#33691E	#000000	#7CB342	#AED581	pink	l_green	l_rand2	clr2	high	left	#F1F8E9	#DCEDC8	#F1F8E9	#7CB342	NA	NA	NA	NA	NA	0	49	49	40	NA	NA	NA	left	1	0.7326558998320252	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#1B5E20	#43A047	#81C784	#E8F5E9	#004D40	#000000	#4DB6AC	#E0F2F1	green	lime	l_up	clr2	high	right	#00796B	#00897B	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	50	50	65	NA	NA	NA	left	0	0.7450664998032153	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#311B92	#EDE7F6	#5E35B1	#9575CD	#B71C1C	#000000	#E53935	#E57373	d_purple	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	51	51	45	NA	NA	NA	right	1	0.7065096998121589	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#3949AB	#1A237E	#E8EAF6	#7986CB	#FB8C00	#000000	#FFF3E0	#FFB74D	indigo	orange	l_rand1	clr2	low	right	#F57C00	#E65100	#E65100	#FFF3E0	NA	NA	NA	NA	NA	0	52	52	26	NA	NA	NA	left	0	1.0635166999418288	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#43A047	#1B5E20	#E8F5E9	#81C784	#00897B	#004D40	#000000	#4DB6AC	green	teal	l_rand1	clr3	high	right	#B2DFDB	#E0F2F1	#004D40	#E0F2F1	NA	NA	NA	NA	NA	0	53	53	33	NA	NA	NA	right	1	0.578399799996987	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#880E4F	#000000	#D81B60	#F06292	amber	pink	l_rand2	clr2	high	left	#FCE4EC	#F8BBD0	#FCE4EC	#D81B60	NA	NA	NA	NA	NA	0	54	54	43	NA	NA	NA	left	1	0.9070745997596532	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FFF3E0	#FFB74D	#FB8C00	#E65100	#FCE4EC	#F06292	#000000	#880E4F	orange	pink	l_down	clr3	low	left	#D81B60	#EC407A	#F06292	#D81B60	NA	NA	NA	NA	NA	0	55	55	15	NA	NA	NA	right	0	0.6771603999659419	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#BF360C	#FBE9E7	#F4511E	#FF8A65	#B71C1C	#000000	#E53935	#E57373	d_orange	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	56	56	48	NA	NA	NA	right	1	1.0158458999358118	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#1A237E	#E8EAF6	#3949AB	#7986CB	#01579B	#E1F5FE	#000000	#4FC3F7	indigo	l_blue	l_rand2	clr3	high	right	#03A9F4	#039BE5	#E1F5FE	#039BE5	NA	NA	NA	NA	NA	0	57	57	51	NA	NA	NA	right	1	0.7480622997973114	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#E8EAF6	#7986CB	#000000	#1A237E	amber	indigo	l_down	clr3	high	right	#3F51B5	#3949AB	#7986CB	#3949AB	NA	NA	NA	NA	NA	0	58	58	13	NA	NA	NA	right	1	0.5212095000315458	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#E65100	#FB8C00	#FFB74D	#FFF3E0	#0D47A1	#1E88E5	#000000	#E3F2FD	orange	blue	l_up	clr3	high	left	#64B5F6	#42A5F5	#1E88E5	#64B5F6	NA	NA	NA	NA	NA	0	59	59	71	NA	NA	NA	left	1	0.8346583996899426	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#4A148C	#F3E5F5	#8E24AA	#BA68C8	#827717	#F9FBE7	#000000	#DCE775	purple	lime	l_rand2	clr3	low	left	#C0CA33	#D4E157	#F9FBE7	#C0CA33	NA	NA	NA	NA	NA	0	60	60	55	NA	NA	NA	left	1	1.0302408998832109	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#3E2723	#6D4C41	#A1887F	#EFEBE9	#006064	#00ACC1	#000000	#E0F7FA	brown	cyan	l_up	clr3	low	left	#4DD0E1	#B2EBF2	#00ACC1	#4DD0E1	NA	NA	NA	NA	NA	0	61	61	76	NA	NA	NA	left	1	0.6884892999660224	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#EDE7F6	#9575CD	#5E35B1	#311B92	#FFF8E1	#000000	#FFB300	#FF6F00	d_purple	amber	l_down	clr2	low	right	#FFC107	#FFD54F	#FFD54F	#FFB300	NA	NA	NA	NA	NA	0	62	62	8	NA	NA	NA	left	0	0.5938082998618484	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#33691E	#F1F8E9	#7CB342	#AED581	#0D47A1	#E3F2FD	#000000	#64B5F6	l_green	blue	l_rand2	clr3	low	left	#1E88E5	#42A5F5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	63	63	57	NA	NA	NA	right	0	0.556229299865663	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#01579B	#E1F5FE	#039BE5	#4FC3F7	#FF6F00	#FFF8E1	#000000	#FFD54F	l_blue	amber	l_rand2	clr3	low	left	#FFB300	#FF8F00	#FFF8E1	#FFB300	NA	NA	NA	NA	NA	0	64	64	56	NA	NA	NA	left	1	1.003107399912551	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FFEBEE	#E57373	#E53935	#B71C1C	#FFFDE7	#000000	#FDD835	#F57F17	red	yellow	l_down	clr2	high	left	#FFF176	#FFEE58	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	65	65	3	NA	NA	NA	left	1	0.561304499860853	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#B71C1C	#FFEBEE	#E53935	#E57373	#E65100	#000000	#FB8C00	#FFB74D	red	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	66	66	49	NA	NA	NA	left	0	0.569137099897489	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#E65100	#FFF3E0	#FB8C00	#FFB74D	#004D40	#E0F2F1	#000000	#4DB6AC	orange	teal	l_rand2	clr3	low	left	#00897B	#00695C	#E0F2F1	#00897B	NA	NA	NA	NA	NA	0	67	67	58	NA	NA	NA	right	0	0.7295726998709142	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#EFEBE9	#A1887F	#000000	#3E2723	amber	brown	l_down	clr3	low	left	#6D4C41	#8D6E63	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	68	68	17	NA	NA	NA	left	1	0.5606229996774346	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FB8C00	#E65100	#FFF3E0	#FFB74D	#FDD835	#000000	#FFFDE7	#FFF176	orange	yellow	l_rand1	clr2	high	left	#F57F17	#F9A825	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	69	69	23	NA	NA	NA	left	1	0.8059518998488784	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
