clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#7CB342	#33691E	#F1F8E9	#AED581	#8E24AA	#000000	#F3E5F5	#BA68C8	l_green	purple	l_rand1	clr2	high	left	#4A148C	#6A1B9A	#4A148C	#F3E5F5	NA	NA	NA	NA	NA	0	70	70	22	NA	NA	NA	left	1	0.7742146998643875	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	high	right	#E91E63	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	71	71	64	NA	NA	NA	right	1	0.8336771999020129	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#E65100	#FB8C00	#FFB74D	#FFF3E0	#1A237E	#3949AB	#000000	#E8EAF6	orange	indigo	l_up	clr3	low	right	#3F51B5	#7986CB	#3949AB	#7986CB	NA	NA	NA	NA	NA	0	72	72	79	NA	NA	NA	right	1	1.0945757997687906	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#F1F8E9	#AED581	#7CB342	#33691E	#FFF3E0	#000000	#FB8C00	#E65100	l_green	orange	l_down	clr2	low	left	#FFB74D	#FFE0B2	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	73	73	7	NA	NA	NA	left	1	0.5681461996864527	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#00897B	#004D40	#E0F2F1	#4DB6AC	#3949AB	#1A237E	#000000	#7986CB	lime	indigo	l_rand1	clr3	low	left	#E8EAF6	#9FA8DA	#1A237E	#E8EAF6	NA	NA	NA	NA	NA	0	74	74	37	NA	NA	NA	right	0	0.6180344999302179	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#006064	#00ACC1	#4DD0E1	#E0F7FA	#01579B	#039BE5	#000000	#E1F5FE	cyan	l_blue	l_up	clr3	high	right	#81D4FA	#4FC3F7	#039BE5	#4FC3F7	NA	NA	NA	NA	NA	0	75	75	72	NA	NA	NA	right	1	0.7318129998166114	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#E53935	#B71C1C	#FFEBEE	#E57373	#7CB342	#000000	#F1F8E9	#AED581	red	l_green	l_rand1	clr2	low	right	#689F38	#33691E	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	76	76	25	NA	NA	NA	right	1	0.5839996999129653	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#FDD835	#F57F17	#FFFDE7	#FFF176	#FFB300	#FF6F00	#000000	#FFD54F	yellow	amber	l_rand1	clr3	high	left	#FFF8E1	#FFECB3	#FF6F00	#FFF8E1	NA	NA	NA	NA	NA	0	77	77	30	NA	NA	NA	left	1	0.7725023999810219	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#33691E	#7CB342	#AED581	#F1F8E9	#880E4F	#000000	#F06292	#FCE4EC	l_green	pink	l_up	clr2	high	left	#D81B60	#E91E63	#D81B60	#F06292	NA	NA	NA	NA	NA	0	78	78	61	NA	NA	NA	left	1	0.7973615999799222	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
#004D40	#E0F2F1	#00897B	#4DB6AC	#E65100	#000000	#FB8C00	#FFB74D	lime	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	79	79	47	NA	NA	NA	right	1	0.8243148997426033	pme	1	2026-02-17_14h49.36.401	MCT	2023.1.0	60.04134451904317
