sequence	training_session.thisRepN	training_session.thisTrialN	training_session.thisN	training_session.thisIndex	training_2n.thisRepN	training_2n.thisTrialN	training_2n.thisN	training_2n.thisIndex	training_3n.thisRepN	training_3n.thisTrialN	training_3n.thisN	training_3n.thisIndex	training_4n.thisRepN	training_4n.thisTrialN	training_4n.thisN	training_4n.thisIndex	allrep_2nback.thisRepN	allrep_2nback.thisTrialN	allrep_2nback.thisN	allrep_2nback.thisIndex	trials_2nback.thisRepN	trials_2nback.thisTrialN	trials_2nback.thisN	trials_2nback.thisIndex	allrep_3nback.thisRepN	allrep_3nback.thisTrialN	allrep_3nback.thisN	allrep_3nback.thisIndex	trials_3nback.thisRepN	trials_3nback.thisTrialN	trials_3nback.thisN	trials_3nback.thisIndex	allrep_4nback.thisRepN	allrep_4nback.thisTrialN	allrep_4nback.thisN	allrep_4nback.thisIndex	trials_4nback.thisRepN	trials_4nback.thisTrialN	trials_4nback.thisN	trials_4nback.thisIndex	buffer02_txt.started	test_griddot_resp2.started	test_griddot_resp2.keys	test_griddot_resp2.rt	buffer23_txt.started	test_griddot_resp3.started	test_griddot_resp3.keys	test_griddot_resp3.rt	buffer34_txt.started	test_griddot_resp4.started	test_griddot_resp4.keys	test_griddot_resp4.rt	confirm_resp.started	confirm_resp.keys	confirm_resp.rt	instr_text_2.started	buffer02_txt.stopped	griddot_resp2.started	griddot_resp2.keys	griddot_resp2.rt	buffer23_txt.stopped	griddot_resp3.started	griddot_resp3.keys	griddot_resp3.rt	buffer34_txt.stopped	griddot_resp4.started	griddot_resp4.keys	griddot_resp4.rt	participant	session	date	expName	psychopyVersion	frameRate	...76
[(0, 1), (2, 2), (0, 1), (2, 0), (2, 1), (0, 1), (2, 2), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	465.6027609002776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	440.1228069001809	468.7020157002844	469.68543980037794	['right', 'left', 'left', 'right', 'left', 'right']	[5.533619099762291, 6.990765399765223, 8.761943200137466, 11.659282600041479, 13.728437999729067, 15.764133600052446]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 0), (2, 2), (2, 2), (2, 0), (2, 2), (2, 2), (2, 2), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	486.6830095001496	['right', 'left', 'right', 'left', 'right', 'left']	[5.984690200071782, 7.202109500300139, 9.238702000118792, 11.233063000254333, 13.21732660010457, 15.230412300210446]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 2), (2, 2), (2, 1), (2, 1), (2, 0), (2, 2), (2, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	503.69727479992434	['left', 'left', 'left', 'right', 'right', 'right']	[4.9079780001193285, 7.066737700253725, 8.961435200180858, 11.185688400175422, 13.66851230012253, 15.385070900432765]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 1), (0, 0), (0, 2), (2, 0), (0, 2), (1, 1), (0, 2), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	520.6786138000898	['left', 'left', 'right', 'left', 'right', 'left']	[5.016632599756122, 6.970326100010425, 8.811179600190371, 10.889359700027853, 13.133509200066328, 15.143474400043488]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 2), (1, 0), (2, 2), (0, 2), (2, 2), (0, 2), (2, 1), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	537.6927162003703	['left', 'left', 'right', 'right', 'left', 'left']	[4.9159773997962475, 7.026102900039405, 8.792264100164175, 11.410034599713981, 12.875251399818808, 15.024180799722672]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 1), (1, 1), (1, 1), (1, 1), (0, 1), (2, 1), (1, 2), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	554.6737175001763	['right', 'right', 'left', 'left', 'left', 'left']	[4.977294000331312, 6.648532200139016, 8.693354200106114, 11.150091800373048, 12.98444400029257, 15.013134700246155]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 2), (0, 0), (1, 2), (1, 2), (2, 0), (2, 1), (2, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	574.3709479002282	['right', 'left', 'left', 'left', 'right', 'left']	[4.714199599809945, 6.992757000029087, 9.129237500019372, 10.88331410009414, 12.725626799743623, 14.680823999922723]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 1), (2, 2), (0, 1), (2, 0), (2, 0), (0, 2), (2, 0), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	591.3686366002075	['left', 'left', 'left', 'left', 'right', 'right']	[4.705922400113195, 6.6668583997525275, 9.801696199923754, 11.37011309992522, 12.940397299826145, 15.374703699722886]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 0), (0, 2), (2, 0), (0, 2), (2, 1), (2, 2), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	608.3665344999172	['left', 'right', 'left', 'left', 'left', 'right']	[4.850364399608225, 6.729540899861604, 9.288045999594033, 11.373534599784762, 12.891036799643189, 14.51358739985153]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(2, 2), (0, 1), (2, 0), (2, 0), (2, 0), (0, 2), (0, 2), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	625.3805182999931	['left', 'left', 'right', 'left', 'left', 'right']	[4.59834080003202, 6.582698800135404, 8.819281599950045, 11.08558959979564, 13.529430999886245, 14.724413599818945]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 0), (0, 0), (1, 2), (0, 0), (0, 2), (1, 2), (1, 1), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	642.378169500269	['left', 'right', 'left', 'left', 'left', 'right']	[4.774521199986339, 7.528762699570507, 9.380871799774468, 11.368153799790889, 12.91640879958868, 15.211535399779677]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 1), (2, 1), (1, 1), (2, 1), (1, 2), (1, 2), (0, 0), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	659.3592374003492	['right', 'right', 'left', 'left', 'left', 'left']	[4.635913399979472, 6.844723999965936, 8.899112400133163, 11.148374599870294, 13.040505799930543, 14.94472450017929]	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 0), (1, 0), (1, 2), (0, 0), (1, 0), (2, 1), (0, 2), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	677.6565697002225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	680.7430186001584	681.7229065001011	['right', 'left', 'left', 'right']	[9.843339399900287, 10.82502290001139, 13.26268249982968, 15.407430400140584]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 2), (2, 0), (2, 0), (0, 0), (2, 0), (2, 0), (2, 2), (2, 2), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	700.7535224999301	['left', 'right', 'right', 'left', 'left', 'right']	[6.853645800147206, 8.898826700169593, 11.133548399899155, 13.065406300127506, 15.046609200071543, 17.384015399962664]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(2, 2), (0, 1), (1, 0), (2, 0), (1, 2), (1, 0), (1, 2), (1, 2), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	719.7344702002592	['left', 'left', 'right', 'right', 'left', 'left']	[6.937635800335556, 9.246697300113738, 11.209820100106299, 13.715109399985522, 15.99091920023784, 17.829694699961692]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 0), (1, 2), (0, 0), (1, 0), (1, 2), (1, 1), (0, 2), (0, 1), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	738.7480227001943	['right', 'right', 'left', 'left', 'left', 'left']	[7.196820400189608, 9.068242799956352, 10.836610300000757, 13.364771999884397, 15.20194000005722, 17.401708099991083]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 2), (0, 2), (1, 2), (0, 2), (1, 1), (1, 1), (1, 0), (1, 2), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	757.7287910003215	['right', 'left', 'left', 'left', 'right', 'right']	[7.13489789981395, 9.040564099792391, 11.345934099983424, 12.979184699710459, 14.953390199691057, 16.96296379994601]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 0), (2, 0), (2, 0), (2, 2), (2, 1), (2, 0), (2, 1), (1, 0), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	776.7425486003049	['left', 'left', 'right', 'left', 'left', 'right']	[6.739082300104201, 9.018268899992108, 11.392566100228578, 13.309645500034094, 15.465150100179017, 17.87735870014876]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(2, 2), (2, 1), (2, 2), (2, 2), (1, 2), (2, 0), (2, 0), (1, 2), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	798.2561743003316	['right', 'left', 'left', 'left', 'right', 'left']	[6.974323999602348, 8.842562399804592, 11.273087399546057, 12.72535919956863, 14.4952920996584, 17.65565129974857]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(2, 1), (0, 1), (0, 1), (0, 1), (2, 1), (0, 1), (0, 1), (1, 1), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	817.253680200316	['left', 'left', 'right', 'left', 'left', 'left']	[7.015276399906725, 9.420249700080603, 11.039971299935132, 13.500323100015521, 15.142478100024164, 17.071575900074095]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 1), (0, 1), (1, 2), (2, 1), (1, 1), (1, 2), (0, 2), (1, 1), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	836.2681076000445	['left', 'left', 'right', 'left', 'right', 'left']	[6.96671470021829, 8.94678879994899, 11.26650660019368, 13.112997699994594, 15.092361600138247, 17.08558569988236]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
