sequence	training_session.thisRepN	training_session.thisTrialN	training_session.thisN	training_session.thisIndex	training_2n.thisRepN	training_2n.thisTrialN	training_2n.thisN	training_2n.thisIndex	training_3n.thisRepN	training_3n.thisTrialN	training_3n.thisN	training_3n.thisIndex	training_4n.thisRepN	training_4n.thisTrialN	training_4n.thisN	training_4n.thisIndex	allrep_2nback.thisRepN	allrep_2nback.thisTrialN	allrep_2nback.thisN	allrep_2nback.thisIndex	trials_2nback.thisRepN	trials_2nback.thisTrialN	trials_2nback.thisN	trials_2nback.thisIndex	allrep_3nback.thisRepN	allrep_3nback.thisTrialN	allrep_3nback.thisN	allrep_3nback.thisIndex	trials_3nback.thisRepN	trials_3nback.thisTrialN	trials_3nback.thisN	trials_3nback.thisIndex	allrep_4nback.thisRepN	allrep_4nback.thisTrialN	allrep_4nback.thisN	allrep_4nback.thisIndex	trials_4nback.thisRepN	trials_4nback.thisTrialN	trials_4nback.thisN	trials_4nback.thisIndex	buffer02_txt.started	test_griddot_resp2.started	test_griddot_resp2.keys	test_griddot_resp2.rt	buffer23_txt.started	test_griddot_resp3.started	test_griddot_resp3.keys	test_griddot_resp3.rt	buffer34_txt.started	test_griddot_resp4.started	test_griddot_resp4.keys	test_griddot_resp4.rt	confirm_resp.started	confirm_resp.keys	confirm_resp.rt	instr_text_2.started	buffer02_txt.stopped	griddot_resp2.started	griddot_resp2.keys	griddot_resp2.rt	buffer23_txt.stopped	griddot_resp3.started	griddot_resp3.keys	griddot_resp3.rt	buffer34_txt.stopped	griddot_resp4.started	griddot_resp4.keys	griddot_resp4.rt	participant	session	date	expName	psychopyVersion	frameRate	...76
[(2, 1), (1, 2), (1, 2), (2, 1), (0, 2), (1, 1), (0, 0), (2, 0), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	855.2487894999795	['right', 'left', 'left', 'left', 'left', 'right']	[6.616788299754262, 8.85832230001688, 11.021683499682695, 12.738937600050122, 15.160126300062984, 17.47359299985692]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 1), (0, 2), (0, 2), (2, 1), (0, 2), (1, 2), (2, 1), (2, 0), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	874.245863399934	['left', 'right', 'left', 'left', 'left', 'right']	[6.7309799999929965, 9.01223130011931, 10.79455260001123, 13.49374879989773, 14.945716300047934, 17.239718100056052]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 1), (2, 0), (0, 2), (1, 2), (1, 0), (0, 2), (1, 2), (0, 1), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	893.2432499001734	['left', 'left', 'right', 'right', 'left', 'right']	[6.653864200226963, 8.827906500082463, 11.530977600254118, 13.062025300227106, 14.840297400020063, 17.786164899822325]	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 1), (1, 1), (2, 0), (0, 0), (0, 0), (1, 2), (2, 1), (0, 0), (0, 0), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	446	NA	NA	NA	NA	NA	NA	NA	NA	913.4238122003152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	916.4901149002836	917.5065632001496	['left', 'left', 'left', 'right', 'left', 'left']	[8.886076800059527, 10.839345800224692, 13.07589970016852, 15.63930210005492, 17.366040599998087, 19.09199419990182]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(2, 0), (0, 2), (0, 0), (1, 1), (1, 0), (1, 0), (1, 1), (1, 1), (1, 0), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	938.5202226000838	['left', 'left', 'right', 'left', 'left']	[8.637085000053048, 10.862718400079757, 13.112701800186187, 15.233989600092173, 18.865229400340468]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(2, 2), (1, 2), (2, 0), (1, 1), (2, 2), (2, 1), (0, 1), (0, 2), (2, 2), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	959.5006506000644	['left', 'left', 'left', 'right', 'left']	[10.74659170024097, 13.158636699896306, 15.359368099831045, 17.442536499816924, 18.870459500234574]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 2), (2, 1), (1, 2), (1, 1), (0, 1), (1, 0), (1, 2), (0, 2), (0, 2), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	980.5011430000886	['left', 'left', 'left', 'left']	[9.367118400055915, 11.259062200319022, 17.145675000268966, 19.154788200277835]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 1), (0, 0), (2, 1), (0, 1), (0, 1), (0, 0), (2, 0), (1, 2), (0, 1), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1001.4630138999784	['left', 'right', 'left', 'left', 'right', 'right']	[9.364926800131798, 11.422113000415266, 13.151820400264114, 15.33300230000168, 17.5914943004027, 19.21285720029846]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 2), (2, 1), (2, 1), (1, 2), (0, 1), (2, 1), (0, 2), (2, 2), (0, 0), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1022.4792965003288	['left', 'right', 'left', 'left', 'left', 'left']	[9.043455100152642, 11.526605800259858, 13.105414400342852, 14.821199500001967, 17.504794700071216, 19.630526500288397]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 1), (2, 2), (1, 0), (2, 0), (1, 2), (0, 0), (1, 0), (1, 0), (0, 0), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1045.840137500316	['left', 'left', 'left', 'left', 'right']	[8.746564000379294, 10.883078400045633, 15.01255810027942, 16.970831600017846, 18.81044190004468]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(0, 2), (1, 2), (1, 0), (2, 0), (0, 2), (1, 1), (2, 0), (0, 1), (0, 2), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1066.8524054000154	['left', 'left', 'left', 'right']	[10.753556499723345, 13.105632899794728, 15.117037700023502, 16.871229299809784]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(1, 1), (0, 2), (1, 2), (2, 0), (1, 1), (2, 1), (1, 2), (0, 0), (0, 1), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1087.8496541003697	['right', 'left', 'left', 'left', 'left']	[8.87814210029319, 10.723326399922371, 15.08359199995175, 17.02014290029183, 18.73334990022704]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(2, 0), (0, 0), (0, 0), (1, 2), (2, 0), (2, 2), (0, 0), (1, 0), (1, 1), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1108.8319753999822	['right', 'left', 'left', 'left', 'left']	[8.930213999934494, 10.813093699980527, 14.852685800287873, 16.94920950010419, 19.027369200251997]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(2, 2), (2, 2), (1, 1), (1, 0), (2, 2), (1, 1), (0, 0), (1, 0), (2, 1), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1129.8604276999831	['left', 'left', 'right', 'left', 'left']	[10.706573400180787, 13.045950900297612, 14.873194199986756, 16.95813300041482, 18.895217400044203]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
[(2, 2), (1, 1), (1, 0), (1, 1), (0, 2), (1, 1), (1, 0), (1, 1), (2, 0), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1150.807594000362	['left', 'right', 'left', 'left', 'left']	[8.86061149975285, 11.839725599624217, 13.188730399589986, 16.761381200049073, 18.925174599979073]	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_12h45.20.478	SS	2023.1.0	59.92107189326074	NA
