clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#E53935	#B71C1C	#FFEBEE	#E57373	#7CB342	#000000	#F1F8E9	#AED581	red	l_green	l_rand1	clr2	low	right	#689F38	#33691E	#33691E	#F1F8E9	#33691E	0	0	0	25	NA	NA	NA	NA	left	0	4.517439800314605	NA	NA	NA	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
#5E35B1	#311B92	#EDE7F6	#9575CD	#6D4C41	#3E2723	#000000	#A1887F	d_purple	brown	l_rand1	clr3	low	left	#EFEBE9	#BCAAA4	#3E2723	#EFEBE9	#EFEBE9	0	1	1	35	NA	NA	NA	NA	right	0	1.7526681004092095	NA	NA	NA	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
#3E2723	#EFEBE9	#6D4C41	#A1887F	#0D47A1	#E3F2FD	#000000	#64B5F6	brown	blue	l_rand2	clr3	high	right	#2196F3	#1E88E5	#E3F2FD	#1E88E5	#1E88E5	0	2	2	54	NA	NA	NA	NA	left	0	1.4972267001867294	NA	NA	NA	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
#00ACC1	#006064	#E0F7FA	#4DD0E1	#43A047	#1B5E20	#000000	#81C784	cyan	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	#E8F5E9	0	3	3	36	NA	NA	NA	NA	right	0	1.7566470000892878	NA	NA	NA	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
#B71C1C	#FFEBEE	#E53935	#E57373	#1A237E	#E8EAF6	#000000	#7986CB	red	indigo	l_rand2	clr3	none	right	#8E24AA	#3949AB	#E8EAF6	#3949AB	NA	NA	NA	NA	NA	0	0	0	105	NA	NA	NA	right	1	0.924220799934119	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
#BF360C	#F4511E	#FF8A65	#FBE9E7	#33691E	#7CB342	#000000	#F1F8E9	d_orange	l_green	l_up	clr3	high	right	#C5E1A5	#AED581	#7CB342	#AED581	NA	NA	NA	NA	NA	0	1	1	73	NA	NA	NA	right	1	1.2318447004072368	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
#F1F8E9	#AED581	#7CB342	#33691E	#FFF3E0	#000000	#FB8C00	#E65100	l_green	orange	l_down	clr2	low	left	#FFB74D	#FFE0B2	#FFB74D	#FB8C00	NA	NA	NA	NA	NA	0	2	2	7	NA	NA	NA	left	1	0.5765083003789186	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
#FCE4EC	#F06292	#D81B60	#880E4F	#FBE9E7	#000000	#F4511E	#BF360C	pink	d_orange	l_down	clr2	high	right	#FFAB91	#FF8A65	#FF8A65	#F4511E	NA	NA	NA	NA	NA	0	3	3	4	NA	NA	NA	None	0	NA	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	high	right	#E91E63	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	4	4	64	NA	NA	NA	left	0	1.1812522001564505	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
#FFEBEE	#E57373	#E53935	#B71C1C	#E1F5FE	#000000	#039BE5	#01579B	red	l_blue	l_down	clr2	none	left	#4FC3F7	#7986CB	#4FC3F7	#039BE5	NA	NA	NA	NA	NA	0	5	5	80	NA	NA	NA	right	0	1.146432100329548	BMI	1	2026-03-13_13h17.50.155	MCT	2023.1.0	60.13062779045863
