imagefile	stimfile	corrAns	MRdir	angle	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	mentalrot_trials.thisRepN	mentalrot_trials.thisTrialN	mentalrot_trials.thisN	mentalrot_trials.thisIndex	blank.started	mr_answ_2.started	mr_answ_2.keys	mr_answ_2.corr	mr_answ_2.rt	blank.stopped	mr_answ.started	mr_answ.keys	mr_answ.corr	mr_answ.rt	byebye_text.started	participant	session	date	expName	psychopyVersion	frameRate	...31
mr_images/3_a.png	mr_images/3_a_z_270.png	left	ccw	90	0	0	0	79	NA	NA	NA	NA	75.29319430002943	75.80974970012903	None	0	NA	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
mr_images/1_a.png	mr_images/1_b_z_45.png	right	cw	45	0	1	1	0	NA	NA	NA	NA	80.6926617003046	81.26237070001662	left	0	3.7297756001353264	NA	NA	NA	NA	NA	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
mr_images/7_b.png	mr_images/7_b_z_135.png	left	cw	135	0	2	2	189	NA	NA	NA	NA	85.01275640027598	85.59194240020588	right	0	2.249489199835807	85.59194240020588	NA	NA	NA	NA	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
mr_images/5_b.png	mr_images/5_b_z_315.png	left	ccw	45	0	3	3	135	NA	NA	NA	NA	87.8582146000117	88.42650120006874	left	1	2.546207900159061	88.42650120006874	NA	NA	NA	NA	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
mr_images/9_b.png	mr_images/9_b_z_270.png	left	ccw	90	0	4	4	211	NA	NA	NA	NA	90.99530739989132	91.57439369987696	right	0	3.1700875000096858	91.57439369987696	NA	NA	NA	NA	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
mr_images/9_a.png	mr_images/9_b_z_315.png	right	ccw	45	NA	NA	NA	NA	0	0	0	194	99.72619580011816	NA	NA	NA	NA	NA	100.18969830032438	left	0	2.811668800190091	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
mr_images/12_a.png	mr_images/12_b_z_135.png	right	cw	135	NA	NA	NA	NA	0	1	1	56	103.02273650001734	NA	NA	NA	NA	103.5929728001356	103.5929728001356	right	1	1.7886210004799068	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
mr_images/12_b.png	mr_images/12_b_z_315.png	left	ccw	45	NA	NA	NA	NA	0	2	2	63	105.40997479995713	NA	NA	NA	NA	105.97468989994375	105.97468989994375	right	0	2.647226999979466	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
mr_images/11_b.png	mr_images/11_a_z_45.png	right	cw	45	NA	NA	NA	NA	0	3	3	36	108.64322860026732	NA	NA	NA	NA	109.2217920999974	109.2217920999974	left	0	1.8898655003868043	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
mr_images/6_b.png	mr_images/6_a_z_315.png	right	ccw	45	NA	NA	NA	NA	0	4	4	158	111.13827460026368	NA	NA	NA	NA	111.72162270033732	111.72162270033732	left	0	2.265013800468296	NA	BMI	001	2026-03-13_13h41.14.891	MR	2023.1.0	59.98598727840456	NA
