clr1p1	clr2p1	clr3p1	clr4p1	clr1p2	clr2p2	clr3p2	clr4p2	Hshow	Htest	stim_var	blank_clr	difficulty	answ	l_test	r_test	realclr2	realclr3	realclr	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	CC_resp_2.keys	CC_resp_2.corr	CC_resp_2.rt	CC_resp.keys	CC_resp.corr	CC_resp.rt	participant	session	date	expName	psychopyVersion	frameRate
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#E8EAF6	#7986CB	#000000	#1A237E	amber	indigo	l_down	clr3	none	right	#039BE5	#3949AB	#7986CB	#3949AB	NA	NA	NA	NA	NA	0	9	9	89	NA	NA	NA	right	1	2.38190140794962	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#039BE5	#01579B	#E1F5FE	#4FC3F7	#D81B60	#000000	#FCE4EC	#F06292	l_blue	pink	l_rand1	clr2	high	left	#880E4F	#AD1457	#880E4F	#FCE4EC	NA	NA	NA	NA	NA	0	10	10	21	NA	NA	NA	right	0	4.09989564898424	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#311B92	#5E35B1	#9575CD	#EDE7F6	#1B5E20	#000000	#81C784	#E8F5E9	d_purple	green	l_up	clr2	high	right	#4CAF50	#43A047	#43A047	#81C784	NA	NA	NA	NA	NA	0	11	11	62	NA	NA	NA	right	1	3.60216358935461	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#1A237E	#E8EAF6	#3949AB	#7986CB	#01579B	#E1F5FE	#000000	#4FC3F7	indigo	l_blue	l_rand2	clr3	none	right	#00897B	#039BE5	#E1F5FE	#039BE5	NA	NA	NA	NA	NA	0	12	12	106	NA	NA	NA	right	1	1.7177167443838	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#F3E5F5	#BA68C8	#8E24AA	#4A148C	#E0F2F1	#000000	#00897B	#004D40	purple	lime	l_down	clr2	low	left	#4DB6AC	#B2DFDB	#4DB6AC	#00897B	NA	NA	NA	NA	NA	0	13	13	6	NA	NA	NA	left	1	1.15329755777493	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#43A047	#1B5E20	#E8F5E9	#81C784	#00ACC1	#006064	#000000	#4DD0E1	green	cyan	l_rand1	clr3	low	left	#E0F7FA	#80DEEA	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	14	14	39	NA	NA	NA	right	0	1.04139303043485	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#3E2723	#EFEBE9	#6D4C41	#A1887F	#0D47A1	#E3F2FD	#000000	#64B5F6	brown	blue	l_rand2	clr3	none	right	#5E35B1	#1E88E5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	15	15	109	NA	NA	NA	right	1	1.45888316974043	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#E65100	#FFF3E0	#FB8C00	#FFB74D	#004D40	#E0F2F1	#000000	#4DB6AC	orange	teal	l_rand2	clr3	low	left	#00897B	#00695C	#E0F2F1	#00897B	NA	NA	NA	NA	NA	0	16	16	58	NA	NA	NA	right	0	1.4284999757912	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#E65100	#FB8C00	#FFB74D	#FFF3E0	#0D47A1	#1E88E5	#000000	#E3F2FD	orange	blue	l_up	clr3	none	left	#64B5F6	#4DD0E1	#1E88E5	#64B5F6	NA	NA	NA	NA	NA	0	17	17	117	NA	NA	NA	right	0	1.45591197703965	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#FB8C00	#E65100	#FFF3E0	#FFB74D	#FDD835	#000000	#FFFDE7	#FFF176	orange	yellow	l_rand1	clr2	high	left	#F57F17	#F9A825	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	18	18	23	NA	NA	NA	left	0	1.15416501925327	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	none	right	#F4511E	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	19	19	114	NA	NA	NA	right	1	1.34326580885798	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#004D40	#E0F2F1	#00897B	#4DB6AC	#E65100	#000000	#FB8C00	#FFB74D	lime	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	20	20	47	NA	NA	NA	right	1	0.84339982801117	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#1E88E5	#0D47A1	#E3F2FD	#64B5F6	#C0CA33	#827717	#000000	#DCE775	blue	lime	l_rand1	clr3	none	right	#E8F5E9	#F9FBE7	#827717	#F9FBE7	NA	NA	NA	NA	NA	0	21	21	97	NA	NA	NA	left	0	2.36877162975259	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#311B92	#EDE7F6	#5E35B1	#9575CD	#B71C1C	#000000	#E53935	#E57373	d_purple	red	l_rand2	clr2	low	right	#EF9A9A	#FFEBEE	#FFEBEE	#E53935	NA	NA	NA	NA	NA	0	22	22	45	NA	NA	NA	right	1	1.27237438460812	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#3E2723	#EFEBE9	#6D4C41	#A1887F	#0D47A1	#E3F2FD	#000000	#64B5F6	brown	blue	l_rand2	clr3	high	right	#2196F3	#1E88E5	#E3F2FD	#1E88E5	NA	NA	NA	NA	NA	0	23	23	54	NA	NA	NA	right	1	1.30171594965271	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#004D40	#E0F2F1	#00897B	#4DB6AC	#BF360C	#FBE9E7	#000000	#FF8A65	teal	d_orange	l_rand2	clr3	low	right	#D84315	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	24	24	59	NA	NA	NA	right	1	2.37079569603316	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#1A237E	#E8EAF6	#3949AB	#7986CB	#01579B	#E1F5FE	#000000	#4FC3F7	indigo	l_blue	l_rand2	clr3	high	right	#03A9F4	#039BE5	#E1F5FE	#039BE5	NA	NA	NA	NA	NA	0	25	25	51	NA	NA	NA	right	1	1.13714907053858	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#7CB342	#33691E	#F1F8E9	#AED581	#8E24AA	#000000	#F3E5F5	#BA68C8	l_green	purple	l_rand1	clr2	none	left	#4A148C	#B71C1C	#4A148C	#F3E5F5	NA	NA	NA	NA	NA	0	26	26	92	NA	NA	NA	left	1	1.85907971241511	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#3E2723	#6D4C41	#A1887F	#EFEBE9	#006064	#00ACC1	#000000	#E0F7FA	brown	cyan	l_up	clr3	low	left	#4DD0E1	#B2EBF2	#00ACC1	#4DD0E1	NA	NA	NA	NA	NA	0	27	27	76	NA	NA	NA	left	1	1.2419579719007	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#D81B60	#880E4F	#FCE4EC	#F06292	#FDD835	#F57F17	#000000	#FFF176	pink	yellow	l_rand1	clr3	high	right	#FFF9C4	#FFFDE7	#F57F17	#FFFDE7	NA	NA	NA	NA	NA	0	28	28	31	NA	NA	NA	left	0	2.08395648052916	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#8E24AA	#4A148C	#F3E5F5	#BA68C8	#5E35B1	#000000	#EDE7F6	#9575CD	purple	d_purple	l_rand1	clr2	high	left	#311B92	#4527A0	#311B92	#EDE7F6	NA	NA	NA	NA	NA	0	29	29	20	NA	NA	NA	left	1	2.02387736891396	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#EDE7F6	#9575CD	#5E35B1	#311B92	#FFF8E1	#000000	#FFB300	#FF6F00	d_purple	amber	l_down	clr2	low	right	#FFC107	#FFD54F	#FFD54F	#FFB300	NA	NA	NA	NA	NA	0	30	30	8	NA	NA	NA	left	0	3.84645335234702	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#0D47A1	#E3F2FD	#1E88E5	#64B5F6	#4A148C	#000000	#8E24AA	#BA68C8	blue	purple	l_rand2	clr2	high	left	#F3E5F5	#E1BEE7	#F3E5F5	#8E24AA	NA	NA	NA	NA	NA	0	31	31	41	NA	NA	NA	right	1	1.54263408505358	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#3949AB	#1A237E	#E8EAF6	#7986CB	#7CB342	#000000	#F1F8E9	#AED581	indigo	l_green	l_rand1	clr2	none	left	#33691E	#004D40	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	32	32	94	NA	NA	NA	left	1	1.56633994000032	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#FFF3E0	#FFB74D	#FB8C00	#E65100	#FCE4EC	#F06292	#000000	#880E4F	orange	pink	l_down	clr3	low	left	#D81B60	#EC407A	#F06292	#D81B60	NA	NA	NA	NA	NA	0	33	33	15	NA	NA	NA	right	0	1.64676397615113	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#006064	#E0F7FA	#00ACC1	#4DD0E1	#311B92	#000000	#5E35B1	#9575CD	cyan	d_purple	l_rand2	clr2	low	right	#B39DDB	#EDE7F6	#EDE7F6	#5E35B1	NA	NA	NA	NA	NA	0	34	34	46	NA	NA	NA	left	0	1.16886815652251	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#FFB300	#FF6F00	#FFF8E1	#FFD54F	#039BE5	#01579B	#000000	#4FC3F7	amber	l_blue	l_rand1	clr3	high	right	#B3E5FC	#E1F5FE	#01579B	#E1F5FE	NA	NA	NA	NA	NA	0	35	35	34	NA	NA	NA	left	0	1.09736509061418	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#004D40	#00897B	#4DB6AC	#E0F2F1	#3E2723	#000000	#A1887F	#EFEBE9	teal	brown	l_up	clr2	low	left	#6D4C41	#4E342E	#6D4C41	#A1887F	NA	NA	NA	NA	NA	0	36	36	67	NA	NA	NA	right	0	1.98070329159498	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#880E4F	#FCE4EC	#D81B60	#F06292	#33691E	#000000	#7CB342	#AED581	pink	l_green	l_rand2	clr2	high	left	#F1F8E9	#DCEDC8	#F1F8E9	#7CB342	NA	NA	NA	NA	NA	0	37	37	40	NA	NA	NA	right	0	1.00005639934912	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#E0F2F1	#4DB6AC	#00897B	#004D40	#FFFDE7	#000000	#FDD835	#F57F17	teal	yellow	l_down	clr2	none	left	#FFF176	#FFB74D	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	38	38	81	NA	NA	NA	left	1	3.08945229099132	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#827717	#C0CA33	#DCE775	#F9FBE7	#004D40	#000000	#4DB6AC	#E0F2F1	lime	teal	l_up	clr2	high	right	#009688	#00897B	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	39	39	63	NA	NA	NA	right	1	3.33407147650607	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#6D4C41	#3E2723	#EFEBE9	#A1887F	#00ACC1	#000000	#E0F7FA	#4DD0E1	brown	cyan	l_rand1	clr2	low	right	#0097A7	#006064	#006064	#E0F7FA	NA	NA	NA	NA	NA	0	40	40	29	NA	NA	NA	left	0	1.86202168286778	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#E8EAF6	#7986CB	#000000	#1A237E	amber	indigo	l_down	clr3	high	right	#3F51B5	#3949AB	#7986CB	#3949AB	NA	NA	NA	NA	NA	0	41	41	13	NA	NA	NA	right	1	1.69300801911391	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#FBE9E7	#FF8A65	#F4511E	#BF360C	#F3E5F5	#BA68C8	#000000	#4A148C	d_orange	purple	l_down	clr3	low	right	#6A1B9A	#8E24AA	#BA68C8	#8E24AA	NA	NA	NA	NA	NA	0	42	42	19	NA	NA	NA	left	0	2.53086574057117	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#FDD835	#F57F17	#FFFDE7	#FFF176	#FFB300	#FF6F00	#000000	#FFD54F	yellow	amber	l_rand1	clr3	none	left	#FFF8E1	#F9FBE7	#FF6F00	#FFF8E1	NA	NA	NA	NA	NA	0	43	43	95	NA	NA	NA	right	1	3.16052165059373	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#01579B	#E1F5FE	#039BE5	#4FC3F7	#FF6F00	#FFF8E1	#000000	#FFD54F	l_blue	amber	l_rand2	clr3	low	left	#FFB300	#FF8F00	#FFF8E1	#FFB300	NA	NA	NA	NA	NA	0	44	44	56	NA	NA	NA	left	1	1.80283858019859	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#FF6F00	#FFF8E1	#FFB300	#FFD54F	#880E4F	#000000	#D81B60	#F06292	amber	pink	l_rand2	clr2	high	left	#FCE4EC	#F8BBD0	#FCE4EC	#D81B60	NA	NA	NA	NA	NA	0	45	45	43	NA	NA	NA	right	0	1.75021310473793	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#004D40	#E0F2F1	#00897B	#4DB6AC	#3E2723	#EFEBE9	#000000	#A1887F	teal	brown	l_rand2	clr3	high	right	#5D4037	#6D4C41	#EFEBE9	#6D4C41	NA	NA	NA	NA	NA	0	46	46	52	NA	NA	NA	right	1	2.52453184557147	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#B71C1C	#FFEBEE	#E53935	#E57373	#E65100	#000000	#FB8C00	#FFB74D	red	orange	l_rand2	clr2	low	right	#FFCC80	#FFF3E0	#FFF3E0	#FB8C00	NA	NA	NA	NA	NA	0	47	47	49	NA	NA	NA	left	1	1.49395347503014	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#33691E	#7CB342	#AED581	#F1F8E9	#880E4F	#000000	#F06292	#FCE4EC	l_green	pink	l_up	clr2	high	left	#D81B60	#E91E63	#D81B60	#F06292	NA	NA	NA	NA	NA	0	48	48	61	NA	NA	NA	right	0	4.78810691817664	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#00897B	#004D40	#E0F2F1	#4DB6AC	#3949AB	#1A237E	#000000	#7986CB	lime	indigo	l_rand1	clr3	low	left	#E8EAF6	#9FA8DA	#1A237E	#E8EAF6	NA	NA	NA	NA	NA	0	49	49	37	NA	NA	NA	left	1	1.20507900691591	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#B71C1C	#FFEBEE	#E53935	#E57373	#1A237E	#E8EAF6	#000000	#7986CB	red	indigo	l_rand2	clr3	none	right	#8E24AA	#3949AB	#E8EAF6	#3949AB	NA	NA	NA	NA	NA	0	50	50	105	NA	NA	NA	right	1	1.84960502831265	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#F57F17	#FFFDE7	#FDD835	#FFF176	#BF360C	#FBE9E7	#000000	#FF8A65	yellow	d_orange	l_rand2	clr3	high	right	#FF5722	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	51	51	53	NA	NA	NA	None	0	0.535047021671198	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#00897B	#004D40	#E0F2F1	#4DB6AC	#FFB300	#000000	#FFF8E1	#FFD54F	teal	amber	l_rand1	clr2	low	right	#FFA000	#FF6F00	#FF6F00	#FFF8E1	NA	NA	NA	NA	NA	0	52	52	27	NA	NA	NA	left	0	1.78147048074752	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#8E24AA	#4A148C	#F3E5F5	#BA68C8	#5E35B1	#000000	#EDE7F6	#9575CD	purple	d_purple	l_rand1	clr2	none	left	#311B92	#880E4F	#311B92	#EDE7F6	NA	NA	NA	NA	NA	0	53	53	90	NA	NA	NA	left	1	1.40269061631523	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#FFF8E1	#FFD54F	#FFB300	#FF6F00	#EFEBE9	#A1887F	#000000	#3E2723	amber	brown	l_down	clr3	low	left	#6D4C41	#8D6E63	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	54	54	17	NA	NA	NA	left	1	2.54714589349926	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#E0F7FA	#4DD0E1	#00ACC1	#006064	#EFEBE9	#A1887F	#000000	#3E2723	cyan	brown	l_down	clr3	low	right	#8D6E63	#6D4C41	#A1887F	#6D4C41	NA	NA	NA	NA	NA	0	55	55	18	NA	NA	NA	right	1	1.57463396491483	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#E0F2F1	#4DB6AC	#00897B	#004D40	#FFFDE7	#000000	#FDD835	#F57F17	teal	yellow	l_down	clr2	high	left	#FFF176	#FFF59D	#FFF176	#FDD835	NA	NA	NA	NA	NA	0	56	56	1	NA	NA	NA	right	0	2.8296690255031	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#3949AB	#1A237E	#E8EAF6	#7986CB	#FB8C00	#000000	#FFF3E0	#FFB74D	indigo	orange	l_rand1	clr2	low	right	#F57C00	#E65100	#E65100	#FFF3E0	NA	NA	NA	NA	NA	0	57	57	26	NA	NA	NA	left	0	1.73853383126669	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#E53935	#B71C1C	#FFEBEE	#E57373	#7CB342	#000000	#F1F8E9	#AED581	red	l_green	l_rand1	clr2	low	right	#689F38	#33691E	#33691E	#F1F8E9	NA	NA	NA	NA	NA	0	58	58	25	NA	NA	NA	right	1	4.34919883178547	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#F57F17	#FFFDE7	#FDD835	#FFF176	#BF360C	#FBE9E7	#000000	#FF8A65	yellow	d_orange	l_rand2	clr3	none	right	#D81B60	#F4511E	#FBE9E7	#F4511E	NA	NA	NA	NA	NA	0	59	59	108	NA	NA	NA	left	0	1.91590920598246	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#311B92	#5E35B1	#9575CD	#EDE7F6	#880E4F	#000000	#F06292	#FCE4EC	d_purple	pink	l_up	clr2	high	right	#E91E63	#D81B60	#D81B60	#F06292	NA	NA	NA	NA	NA	0	60	60	64	NA	NA	NA	left	0	3.5163031537924	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#F4511E	#BF360C	#FBE9E7	#FF8A65	#43A047	#1B5E20	#000000	#81C784	d_orange	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	61	61	38	NA	NA	NA	right	0	1.18440464462154	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#00ACC1	#006064	#E0F7FA	#4DD0E1	#43A047	#1B5E20	#000000	#81C784	cyan	green	l_rand1	clr3	low	left	#E8F5E9	#A5D6A7	#1B5E20	#E8F5E9	NA	NA	NA	NA	NA	0	62	62	36	NA	NA	NA	right	0	1.45338422500528	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#1B5E20	#43A047	#81C784	#E8F5E9	#4A148C	#000000	#BA68C8	#F3E5F5	green	purple	l_up	clr2	low	right	#6A1B9A	#8E24AA	#8E24AA	#BA68C8	NA	NA	NA	NA	NA	0	63	63	69	NA	NA	NA	right	1	3.34390906609595	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#33691E	#7CB342	#AED581	#F1F8E9	#880E4F	#000000	#F06292	#FCE4EC	l_green	pink	l_up	clr2	none	left	#D81B60	#5E35B1	#D81B60	#F06292	NA	NA	NA	NA	NA	0	64	64	111	NA	NA	NA	left	1	1.49424071208573	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#B71C1C	#FFEBEE	#E53935	#E57373	#1A237E	#E8EAF6	#000000	#7986CB	red	indigo	l_rand2	clr3	high	right	#303F9F	#3949AB	#E8EAF6	#3949AB	NA	NA	NA	NA	NA	0	65	65	50	NA	NA	NA	right	1	1.69139936963096	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#311B92	#5E35B1	#9575CD	#EDE7F6	#1B5E20	#000000	#81C784	#E8F5E9	d_purple	green	l_up	clr2	none	right	#C0CA33	#43A047	#43A047	#81C784	NA	NA	NA	NA	NA	0	66	66	112	NA	NA	NA	left	1	1.53979873716831	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#827717	#C0CA33	#DCE775	#F9FBE7	#004D40	#000000	#4DB6AC	#E0F2F1	lime	teal	l_up	clr2	none	right	#039BE5	#00897B	#00897B	#4DB6AC	NA	NA	NA	NA	NA	0	67	67	113	NA	NA	NA	right	1	2.84609539246187	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#F57F17	#FDD835	#FFF176	#FFFDE7	#33691E	#7CB342	#000000	#F1F8E9	yellow	l_green	l_up	clr3	low	left	#AED581	#DCEDC8	#7CB342	#AED581	NA	NA	NA	NA	NA	0	68	68	75	NA	NA	NA	left	1	2.0078087891452	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
#006064	#00ACC1	#4DD0E1	#E0F7FA	#01579B	#039BE5	#000000	#E1F5FE	cyan	l_blue	l_up	clr3	high	right	#81D4FA	#4FC3F7	#039BE5	#4FC3F7	NA	NA	NA	NA	NA	0	69	69	72	NA	NA	NA	right	1	1.97933571004309	aaa	1	2026-06-01_14h48.26.790	MCT	2023.1.0	60.11049526798321
