imagefile	stimfile	corrAns	MRdir	angle	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	mentalrot_trials.thisRepN	mentalrot_trials.thisTrialN	mentalrot_trials.thisN	mentalrot_trials.thisIndex	blank.started	mr_answ_2.started	mr_answ_2.keys	mr_answ_2.corr	mr_answ_2.rt	blank.stopped	mr_answ.started	mr_answ.keys	mr_answ.corr	mr_answ.rt	byebye_text.started	byebye_text.stopped	participant	session	date	expName	psychopyVersion	frameRate
mr_images/6_b.png	mr_images/6_a_z_135.png	right	cw	135	0	0	0	164	NA	NA	NA	NA	101.48633049987257	101.98637309996413	left	0	4.207068100105971	NA	NA	NA	NA	NA	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/11_b.png	mr_images/11_a_z_45.png	right	cw	45	0	1	1	36	NA	NA	NA	NA	106.2690429999493	106.80683350004256	left	0	2.670728000346571	106.80683350004256	NA	NA	NA	NA	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/1_b.png	mr_images/1_b_z_270.png	left	ccw	90	0	2	2	19	NA	NA	NA	NA	109.50626560021192	110.08628940023482	left	1	3.3996619004756212	110.08628940023482	NA	NA	NA	NA	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/9_b.png	mr_images/9_a_z_270.png	right	ccw	90	0	3	3	210	NA	NA	NA	NA	113.51862059999256	114.08487679995596	left	0	2.057523500174284	114.08487679995596	NA	NA	NA	NA	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/3_a.png	mr_images/3_b_z_315.png	right	ccw	45	0	4	4	74	NA	NA	NA	NA	116.16773890005425	116.7510267002508	left	0	2.6818455001339316	116.7510267002508	NA	NA	NA	NA	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/6_a.png	mr_images/6_b_z_45.png	right	cw	45	NA	NA	NA	NA	0	0	0	144	124.56658270023765	NA	NA	NA	NA	359.1840694998391	359.1840694998391	right	1	1.90614740911406	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/6_b.png	mr_images/6_b_z_135.png	left	cw	135	NA	NA	NA	NA	0	1	1	165	129.082735999953	NA	NA	NA	NA	322.92534360010177	322.92534360010177	left	1	3.51264774857555	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/6_a.png	mr_images/6_b_z_135.png	right	cw	135	NA	NA	NA	NA	0	2	2	152	134.59857860021293	NA	NA	NA	NA	554.4077897001989	554.4077897001989	left	0	2.40559757745359	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/4_a.png	mr_images/4_a_z_45.png	left	cw	45	NA	NA	NA	NA	0	3	3	97	137.83142249984667	NA	NA	NA	NA	491.3545675999485	491.3545675999485	left	1	1.58881617255975	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/7_b.png	mr_images/7_b_z_45.png	left	cw	45	NA	NA	NA	NA	0	4	4	181	140.36440660012886	NA	NA	NA	NA	154.84576420020312	154.84576420020312	left	1	2.38772507791873	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/1_b.png	mr_images/1_b_z_45.png	left	cw	45	NA	NA	NA	NA	0	5	5	13	142.98076950013638	NA	NA	NA	NA	567.4717529001646	567.4717529001646	right	0	2.69406080141198	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/9_a.png	mr_images/9_b_z_315.png	right	ccw	45	NA	NA	NA	NA	0	6	6	194	146.54698330024257	NA	NA	NA	NA	523.2612868999131	523.2612868999131	left	0	1.97666597284842	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/9_a.png	mr_images/9_a_z_225.png	left	ccw	135	NA	NA	NA	NA	0	7	7	203	150.68385609984398	NA	NA	NA	NA	138.4146734001115	138.4146734001115	left	1	2.48155908205081	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/12_b.png	mr_images/12_a_z_225.png	right	ccw	135	NA	NA	NA	NA	0	8	8	70	154.27905280003324	NA	NA	NA	NA	384.54732540016994	384.54732540016994	left	0	2.96077343903016	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/7_b.png	mr_images/7_a_z_135.png	right	cw	135	NA	NA	NA	NA	0	9	9	188	156.96206980012357	NA	NA	NA	NA	496.7986373002641	496.7986373002641	left	0	2.55499313154724	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/5_b.png	mr_images/5_a_z_225.png	right	ccw	135	NA	NA	NA	NA	0	10	10	142	159.7450880999677	NA	NA	NA	NA	434.2084709000774	434.2084709000774	left	0	1.8394978538854	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/5_b.png	mr_images/5_a_z_135.png	right	cw	135	NA	NA	NA	NA	0	11	11	140	162.41139440005645	NA	NA	NA	NA	365.5331343999133	365.5331343999133	left	0	2.83590275014285	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/5_b.png	mr_images/5_a_z_270.png	right	ccw	90	NA	NA	NA	NA	0	12	12	138	164.9484991999343	NA	NA	NA	NA	349.7854152000509	349.7854152000509	left	0	2.22700099193025	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/5_b.png	mr_images/5_a_z_45.png	right	cw	45	NA	NA	NA	NA	0	13	13	132	168.6980387000367	NA	NA	NA	NA	290.1466033998877	290.1466033998877	left	0	2.05034852784593	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/5_a.png	mr_images/5_a_z_45.png	left	cw	45	NA	NA	NA	NA	0	14	14	121	172.3933414001949	NA	NA	NA	NA	196.3732702000998	196.3732702000998	left	1	2.66093541274313	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/5_a.png	mr_images/5_a_z_315.png	left	ccw	45	NA	NA	NA	NA	0	15	15	123	175.0932177999057	NA	NA	NA	NA	624.7639752998948	624.7639752998948	left	1	3.23566348163877	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/12_a.png	mr_images/12_a_z_225.png	left	ccw	135	NA	NA	NA	NA	0	16	16	59	178.46327980002388	NA	NA	NA	NA	556.6918195998296	556.6918195998296	left	1	1.2390696426155	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/7_a.png	mr_images/7_b_z_45.png	right	cw	45	NA	NA	NA	NA	0	17	17	168	180.87550240010023	NA	NA	NA	NA	517.6621520002373	517.6621520002373	right	1	1.99327675474342	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/4_b.png	mr_images/4_b_z_270.png	left	ccw	90	NA	NA	NA	NA	0	18	18	115	184.12489499989897	NA	NA	NA	NA	547.8577741999179	547.8577741999179	left	1	2.43273241759744	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/5_a.png	mr_images/5_b_z_315.png	right	ccw	45	NA	NA	NA	NA	0	19	19	122	187.5911836000159	NA	NA	NA	NA	617.7346898000687	617.7346898000687	left	0	1.24896628677379	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/5_b.png	mr_images/5_a_z_315.png	right	ccw	45	NA	NA	NA	NA	0	20	20	134	192.80709670018405	NA	NA	NA	NA	565.8722367002629	565.8722367002629	left	0	1.85746814345475	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/1_a.png	mr_images/1_b_z_45.png	right	cw	45	NA	NA	NA	NA	0	21	21	0	195.8233687002212	NA	NA	NA	NA	479.2176510002464	479.2176510002464	left	0	2.58728085027542	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/9_a.png	mr_images/9_a_z_315.png	left	ccw	45	NA	NA	NA	NA	0	22	22	195	198.55634339991957	NA	NA	NA	NA	305.7305712001398	305.7305712001398	left	1	2.29963966284413	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/11_a.png	mr_images/11_a_z_90.png	left	cw	90	NA	NA	NA	NA	0	23	23	29	202.20585419982672	NA	NA	NA	NA	492.88406870001927	492.88406870001927	right	0	2.40381948358845	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/11_a.png	mr_images/11_b_z_90.png	right	cw	90	NA	NA	NA	NA	0	24	24	28	205.00547510012984	NA	NA	NA	NA	495.0984037998133	495.0984037998133	right	1	1.85076339927036	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/7_a.png	mr_images/7_a_z_315.png	left	ccw	45	NA	NA	NA	NA	0	25	25	171	207.47182130021977	NA	NA	NA	NA	NA	462.3532802001573	right	0	1.63280400040094	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
mr_images/1_b.png	mr_images/1_a_z_135.png	right	cw	135	NA	NA	NA	NA	0	26	26	20	210.8589055002667	NA	NA	NA	NA	590.0517279999331	590.0517279999331	left	0	2.56712401111145	NA	NA	aaa	1	2026-06-08_14h23.21.224	MR	2023.1.0	60.00765706328852
