sequence	training_session.thisRepN	training_session.thisTrialN	training_session.thisN	training_session.thisIndex	training_2n.thisRepN	training_2n.thisTrialN	training_2n.thisN	training_2n.thisIndex	training_3n.thisRepN	training_3n.thisTrialN	training_3n.thisN	training_3n.thisIndex	training_4n.thisRepN	training_4n.thisTrialN	training_4n.thisN	training_4n.thisIndex	allrep_2nback.thisRepN	allrep_2nback.thisTrialN	allrep_2nback.thisN	allrep_2nback.thisIndex	trials_2nback.thisRepN	trials_2nback.thisTrialN	trials_2nback.thisN	trials_2nback.thisIndex	allrep_3nback.thisRepN	allrep_3nback.thisTrialN	allrep_3nback.thisN	allrep_3nback.thisIndex	trials_3nback.thisRepN	trials_3nback.thisTrialN	trials_3nback.thisN	trials_3nback.thisIndex	allrep_4nback.thisRepN	allrep_4nback.thisTrialN	allrep_4nback.thisN	allrep_4nback.thisIndex	trials_4nback.thisRepN	trials_4nback.thisTrialN	trials_4nback.thisN	trials_4nback.thisIndex	buffer02_txt.started	test_griddot_resp2.started	test_griddot_resp2.keys	test_griddot_resp2.rt	buffer23_txt.started	test_griddot_resp3.started	test_griddot_resp3.keys	test_griddot_resp3.rt	buffer34_txt.started	test_griddot_resp4.started	test_griddot_resp4.keys	test_griddot_resp4.rt	confirm_resp.started	confirm_resp.keys	confirm_resp.rt	buffer02_txt.stopped	instr_text_2.started	griddot_resp2.started	griddot_resp2.keys	griddot_resp2.rt	buffer23_txt.stopped	griddot_resp3.started	griddot_resp3.keys	griddot_resp3.rt	buffer34_txt.stopped	griddot_resp4.started	griddot_resp4.keys	griddot_resp4.rt	participant	session	date	expName	psychopyVersion	frameRate	...76
[(2, 0), (2, 1), (0, 1), (0, 1), (1, 2), (0, 1), (2, 1), (2, 2), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1112.105353999883	['left', 'left', 'left', 'left', 'left', 'right']	[7.038513100007549, 8.954798199934885, 11.461832499830052, 13.743992899777368, 14.826151999877766, 16.911391899921]	NA	NA	NA	NA	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(1, 0), (0, 0), (1, 2), (1, 1), (1, 2), (1, 2), (0, 1), (1, 2), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1131.1196967998983	['left', 'left', 'left', 'left', 'right', 'left']	[6.9697898998856544, 9.277059100102633, 11.701399500016123, 13.607666400028393, 14.9016972000245, 16.952898199902847]	NA	NA	NA	NA	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(2, 2), (2, 1), (2, 1), (1, 0), (0, 2), (0, 2), (2, 0), (0, 2), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1150.1338907000609	['left', 'left', 'left', 'left', 'left', 'right']	[6.845658800099045, 8.921143100131303, 10.999995399964973, 12.835037800017744, 15.63162130001001, 17.126854800153524]	NA	NA	NA	NA	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(1, 2), (2, 2), (0, 0), (1, 1), (1, 2), (1, 2), (0, 0), (1, 2), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	232	NA	NA	NA	NA	NA	NA	NA	NA	1169.4809317998588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1172.5637528998775	1173.563674799865	['right', 'left', 'right', 'left', 'left']	[9.053996299859136, 11.13427249994129, 13.012686299858615, 15.031713099917397, 17.43017419986427]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(1, 1), (1, 1), (0, 1), (0, 0), (1, 0), (2, 0), (0, 1), (0, 0), (2, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1194.5479961999226	['left', 'left', 'left', 'right', 'right', 'left']	[8.76089660008438, 10.937672100029886, 13.391959599917755, 15.224614700069651, 17.269986799918115, 18.951975799864158]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(0, 0), (0, 2), (2, 0), (2, 0), (1, 0), (2, 1), (2, 0), (1, 1), (1, 0), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1215.557742799865	['left', 'left', 'right', 'left', 'right', 'right']	[8.963521800003946, 11.295775700127706, 13.615196000086144, 15.513481999980286, 17.464580199914053, 19.507721200119704]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(0, 2), (2, 1), (1, 2), (1, 2), (0, 1), (2, 1), (2, 2), (0, 2), (0, 1), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1236.5417420999147	['left', 'right', 'left', 'left', 'right', 'left']	[8.635221099946648, 10.90890230005607, 12.979446300072595, 15.158689900068566, 17.02984629990533, 19.180061700055376]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(0, 1), (0, 1), (0, 0), (1, 0), (2, 2), (1, 2), (1, 0), (2, 0), (2, 2), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1257.553120000055	['left', 'left', 'right', 'left', 'right', 'right']	[9.20032549998723, 11.001577600138262, 12.789644000120461, 14.733740500174463, 16.86191099998541, 18.980586000019684]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(1, 2), (2, 2), (0, 1), (0, 2), (1, 0), (1, 2), (0, 1), (2, 0), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1278.548993599834	['left', 'left', 'right', 'left', 'right', 'left']	[9.16016500000842, 11.161533599952236, 13.298897600034252, 14.830035999882966, 17.245057799853384, 19.127380499849096]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(0, 2), (0, 0), (2, 0), (2, 0), (0, 2), (2, 1), (2, 0), (0, 1), (0, 0), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1301.5791426999494	['right', 'left', 'left', 'left', 'left', 'right']	[8.997945199953392, 10.677094899816439, 14.09072219999507, 15.030890499940142, 17.305767599958926, 18.69231989979744]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(2, 2), (2, 2), (1, 1), (1, 0), (2, 2), (1, 1), (0, 0), (1, 0), (2, 1), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1322.5629710999783	['right', 'right', 'left', 'right', 'left', 'right']	[8.85397469997406, 11.564394399989396, 12.984153100056574, 15.276264199987054, 17.290532500017434, 18.90962990000844]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(2, 1), (2, 0), (2, 2), (1, 1), (2, 1), (2, 0), (1, 0), (0, 2), (1, 2), (1, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1343.5400054999627	['right', 'right', 'left', 'left', 'left', 'right']	[8.623637200100347, 10.804998100036755, 12.655945900129154, 15.017275799997151, 17.130255399970338, 18.966618899954483]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(0, 1), (1, 0), (1, 1), (2, 2), (0, 1), (0, 2), (0, 2), (0, 1), (0, 1), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1364.5539392998908	['right', 'left', 'left', 'right', 'right', 'right']	[8.669535799883306, 10.667667499976233, 13.305073499912396, 15.064426699886099, 17.827598499832675, 19.411911099916324]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(0, 0), (1, 2), (1, 0), (1, 0), (0, 0), (1, 2), (0, 2), (2, 2), (1, 0), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1385.5706708000507	['right', 'right', 'right', 'left', 'right', 'left']	[8.491834499873221, 10.844577299896628, 13.309661600040272, 14.863340599928051, 16.823448499897495, 19.187824900029227]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
[(0, 0), (2, 1), (2, 0), (0, 1), (1, 1), (2, 1), (2, 0), (1, 1), (0, 0), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1406.5647141998634	['left', 'right', 'right', 'left', 'left', 'left']	[8.797480000182986, 11.212712500011548, 13.060844199964777, 15.266046000178903, 17.67887740000151, 19.000874700024724]	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h35.22.933	SS	2023.1.0	60.04819469851661	NA
