training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	arsal_train.thisRepN	arsal_train.thisTrialN	arsal_train.thisN	arsal_train.thisIndex	arsal_s2.thisRepN	arsal_s2.thisTrialN	arsal_s2.thisN	arsal_s2.thisIndex	arsal_s3.thisRepN	arsal_s3.thisTrialN	arsal_s3.thisN	arsal_s3.thisIndex	arsal_s4.thisRepN	arsal_s4.thisTrialN	arsal_s4.thisN	arsal_s4.thisIndex	blank.started	blank.stopped	matrix_resp.started	sequence	repeat_idx	matrix_resp.keys	matrix_resp.rt	trainconf.keys	trainconf.rt	matrix_resp_2.started	matrix_resp_2.keys	matrix_resp_2.rt	matrix_resp_3.started	matrix_resp_3.keys	matrix_resp_3.rt	byebye_text.started	participant	session	date	expName	psychopyVersion	frameRate	...43
0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171.61134459986351	172.15863760001957	172.15863760001957	[[(1, -1, 1), (-1, -1, 1), (1, -1, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (1, -1, -1), (1, -1, 1), (1, -1, -1)], [(1, 1, -1), (-1, 1, -1), (1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, 1, -1), (-1, -1, 1), (-1, 1, -1), (1, -0.2, -1)], [(-1, 1, -1), (-1, -1, 1), (1, -1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, -1)], [(1, -0.2, -1), (1, -1, 1), (-1, 1, -1), (1, -1, 1), (-1, -1, 1), (1, -1, 1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1)], [(-1, 1, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, -1, 1), (1, 1, -1), (1, -1, 1), (1, -1, 1), (1, 1, -1)], [(1, -0.2, -1), (-1, -1, 1), (1, 1, -1), (1, -0.2, -1), (-1, -1, 1), (-1, 1, -1), (-1, -1, 1), (1, -0.2, -1), (1, -0.2, -1)], [(1, 1, -1), (-1, 1, -1), (-1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1)], [(1, 1, -1), (-1, 1, -1), (1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, 1, -1), (-1, -1, 1), (-1, 1, -1), (1, -0.2, -1)]]	1	['left', 'left', 'right', 'left', 'left']	[4.36574269994162, 8.34463130007498, 13.653644199948758, 15.929919000016525, 20.074090300127864]	NA	NA	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	196.136892599985	NA	NA	NA	NA	NA	NA	['n']	[3.995838599978015]	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200.6366741999518	201.17182299983688	201.17182299983688	[[(1, -1, 1), (1, -0.2, -1), (1, -1, 1), (1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -0.2, -1), (-1, 1, -1), (-1, -1, 1)], [(1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, 1, -1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, 1, -1), (1, 1, -1)], [(1, 1, -1), (1, -1, -1), (1, -1, -1), (-1, -1, 1), (1, 1, -1), (1, 1, -1), (1, -1, -1), (1, -1, -1), (1, 1, -1)], [(1, 1, -1), (1, 1, -1), (-1, 1, -1), (-1, -1, 1), (1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1)], [(1, -1, -1), (1, -1, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (1, -1, -1), (1, -1, 1), (1, -1, -1), (1, -1, 1)], [(1, -1, 1), (1, -1, 1), (-1, -1, 1), (-1, 1, -1), (-1, -1, 1), (1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, 1, -1)], [(1, 1, -1), (-1, 1, -1), (1, -1, -1), (1, 1, -1), (1, -1, -1), (-1, 1, -1), (-1, 1, -1), (1, 1, -1), (1, 1, -1)], [(1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, 1, -1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, 1, -1), (1, 1, -1)]]	1	['left', 'left', 'left', 'left', 'right', 'left', 'left', 'left']	[4.860694499919191, 8.124011700041592, 10.43194040004164, 13.479398499941453, 17.374278800096363, 17.715340199880302, 20.638478900073096, 22.969794699922204]	NA	NA	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	225.166126600001	NA	NA	NA	NA	NA	NA	['n']	[7.401117700152099]	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
2	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	233.08184490003623	233.6151705998927	233.6151705998927	[[(1, 1, -1), (1, -0.2, -1), (1, 1, -1), (-1, 1, -1), (1, -0.2, -1), (-1, -1, 1), (1, 1, -1), (-1, -1, 1), (-1, -1, 1)], [(1, -0.2, -1), (1, -0.2, -1), (-1, -1, 1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (-1, -1, 1), (-1, -1, 1), (1, 1, -1)], [(1, -0.2, -1), (1, -0.2, -1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, 1, -1)], [(-1, -1, 1), (-1, -1, 1), (1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (-1, -1, 1), (1, -0.2, -1)], [(1, -0.2, -1), (1, -0.2, -1), (-1, 1, -1), (1, -0.2, -1), (-1, -1, 1), (1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1)], [(1, -1, 1), (-1, 1, -1), (-1, 1, -1), (1, -1, 1), (1, -1, 1), (-1, 1, -1), (1, 1, -1), (-1, -1, 1), (-1, -1, 1)], [(1, -1, -1), (1, 1, -1), (1, -1, -1), (1, -1, -1), (1, -1, -1), (1, 1, -1), (-1, -1, 1), (1, 1, -1), (1, 1, -1)], [(1, -0.2, -1), (1, -0.2, -1), (-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, 1, -1)]]	2	['left', 'right', 'left', 'left', 'left', 'left']	[4.847439299803227, 8.210739399772137, 13.903435799991712, 17.30332799977623, 20.111982899950817, 21.972357499878854]	NA	NA	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
2	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	257.6283024000004	NA	NA	NA	NA	NA	NA	['y']	[17.20310279983096]	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	301.52245389996096	302.05550989997573	302.05550989997573	[[(1, 1, -1), (-1, -1, 1), (1, 1, -1), (1, -1, -1), (-1, -1, 1), (1, 1, -1), (-1, -1, 1), (1, -1, -1), (1, 1, -1)], [(1, -1, 1), (1, -1, 1), (1, -0.2, -1), (-1, 1, -1), (-1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, -1, 1), (1, -0.2, -1)], [(1, 1, -1), (1, 1, -1), (-1, 1, -1), (-1, 1, -1), (1, 1, -1), (1, -1, -1), (1, 1, -1), (1, 1, -1), (1, -1, -1)], [(1, -0.2, -1), (1, -1, -1), (-1, -1, 1), (-1, -1, 1), (-1, -1, 1), (1, -0.2, -1), (-1, 1, -1), (1, -1, -1), (1, -0.2, -1)], [(1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, 1, -1), (1, 1, -1), (1, -1, 1), (-1, -1, 1), (1, -1, 1), (1, -1, 1)], [(-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (-1, -1, 1)], [(1, -1, 1), (1, -1, 1), (-1, -1, 1), (1, -1, 1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, 1), (-1, -1, 1)], [(1, -1, 1), (1, -1, 1), (1, -0.2, -1), (-1, 1, -1), (-1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, -1, 1), (1, -0.2, -1)]]	1	['left', 'left', 'left', 'left', 'left', 'left', 'right']	[3.8725610999390483, 7.260139500023797, 10.519411399960518, 13.742790600052103, 16.692323199938983, 19.964128700084984, 23.274264100007713]	NA	NA	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	326.0355978999287	NA	326.5687946998514	[[(1, -1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, -1), (1, -1, -1), (1, -0.2, -1)], [(1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, 1, -1), (1, -1, 1), (-1, 1, -1), (1, -1, 1)], [(1, -0.2, -1), (-1, 1, -1), (1, -1, 1), (1, -1, 1), (-1, -1, 1), (-1, 1, -1), (1, -0.2, -1), (-1, 1, -1), (1, -0.2, -1)], [(-1, -1, 1), (1, -0.2, -1), (1, -0.2, -1), (1, 1, -1), (-1, -1, 1), (1, -0.2, -1), (-1, -1, 1), (1, 1, -1), (-1, 1, -1)], [(1, -1, 1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, 1), (1, -0.2, -1), (1, -0.2, -1), (1, -1, 1)], [(-1, 1, -1), (-1, 1, -1), (1, -0.2, -1), (1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, -1, 1), (1, -0.2, -1), (1, -0.2, -1)], [(1, -1, -1), (1, -1, 1), (1, -1, 1), (1, -1, -1), (1, -1, -1), (1, -1, 1), (1, -1, 1), (1, -1, -1), (-1, -1, 1)], [(1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (1, -1, 1), (-1, 1, -1), (1, -1, 1), (-1, 1, -1), (1, -1, 1)]]	1	['left', 'right', 'left', 'left', 'right', 'left', 'left']	[4.891244999831542, 7.793672799831256, 11.341129999840632, 14.049372899811715, 16.494832799769938, 19.754834999796003, 22.257060599979013]	NA	NA	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	350.54878509999253	NA	351.06755899987184	[[(1, -0.2, -1), (1, -0.2, -1), (1, -1, -1), (-1, 1, -1), (-1, -1, 1), (-1, -1, 1), (1, -1, -1), (1, -0.2, -1), (1, -0.2, -1)], [(-1, 1, -1), (1, -0.2, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, -0.2, -1), (-1, 1, -1)], [(1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, -0.2, -1), (1, 1, -1), (-1, 1, -1), (1, 1, -1), (-1, -1, 1), (1, 1, -1)], [(-1, -1, 1), (-1, -1, 1), (1, -1, 1), (-1, -1, 1), (1, -1, -1), (1, -1, -1), (1, -1, -1), (1, -1, 1), (1, -1, -1)], [(-1, -1, 1), (-1, -1, 1), (-1, 1, -1), (1, -1, 1), (1, -1, -1), (1, -1, -1), (-1, 1, -1), (1, -1, 1), (-1, 1, -1)], [(-1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, -0.2, -1), (-1, -1, 1), (1, -1, 1), (1, -0.2, -1), (-1, 1, -1), (-1, 1, -1)], [(-1, -1, 1), (1, -0.2, -1), (-1, 1, -1), (-1, 1, -1), (1, -1, 1), (1, -0.2, -1), (1, -1, 1), (1, -1, 1), (1, -0.2, -1)], [(-1, 1, -1), (1, -0.2, -1), (1, 1, -1), (1, -0.2, -1), (1, -0.2, -1), (1, 1, -1), (1, 1, -1), (1, -0.2, -1), (-1, 1, -1)]]	1	['right', 'right', 'left', 'right', 'left', 'left', 'left']	[4.49630229989998, 7.700435499893501, 10.147675500018522, 13.21419889992103, 16.354555999860168, 20.68797149998136, 23.68234990001656]	NA	NA	NA	NA	NA	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	375.0453752998728	NA	NA	[[(1, 0.5, -1), (1, 0.5, -1), (1, -1, -1), (-1, -1, 1), (1, -1, -1), (1, 0.5, -1), (-1, 1, -1), (1, 1, -1), (1, 0.5, -1)], [(-1, -1, 1), (1, -1, -1), (-1, 1, -1), (1, 1, -1), (1, -1, 1), (1, 1, -1), (1, 1, -1), (1, -1, 1), (1, 1, -1)], [(-1, 1, -1), (-1, -1, 1), (1, 1, -1), (1, 1, -1), (1, 1, -1), (1, -1, 1), (-1, 1, -1), (-1, 1, -1), (1, 1, -1)], [(1, -1, -1), (1, 0.5, -1), (1, 0.5, -1), (1, -1, -1), (-1, -1, 1), (-1, -1, 1), (1, 0.5, -1), (1, 1, -1), (-1, 1, -1)], [(1, -1, 1), (1, -1, -1), (1, 0.5, -1), (1, -1, 1), (1, -1, 1), (1, 0.5, -1), (-1, 1, -1), (1, -1, -1), (1, -1, -1)], [(1, 1, -1), (-1, -1, 1), (1, -1, -1), (1, -1, -1), (1, 0.5, -1), (-1, -1, 1), (1, 0.5, -1), (-1, 1, -1), (1, 1, -1)], [(-1, 1, -1), (1, 0.5, -1), (1, -1, -1), (-1, 1, -1), (-1, -1, 1), (1, -1, -1), (-1, -1, 1), (-1, -1, 1), (-1, 1, -1)], [(1, -1, -1), (1, 0.5, -1), (1, 0.5, -1), (1, -1, -1), (-1, -1, 1), (-1, -1, 1), (1, 0.5, -1), (1, 1, -1), (-1, 1, -1)]]	3	NA	NA	NA	NA	375.5620482999366	['right', 'left', 'left', 'left', 'right', 'left', 'right']	[4.7615348000545055, 8.495823699980974, 10.71015499997884, 13.896391100017354, 17.808311000000685, 17.93628880009055, 22.77808910002932]	NA	NA	NA	NA	mfi	001	2026-02-20_14h59.21.105	CMT	2023.1.0	60.14107891094176	NA
